TIMECODE,ACC_X,ACC_Y,ACC_Z,GYR_X,GYR_Y,GYR_Z,TAG
00:00:00:0,-0.062,-0.418,0.914,-29.602,31.982,-18.555,
00:00:00:16,-0.062,-0.414,0.905,-17.762,29.724,-21.119,
00:00:00:33,-0.06,-0.426,0.915,-11.963,27.221,-23.621,
00:00:00:50,-0.053,-0.432,0.913,-16.175,26.001,-22.095,
00:00:00:66,-0.048,-0.432,0.925,-19.898,19.226,-20.325,
00:00:00:83,-0.052,-0.436,0.936,-22.461,16.54,-17.64,
00:00:00:100,-0.052,-0.428,0.928,-22.522,16.052,-18.433,
00:00:00:116,-0.056,-0.419,0.907,-15.259,3.54,-16.724,
00:00:00:133,-0.062,-0.42,0.901,-9.095,5.004,-21.058,
00:00:00:150,-0.06,-0.422,0.916,-7.081,6.958,-18.433,
00:00:00:166,-0.05,-0.436,0.948,-12.33,11.352,-20.508,
00:00:00:183,-0.063,-0.419,0.914,-15.931,4.516,-19.227,
00:00:00:200,-0.061,-0.417,0.907,-14.283,9.582,-22.644,
00:00:00:216,-0.053,-0.418,0.933,-12.269,15.991,-24.537,
00:00:00:233,-0.046,-0.433,0.946,-19.165,19.836,-25.269,
00:00:00:250,-0.044,-0.435,0.947,-19.837,17.944,-23.926,
00:00:00:266,-0.05,-0.417,0.916,-19.471,25.94,-27.832,
00:00:00:283,-0.046,-0.42,0.921,-18.433,21.728,-31.25,
00:00:00:300,-0.045,-0.422,0.924,-10.926,22.827,-31.006,
00:00:00:316,-0.047,-0.428,0.92,-13.489,21.545,-27.527,
00:00:00:333,-0.05,-0.437,0.93,-21.058,22.888,-26.185,
00:00:00:350,-0.048,-0.417,0.902,-7.874,12.817,-26.795,
00:00:00:366,-0.052,-0.427,0.902,-2.137,11.84,-27.161,
00:00:00:383,-0.046,-0.437,0.927,-4.7,17.456,-25.513,
00:00:00:400,-0.036,-0.44,0.944,-9.583,16.174,-24.17,
00:00:00:416,-0.039,-0.433,0.928,-8.728,3.479,-19.165,
00:00:00:433,-0.05,-0.423,0.914,-9.217,-2.991,-19.227,
00:00:00:450,-0.055,-0.418,0.911,-5.86,1.342,-22.767,
00:00:00:466,-0.052,-0.422,0.907,-3.968,3.601,-26.49,
00:00:00:483,-0.044,-0.433,0.928,-5.616,-1.221,-27.894,
00:00:00:500,-0.04,-0.435,0.938,-11.536,0.061,-27.466,
00:00:00:516,-0.042,-0.434,0.934,-16.663,-3.174,-24.353,
00:00:00:533,-0.052,-0.426,0.92,-11.231,-6.104,-24.964,
00:00:00:550,-0.051,-0.426,0.913,-9.4,-0.855,-26.185,
00:00:00:566,-0.048,-0.432,0.918,-10.071,5.188,-27.771,
00:00:00:583,-0.044,-0.433,0.935,-13.733,8.728,-27.894,
00:00:00:600,-0.042,-0.431,0.927,-15.503,0.976,-25.269,
