TIMECODE,ACC_X,ACC_Y,ACC_Z,GYR_X,GYR_Y,GYR_Z,TAG
00:00:00:0,0.212,-0.287,0.938,8.85,7.263,-23.865,
00:00:00:16,0.216,-0.286,0.936,4.455,8.544,-22.217,
00:00:00:33,0.217,-0.286,0.94,7.995,5.737,-22.156,
00:00:00:50,0.216,-0.287,0.931,9.704,6.286,-21.119,
00:00:00:66,0.215,-0.287,0.938,13.305,3.723,-22.522,
00:00:00:83,0.211,-0.286,0.933,12.329,4.028,-22.828,
00:00:00:100,0.215,-0.287,0.943,10.315,5.371,-24.292,
00:00:00:116,0.211,-0.285,0.939,11.962,2.746,-24.414,
00:00:00:133,0.209,-0.288,0.942,11.474,5.371,-24.292,
00:00:00:150,0.211,-0.29,0.941,12.634,6.347,-24.048,
00:00:00:166,0.216,-0.294,0.936,10.498,5.31,-23.804,
00:00:00:183,0.216,-0.291,0.94,9.216,4.15,-24.598,
00:00:00:200,0.213,-0.294,0.93,3.845,7.629,-23.438,
00:00:00:216,0.211,-0.292,0.942,4.333,8.483,-22.095,
00:00:00:233,0.208,-0.287,0.936,4.455,8.483,-20.264,
00:00:00:250,0.208,-0.289,0.938,8.178,9.826,-20.569,
00:00:00:266,0.212,-0.291,0.938,4.455,10.009,-21.546,
00:00:00:283,0.216,-0.286,0.936,-0.367,9.887,-19.715,
00:00:00:300,0.217,-0.286,0.942,5.065,9.155,-20.935,
00:00:00:316,0.216,-0.292,0.934,8.361,6.408,-21.363,
00:00:00:333,0.212,-0.291,0.94,6.958,6.591,-19.715,
00:00:00:350,0.207,-0.288,0.94,7.751,7.141,-19.593,
00:00:00:366,0.21,-0.29,0.938,8.178,8.85,-20.386,
00:00:00:383,0.212,-0.293,0.942,5.554,6.836,-20.63,
00:00:00:400,0.208,-0.284,0.943,2.624,8.606,-18.738,
00:00:00:416,0.209,-0.286,0.94,7.446,8.361,-22.034,
00:00:00:433,0.213,-0.282,0.936,5.004,9.46,-24.109,
00:00:00:450,0.217,-0.285,0.939,11.352,5.676,-23.316,
00:00:00:466,0.215,-0.295,0.94,11.413,4.699,-24.72,
00:00:00:483,0.213,-0.294,0.939,6.591,5.432,-21.973,
00:00:00:500,0.212,-0.29,0.943,7.751,3.723,-22.889,
00:00:00:516,0.207,-0.287,0.931,11.352,3.295,-21.363,
00:00:00:533,0.209,-0.292,0.94,16.357,3.356,-20.203,
00:00:00:550,0.209,-0.29,0.932,10.498,4.821,-20.752,
00:00:00:566,0.212,-0.286,0.939,7.263,5.127,-22.95,
00:00:00:583,0.21,-0.288,0.942,11.596,5.92,-23.194,
00:00:00:600,0.209,-0.289,0.942,8.911,6.774,-24.048,
00:00:00:616,0.21,-0.291,0.941,9.521,8.056,-22.767,
00:00:00:633,0.207,-0.292,0.94,7.629,10.864,-22.889,
00:00:00:650,0.211,-0.292,0.935,7.934,8.606,-23.438,
00:00:00:666,0.213,-0.289,0.936,8.3,7.69,-22.95,
00:00:00:683,0.21,-0.29,0.968,7.995,7.69,-23.56,
00:00:00:700,0.215,-0.292,0.907,7.019,7.568,-23.194,
00:00:00:716,0.212,-0.288,0.943,8.544,5.92,-21.18,
00:00:00:733,0.211,-0.293,0.935,10.009,6.652,-23.804,
00:00:00:750,0.213,-0.288,0.937,10.498,6.591,-22.217,
00:00:00:766,0.212,-0.29,0.939,11.047,4.516,-21.668,
00:00:00:783,0.213,-0.292,0.934,10.986,5.859,-22.339,
00:00:00:800,0.214,-0.291,0.94,6.836,5.676,-23.072,
00:00:00:816,0.212,-0.288,0.936,10.925,4.699,-21.546,
00:00:00:833,0.204,-0.295,0.94,13.488,3.479,-25.086,
