TIMECODE,ACC_X,ACC_Y,ACC_Z,GYR_X,GYR_Y,GYR_Z,TAG
00:00:00:0,-0.047,0.446,0.885,5.31,12.451,-21.79,
00:00:00:16,-0.044,0.443,0.882,5.065,9.582,-19.837,
00:00:00:33,-0.045,0.436,0.889,6.591,1.831,-18.494,
00:00:00:50,-0.054,0.433,0.885,5.737,-1.587,-17.823,
00:00:00:66,-0.052,0.441,0.886,4.455,-0.794,-19.471,
00:00:00:83,-0.053,0.448,0.881,4.821,4.882,-21.058,
00:00:00:100,-0.051,0.448,0.882,6.652,9.704,-23.377,
00:00:00:116,-0.048,0.449,0.879,9.704,15.869,-23.133,
00:00:00:133,-0.047,0.439,0.884,6.897,17.089,-22.767,
00:00:00:150,-0.046,0.437,0.882,4.882,10.07,-20.02,
00:00:00:166,-0.047,0.432,0.888,1.831,1.403,-18.799,
00:00:00:183,-0.056,0.442,0.89,0.305,-1.099,-19.165,
00:00:00:200,-0.058,0.443,0.886,4.882,6.469,-22.95,
00:00:00:216,-0.053,0.446,0.879,5.188,13.366,-25.391,
00:00:00:233,-0.044,0.447,0.877,4.516,16.479,-26.795,
00:00:00:250,-0.042,0.447,0.88,5.249,10.559,-24.964,
00:00:00:266,-0.047,0.444,0.88,6.408,4.028,-21.668,
00:00:00:283,-0.051,0.439,0.884,7.751,8.056,-22.95,
00:00:00:300,-0.049,0.437,0.878,5.676,11.047,-22.095,
00:00:00:316,-0.049,0.439,0.882,2.807,11.291,-24.109,
00:00:00:333,-0.043,0.442,0.881,1.77,8.361,-22.278,
00:00:00:350,-0.048,0.448,0.882,1.464,1.464,-21.729,
00:00:00:366,-0.051,0.45,0.882,7.324,8.606,-22.583,
00:00:00:383,-0.047,0.447,0.886,7.629,12.39,-22.034,
00:00:00:400,-0.044,0.445,0.88,7.812,13.305,-22.706,
00:00:00:416,-0.051,0.436,0.885,8.3,5.493,-18.555,
00:00:00:433,-0.05,0.436,0.884,4.089,5.004,-19.776,
00:00:00:450,-0.049,0.447,0.88,0.366,6.897,-21.119,
00:00:00:466,-0.048,0.453,0.876,6.713,7.995,-20.935,
00:00:00:483,-0.049,0.446,0.882,7.08,9.826,-19.837,
00:00:00:500,-0.049,0.442,0.882,7.08,12.451,-21.058,
00:00:00:516,-0.048,0.438,0.884,5.31,9.399,-21.668,
00:00:00:533,-0.05,0.441,0.883,7.019,8.483,-21.546,
00:00:00:550,-0.052,0.442,0.884,5.92,11.84,-24.414,
00:00:00:566,-0.051,0.446,0.88,6.774,12.817,-22.889,
00:00:00:583,-0.046,0.444,0.879,5.859,10.986,-23.011,
00:00:00:600,-0.045,0.446,0.883,5.249,6.897,-20.63,
00:00:00:616,-0.05,0.447,0.885,5.188,5.249,-21.424,
00:00:00:633,-0.054,0.445,0.883,6.713,8.789,-21.302,
00:00:00:650,-0.048,0.439,0.884,7.629,15.564,-22.522,
00:00:00:666,-0.045,0.436,0.885,5.798,9.826,-23.926,
00:00:00:683,-0.046,0.44,0.884,2.868,5.92,-21.119,
00:00:00:700,-0.049,0.448,0.884,5.92,2.563,-21.607,
00:00:00:716,-0.046,0.439,0.885,8.728,16.845,-24.537,
00:00:00:733,-0.045,0.437,0.881,4.943,13.732,-24.903,
00:00:00:750,-0.046,0.443,0.881,4.089,7.751,-23.438,
00:00:00:766,-0.048,0.446,0.882,8.483,8.789,-23.316,
00:00:00:783,-0.046,0.44,0.885,6.469,12.39,-21.668,
00:00:00:800,-0.045,0.437,0.885,5.615,10.864,-20.386,
00:00:00:816,-0.048,0.455,0.883,7.08,5.859,-23.743,
00:00:00:833,-0.046,0.448,0.884,12.939,12.573,-21.119,
00:00:00:850,-0.046,0.437,0.885,13.855,12.939,-21.729,
00:00:00:866,-0.044,0.435,0.88,11.291,5.981,-21.119,
00:00:00:883,-0.052,0.432,0.883,6.225,-0.55,-19.959,
00:00:00:900,-0.052,0.443,0.886,4.272,1.464,-19.104,
00:00:00:916,-0.051,0.445,0.886,3.54,8.056,-23.072,
00:00:00:933,-0.046,0.446,0.884,4.577,16.418,-22.767,
00:00:00:950,-0.044,0.443,0.882,5.798,13.061,-23.926,
00:00:00:966,-0.044,0.448,0.881,4.943,9.765,-22.339,
00:00:00:983,-0.047,0.443,0.88,7.324,8.3,-23.682,
00:00:01:0,-0.049,0.443,0.882,6.958,11.535,-19.471,
00:00:01:16,-0.049,0.447,0.884,6.53,13.855,-15.931,
00:00:01:33,-0.042,0.46,0.873,14.953,10.192,-18.189,
00:00:01:50,-0.043,0.415,0.888,13.671,-7.264,-26.917,
00:00:01:66,-0.021,0.454,0.872,7.446,-39.49,-15.137,
00:00:01:83,-0.08,0.43,0.885,15.686,-56.702,7.812,
00:00:01:100,-0.064,0.491,0.87,39.489,-18.799,-10.132,
00:00:01:116,-0.051,0.479,0.856,56.701,-21.851,-57.74,
00:00:01:133,-0.012,0.497,0.877,109.497,-96.802,-48.462,
