TIMECODE,ACC_X,ACC_Y,ACC_Z,GYR_X,GYR_Y,GYR_Z,TAG
00:00:00:0,-0.055,0.454,0.879,8.667,9.582,-19.471,
00:00:00:16,-0.052,0.446,0.881,13.61,9.704,-20.264,
00:00:00:33,-0.047,0.439,0.883,9.887,7.934,-21.912,
00:00:00:50,-0.048,0.446,0.882,5.31,8.3,-21.241,
00:00:00:66,-0.049,0.445,0.882,2.563,8.85,-22.644,
00:00:00:83,-0.052,0.449,0.881,5.737,8.789,-20.935,
00:00:00:100,-0.054,0.445,0.877,7.629,9.399,-23.072,
00:00:00:116,-0.056,0.443,0.882,8.239,6.713,-22.706,
00:00:00:133,-0.05,0.444,0.877,5.493,8.606,-22.034,
00:00:00:150,-0.051,0.447,0.885,7.446,8.117,-22.217,
00:00:00:166,-0.05,0.446,0.884,7.385,7.629,-21.363,
00:00:00:183,-0.052,0.445,0.879,4.15,7.507,-23.682,
00:00:00:200,-0.05,0.449,0.882,6.53,8.606,-20.752,
00:00:00:216,-0.051,0.445,0.874,5.249,6.897,-22.644,
00:00:00:233,-0.055,0.442,0.882,3.967,8.606,-22.278,
00:00:00:250,-0.056,0.445,0.877,2.38,8.117,-23.499,
00:00:00:266,-0.055,0.443,0.881,5.859,7.202,-23.987,
00:00:00:283,-0.052,0.446,0.881,5.127,10.009,-22.644,
00:00:00:300,-0.052,0.445,0.881,5.249,7.629,-22.889,
00:00:00:316,-0.049,0.451,0.879,5.554,8.178,-21.912,
00:00:00:333,-0.048,0.447,0.878,6.958,7.202,-22.461,
00:00:00:350,-0.049,0.446,0.881,6.897,9.033,-20.691,
00:00:00:366,-0.05,0.441,0.879,7.873,9.887,-21.851,
00:00:00:383,-0.052,0.444,0.883,3.845,8.3,-21.668,
00:00:00:400,-0.055,0.444,0.88,2.685,6.713,-22.767,
00:00:00:416,-0.051,0.447,0.88,3.967,8.239,-22.278,
00:00:00:433,-0.053,0.451,0.877,8.606,9.338,-21.851,
00:00:00:450,-0.053,0.442,0.88,6.225,7.873,-23.438,
00:00:00:466,-0.05,0.446,0.878,3.356,8.178,-21.912,
00:00:00:483,-0.051,0.447,0.876,3.54,6.591,-21.668,
00:00:00:500,-0.049,0.447,0.881,4.333,9.338,-21.363,
00:00:00:516,-0.05,0.444,0.883,6.652,8.056,-22.706,
00:00:00:533,-0.052,0.443,0.886,6.591,7.751,-22.034,
00:00:00:550,-0.05,0.443,0.883,2.502,8.667,-22.4,
00:00:00:566,-0.054,0.449,0.879,0.183,7.69,-21.302,
00:00:00:583,-0.052,0.452,0.876,2.807,8.3,-21.119,
00:00:00:600,-0.051,0.447,0.875,6.103,6.469,-22.95,
00:00:00:616,-0.05,0.447,0.881,5.737,8.544,-22.767,
00:00:00:633,-0.05,0.444,0.881,5.615,7.385,-22.4,
00:00:00:650,-0.052,0.447,0.884,5.737,8.789,-23.255,
00:00:00:666,-0.05,0.444,0.875,6.469,8.728,-21.485,
00:00:00:683,-0.051,0.445,0.88,6.53,8.422,-22.339,
00:00:00:700,-0.054,0.444,0.882,4.882,7.324,-22.034,
00:00:00:716,-0.055,0.447,0.878,3.234,8.728,-22.644,
00:00:00:733,-0.052,0.45,0.878,4.15,12.451,-21.546,
00:00:00:750,-0.051,0.45,0.88,4.699,8.239,-21.851,
00:00:00:766,-0.051,0.451,0.879,9.094,10.559,-21.851,
00:00:00:783,-0.05,0.441,0.88,9.46,7.08,-23.316,
00:00:00:800,-0.053,0.447,0.885,8.361,9.399,-21.119,
00:00:00:816,-0.05,0.44,0.88,7.995,9.094,-22.889,
00:00:00:833,-0.05,0.442,0.88,4.272,6.897,-22.644,
00:00:00:850,-0.054,0.449,0.879,-0.916,8.911,-23.804,
00:00:00:866,-0.055,0.449,0.877,-0.306,7.202,-23.255,
00:00:00:883,-0.057,0.453,0.88,2.807,10.315,-20.813,
00:00:00:900,-0.052,0.446,0.88,6.958,9.765,-22.644,
00:00:00:916,-0.048,0.443,0.884,5.554,10.498,-22.095,
00:00:00:933,-0.047,0.441,0.882,3.845,10.253,-22.644,
00:00:00:950,-0.05,0.446,0.886,5.065,10.07,-22.095,
00:00:00:966,-0.052,0.449,0.881,4.76,7.019,-22.095,
00:00:00:983,-0.053,0.453,0.875,7.019,8.239,-21.79,
00:00:01:0,-0.052,0.449,0.877,10.253,9.155,-20.508,
00:00:01:16,-0.052,0.443,0.88,6.652,8.178,-21.119,
00:00:01:33,-0.054,0.447,0.881,3.723,8.178,-21.241,
00:00:01:50,-0.054,0.447,0.88,4.15,8.85,-23.56,
00:00:01:66,-0.054,0.449,0.882,3.784,9.033,-22.4,
00:00:01:83,-0.055,0.45,0.874,6.652,11.291,-20.508,
00:00:01:100,-0.048,0.443,0.88,9.948,9.521,-22.4,
00:00:01:116,-0.049,0.447,0.883,3.479,7.934,-21.668,
