TIMECODE,ACC_X,ACC_Y,ACC_Z,GYR_X,GYR_Y,GYR_Z,TAG
00:00:00:0,0.177,-0.446,0.889,2.99,5.737,-23.072,
00:00:00:16,0.172,-0.443,0.887,7.385,4.333,-21.302,
00:00:00:33,0.177,-0.45,0.889,14.221,5.188,-22.4,
00:00:00:50,0.178,-0.458,0.885,11.474,8.239,-20.081,
00:00:00:66,0.178,-0.458,0.885,4.699,7.446,-20.508,
00:00:00:83,0.172,-0.452,0.89,6.53,6.591,-20.63,
00:00:00:100,0.169,-0.447,0.892,7.08,5.981,-20.874,
00:00:00:116,0.17,-0.451,0.89,10.131,6.347,-21.119,
00:00:00:133,0.172,-0.456,0.886,8.544,6.836,-20.508,
00:00:00:150,0.172,-0.45,0.891,3.356,7.263,-22.644,
00:00:00:166,0.169,-0.445,0.887,4.089,10.131,-22.217,
00:00:00:183,0.172,-0.45,0.89,7.751,9.521,-22.828,
00:00:00:200,0.175,-0.46,0.889,4.882,10.192,-21.119,
00:00:00:216,0.176,-0.456,0.885,1.953,10.498,-22.706,
00:00:00:233,0.179,-0.451,0.883,2.685,8.972,-22.217,
00:00:00:250,0.174,-0.449,0.883,8.972,5.92,-19.837,
00:00:00:266,0.173,-0.453,0.889,6.042,7.629,-21.302,
00:00:00:283,0.169,-0.451,0.885,4.028,7.629,-19.654,
00:00:00:300,0.175,-0.453,0.889,5.432,7.202,-21.241,
00:00:00:316,0.174,-0.453,0.888,2.807,8.239,-22.095,
00:00:00:333,0.175,-0.447,0.889,3.051,9.582,-22.339,
00:00:00:350,0.172,-0.448,0.889,6.164,10.315,-23.499,
00:00:00:366,0.172,-0.449,0.888,4.821,8.789,-23.316,
00:00:00:383,0.173,-0.456,0.89,7.934,9.094,-21.668,
00:00:00:400,0.175,-0.459,0.885,4.089,10.62,-21.79,
00:00:00:416,0.173,-0.454,0.887,3.967,8.483,-21.668,
00:00:00:433,0.174,-0.45,0.89,4.455,8.789,-19.837,
00:00:00:450,0.172,-0.447,0.888,5.554,7.263,-20.203,
00:00:00:466,0.174,-0.453,0.888,9.338,9.948,-20.203,
00:00:00:483,0.176,-0.456,0.889,5.31,11.901,-20.752,
00:00:00:500,0.176,-0.453,0.888,4.699,9.704,-20.752,
00:00:00:516,0.174,-0.449,0.885,3.112,8.667,-22.095,
00:00:00:533,0.174,-0.446,0.889,2.746,8.361,-21.729,
00:00:00:550,0.175,-0.448,0.886,9.033,8.667,-21.973,
00:00:00:566,0.173,-0.453,0.885,6.591,9.399,-20.386,
00:00:00:583,0.173,-0.461,0.887,5.737,12.939,-20.63,
00:00:00:600,0.173,-0.456,0.888,-3.235,13.183,-22.095,
00:00:00:616,0.174,-0.451,0.891,-4.944,12.39,-23.438,
00:00:00:633,0.171,-0.444,0.89,-4.151,13.916,-23.255,
00:00:00:650,0.174,-0.449,0.895,-2.015,12.085,-22.217,
