TIMECODE,ACC_X,ACC_Y,ACC_Z,GYR_X,GYR_Y,GYR_Z,TAG
00:00:00:0,0.125,-0.516,0.863,2.746,1.159,-25.818,
00:00:00:16,0.125,-0.508,0.872,-0.733,0.671,-23.865,
00:00:00:33,0.122,-0.504,0.874,3.845,5.188,-22.4,
00:00:00:50,0.12,-0.513,0.876,9.643,6.469,-17.518,
00:00:00:66,0.123,-0.522,0.865,-0.55,15.808,-15.137,
00:00:00:83,0.13,-0.52,0.865,-11.048,21.118,-14.954,
00:00:00:100,0.135,-0.504,0.867,-12.818,20.69,-15.198,
00:00:00:116,0.136,-0.491,0.869,-3.296,20.385,-15.931,
00:00:00:133,0.136,-0.5,0.869,12.634,14.709,-17.334,
00:00:00:150,0.14,-0.509,0.866,15.686,13.122,-16.724,
00:00:00:166,0.14,-0.517,0.863,13.427,12.329,-18.616,
00:00:00:183,0.137,-0.512,0.862,5.493,12.146,-20.935,
00:00:00:200,0.131,-0.502,0.865,8.178,11.169,-20.569,
00:00:00:216,0.13,-0.505,0.864,13.122,13.244,-18.311,
00:00:00:233,0.126,-0.52,0.868,8.422,16.845,-17.579,
00:00:00:250,0.129,-0.514,0.867,-0.184,21.301,-20.081,
00:00:00:266,0.135,-0.509,0.864,-6.653,23.193,-20.63,
00:00:00:283,0.141,-0.495,0.87,-1.404,19.714,-22.095,
00:00:00:300,0.145,-0.492,0.861,14.099,16.296,-22.644,
00:00:00:316,0.149,-0.498,0.863,29.968,9.948,-22.156,
00:00:00:333,0.15,-0.519,0.859,33.508,3.234,-26.185,
00:00:00:350,0.147,-0.527,0.856,21.362,-0.489,-28.138,
00:00:00:366,0.137,-0.513,0.857,9.521,-2.869,-29.419,
00:00:00:383,0.129,-0.511,0.866,13.61,-6.47,-26.917,
00:00:00:400,0.124,-0.519,0.862,7.995,-1.77,-22.889,
00:00:00:416,0.121,-0.516,0.86,2.685,2.746,-22.644,
00:00:00:433,0.126,-0.523,0.864,-7.691,6.897,-20.203,
00:00:00:450,0.134,-0.501,0.867,-12.635,8.972,-17.823,
00:00:00:466,0.131,-0.5,0.873,-4.578,6.591,-19.593,
00:00:00:483,0.135,-0.5,0.865,7.202,7.019,-19.104,
00:00:00:500,0.136,-0.512,0.866,11.23,4.333,-18.494,
00:00:00:516,0.137,-0.512,0.862,5.981,8.239,-20.142,
00:00:00:533,0.135,-0.501,0.861,9.277,4.699,-19.165,
00:00:00:550,0.132,-0.517,0.864,14.099,4.943,-20.874,
00:00:00:566,0.132,-0.512,0.865,8.606,4.394,-19.532,
00:00:00:583,0.128,-0.522,0.866,6.774,8.056,-18.86,
00:00:00:600,0.124,-0.512,0.864,-5.982,13.061,-16.663,
00:00:00:616,0.129,-0.506,0.867,-9.095,16.296,-17.151,
00:00:00:633,0.13,-0.5,0.876,-4.517,16.54,-15.87,
00:00:00:650,0.133,-0.498,0.868,4.943,16.113,-16.724,
00:00:00:666,0.138,-0.501,0.866,12.634,15.136,-17.151,
00:00:00:683,0.141,-0.511,0.857,14.831,13.855,-19.043,
00:00:00:700,0.146,-0.513,0.852,10.498,9.765,-20.752,
00:00:00:716,0.151,-0.511,0.854,8.667,1.525,-22.4,
00:00:00:733,0.141,-0.52,0.864,4.333,-1.16,-24.842,
00:00:00:750,0.139,-0.505,0.864,-0.611,-2.869,-27.283,
00:00:00:766,0.129,-0.508,0.868,2.99,-3.602,-27.039,
00:00:00:783,0.131,-0.504,0.868,4.028,-3.479,-24.781,
00:00:00:800,0.129,-0.507,0.867,7.934,-0.306,-23.926,
00:00:00:816,0.127,-0.509,0.868,7.507,-0.55,-22.217,
00:00:00:833,0.129,-0.506,0.867,7.69,3.051,-21.668,
00:00:00:850,0.128,-0.514,0.866,5.798,7.812,-20.813,
00:00:00:866,0.129,-0.511,0.868,3.173,8.056,-19.349,
00:00:00:883,0.132,-0.511,0.867,2.38,11.657,-20.935,
00:00:00:900,0.13,-0.506,0.867,3.54,11.657,-19.959,
00:00:00:916,0.131,-0.5,0.868,10.925,11.84,-19.104,
00:00:00:933,0.129,-0.503,0.869,21.118,11.596,-18.433,
00:00:00:950,0.13,-0.515,0.866,17.822,16.662,-18.006,
00:00:00:966,0.136,-0.52,0.859,9.277,16.967,-20.569,
00:00:00:983,0.135,-0.511,0.864,-1.16,17.15,-20.813,
00:00:01:0,0.136,-0.5,0.872,3.662,14.587,-20.508,
00:00:01:16,0.135,-0.501,0.866,15.075,10.253,-21.363,
00:00:01:33,0.139,-0.512,0.866,21.789,8.85,-18.86,
00:00:01:50,0.142,-0.522,0.857,18.127,7.507,-22.4,
00:00:01:66,0.141,-0.522,0.855,1.892,3.418,-23.072,
00:00:01:83,0.139,-0.505,0.856,0.366,1.037,-25.818,
00:00:01:100,0.136,-0.504,0.867,4.211,0,-26.062,
00:00:01:116,0.136,-0.505,0.868,11.169,-3.357,-26.673,
00:00:01:133,0.127,-0.515,0.864,8.85,-1.77,-26.001,
00:00:01:150,0.126,-0.516,0.868,7.507,3.173,-24.72,
00:00:01:166,0.127,-0.513,0.864,1.525,3.723,-28.016,
00:00:01:183,0.129,-0.507,0.865,4.882,6.286,-27.588,
00:00:01:200,0.132,-0.504,0.86,7.751,4.943,-29.847,
00:00:01:216,0.132,-0.502,0.868,14.404,3.723,-26.795,
00:00:01:233,0.126,-0.509,0.874,25.451,12.268,-22.461,
00:00:01:250,0.131,-0.524,0.866,23.681,15.869,-21.607,
00:00:01:266,0.138,-0.525,0.857,11.596,16.296,-21.241,
00:00:01:283,0.137,-0.518,0.862,3.295,15.014,-23.987,
00:00:01:300,0.135,-0.511,0.856,2.075,10.925,-27.039,
00:00:01:316,0.127,-0.506,0.864,8.3,9.399,-23.438,
00:00:01:333,0.131,-0.516,0.861,13.183,8.911,-20.569,
00:00:01:350,0.134,-0.525,0.862,10.07,8.911,-22.889,
00:00:01:366,0.136,-0.514,0.854,14.648,8.483,-21.668,
00:00:01:383,0.136,-0.511,0.861,0.244,5.615,-23.926,
00:00:01:400,0.135,-0.508,0.858,4.455,0.976,-27.832,
00:00:01:416,0.137,-0.505,0.865,10.376,-2.259,-30.701,
00:00:01:433,0.132,-0.508,0.864,19.043,-3.357,-28.504,
00:00:01:450,0.123,-0.514,0.872,19.043,-1.648,-24.72,
00:00:01:466,0.126,-0.528,0.87,16.113,4.333,-22.767,
00:00:01:483,0.122,-0.52,0.857,4.577,6.652,-20.569,
00:00:01:500,0.124,-0.517,0.859,1.525,10.925,-19.654,
00:00:01:516,0.123,-0.515,0.859,-3.785,11.718,-19.104,
00:00:01:533,0.128,-0.513,0.866,1.586,11.352,-18.921,
00:00:01:550,0.13,-0.513,0.857,0.549,11.535,-20.447,
00:00:01:566,0.131,-0.505,0.866,7.263,8.117,-18.494,
00:00:01:583,0.129,-0.516,0.861,7.629,8.972,-19.715,
00:00:01:600,0.129,-0.514,0.868,4.577,8.667,-18.738,
00:00:01:616,0.131,-0.519,0.865,0.244,9.338,-19.837,
00:00:01:633,0.125,-0.506,0.865,-1.282,11.413,-18.86,
00:00:01:650,0.13,-0.515,0.861,2.624,13.122,-19.104,
00:00:01:666,0.131,-0.514,0.859,2.746,11.901,-20.02,
00:00:01:683,0.13,-0.511,0.864,5.554,9.033,-22.034,
00:00:01:700,0.133,-0.513,0.862,4.089,8.361,-21.363,
00:00:01:716,0.13,-0.512,0.87,2.136,6.469,-20.142,
00:00:01:733,0.13,-0.515,0.863,2.685,8.483,-19.898,
00:00:01:750,0.131,-0.508,0.866,3.54,8.117,-21.363,
00:00:01:766,0.131,-0.509,0.865,9.338,8.239,-22.522,
00:00:01:783,0.131,-0.513,0.862,5.798,5.92,-21.302,
00:00:01:800,0.127,-0.513,0.863,7.324,6.713,-22.644,
00:00:01:816,0.127,-0.517,0.864,3.601,9.704,-21.912,
00:00:01:833,0.13,-0.511,0.868,2.258,10.925,-20.325,
00:00:01:850,0.129,-0.513,0.869,0.244,11.352,-18.006,
00:00:01:866,0.132,-0.512,0.859,0,9.521,-20.142,
00:00:01:883,0.135,-0.508,0.861,-1.099,10.07,-21.851,
00:00:01:900,0.133,-0.505,0.864,4.699,6.164,-20.325,
00:00:01:916,0.127,-0.511,0.867,6.652,6.469,-22.706,
00:00:01:933,0.13,-0.51,0.86,11.474,8.544,-22.767,
00:00:01:950,0.127,-0.518,0.866,8.056,7.568,-22.034,
00:00:01:966,0.132,-0.507,0.859,7.934,8.911,-21.424,
00:00:01:983,0.131,-0.516,0.863,-1.404,10.742,-18.372,
00:00:02:0,0.13,-0.51,0.862,-2.32,9.887,-21.058,
00:00:02:16,0.132,-0.504,0.867,0.061,9.094,-20.081,
00:00:02:33,0.129,-0.503,0.866,9.521,7.873,-19.227,
00:00:02:50,0.131,-0.519,0.863,10.803,8.667,-20.569,
00:00:02:66,0.129,-0.519,0.861,1.22,10.437,-21.79,
00:00:02:83,0.128,-0.512,0.866,-1.282,10.07,-20.386,
00:00:02:100,0.128,-0.503,0.863,2.075,10.986,-20.447,
00:00:02:116,0.134,-0.509,0.866,5.493,11.108,-20.997,
00:00:02:133,0.131,-0.509,0.868,3.845,11.352,-21.973,
00:00:02:150,0.125,-0.506,0.865,9.704,10.803,-20.386,
00:00:02:166,0.135,-0.505,0.864,10.681,13,-21.973,
00:00:02:183,0.139,-0.512,0.869,16.357,9.582,-23.072,
00:00:02:200,0.134,-0.512,0.866,14.892,8.911,-21.851,
00:00:02:216,0.131,-0.518,0.864,14.343,8.178,-22.4,
00:00:02:233,0.132,-0.517,0.861,8.178,8.3,-21.424,
00:00:02:250,0.13,-0.518,0.858,2.502,9.216,-19.776,
00:00:02:266,0.132,-0.512,0.865,0,7.812,-18.677,
00:00:02:283,0.132,-0.511,0.859,-0.489,7.202,-20.997,
00:00:02:300,0.132,-0.506,0.868,-0.123,7.812,-21.058,
00:00:02:316,0.132,-0.506,0.866,7.141,5.737,-21.668,
00:00:02:333,0.132,-0.509,0.864,6.53,6.225,-20.508,
00:00:02:350,0.136,-0.513,0.866,4.272,8.606,-22.156,
00:00:02:366,0.132,-0.512,0.865,2.075,5.554,-21.912,
00:00:02:383,0.128,-0.504,0.866,6.042,6.897,-22.644,
00:00:02:400,0.13,-0.518,0.867,5.493,6.897,-23.011,
00:00:02:416,0.124,-0.509,0.865,0.366,8.178,-20.874,
00:00:02:433,0.124,-0.515,0.865,1.037,10.62,-21.79,
00:00:02:450,0.131,-0.504,0.863,1.586,10.498,-19.288,
00:00:02:466,0.133,-0.507,0.863,6.652,8.544,-19.898,
00:00:02:483,0.135,-0.513,0.862,4.333,8.85,-20.386,
00:00:02:500,0.134,-0.511,0.867,3.662,8.117,-20.752,
00:00:02:516,0.131,-0.512,0.86,0.915,8.789,-21.851,
00:00:02:533,0.128,-0.505,0.866,3.173,9.521,-20.691,
00:00:02:550,0.13,-0.512,0.864,5.188,9.826,-21.79,
00:00:02:566,0.125,-0.508,0.867,5.798,8.056,-21.851,
00:00:02:583,0.131,-0.513,0.866,8.3,9.704,-20.264,
00:00:02:600,0.128,-0.513,0.866,5.31,9.155,-19.471,
00:00:02:616,0.131,-0.513,0.862,0.549,11.291,-21.607,
00:00:02:633,0.132,-0.504,0.864,-0.916,10.192,-20.02,
00:00:02:650,0.131,-0.504,0.867,5.92,9.155,-19.227,
00:00:02:666,0.134,-0.51,0.868,7.995,9.521,-20.935,
00:00:02:683,0.135,-0.508,0.864,9.216,7.751,-22.278,
00:00:02:700,0.132,-0.51,0.865,7.751,8.972,-22.767,
00:00:02:716,0.132,-0.503,0.866,8.117,7.69,-21.79,
00:00:02:733,0.129,-0.511,0.867,10.986,7.812,-21.729,
00:00:02:750,0.13,-0.511,0.865,9.399,11.779,-19.898,
00:00:02:766,0.133,-0.512,0.864,8.239,9.46,-20.935,
00:00:02:783,0.133,-0.513,0.861,4.821,8.178,-21.546,
00:00:02:800,0.132,-0.511,0.864,4.76,6.713,-21.485,
00:00:02:816,0.134,-0.503,0.867,5.737,6.652,-22.706,
00:00:02:833,0.13,-0.503,0.871,10.864,5.31,-20.813,
00:00:02:850,0.134,-0.51,0.864,12.695,6.53,-22.034,
00:00:02:866,0.132,-0.519,0.866,8.422,7.568,-19.776,
00:00:02:883,0.129,-0.519,0.866,3.112,9.277,-21.546,
00:00:02:900,0.127,-0.511,0.864,-0.489,9.826,-21.729,
00:00:02:916,0.13,-0.501,0.867,4.089,8.728,-20.02,
00:00:02:933,0.132,-0.505,0.864,7.202,8.117,-21.302,
00:00:02:950,0.137,-0.508,0.868,12.268,6.652,-20.935,
00:00:02:966,0.132,-0.512,0.87,11.108,7.69,-21.546,
00:00:02:983,0.127,-0.512,0.866,9.094,7.446,-20.997,
00:00:03:0,0.132,-0.514,0.863,7.019,7.995,-20.325,
00:00:03:16,0.131,-0.509,0.871,2.807,8.178,-21.363,
00:00:03:33,0.126,-0.508,0.87,4.821,11.291,-21.363,
00:00:03:50,0.133,-0.511,0.867,3.356,12.634,-20.142,
00:00:03:66,0.136,-0.509,0.869,0.671,12.146,-21.729,
00:00:03:83,0.133,-0.501,0.87,1.403,10.131,-21.302,
00:00:03:100,0.129,-0.5,0.866,8.3,10.07,-21.607,
00:00:03:116,0.135,-0.51,0.866,19.47,9.338,-23.011,
00:00:03:133,0.132,-0.514,0.859,17.211,5.249,-23.072,
00:00:03:150,0.13,-0.514,0.862,15.197,2.624,-24.231,
00:00:03:166,0.13,-0.522,0.862,9.033,8.361,-22.217,
00:00:03:183,0.125,-0.515,0.866,-2.015,7.934,-20.447,
00:00:03:200,0.133,-0.518,0.863,-9.339,12.512,-20.997,
00:00:03:216,0.135,-0.503,0.864,-11.231,10.925,-19.349,
00:00:03:233,0.137,-0.499,0.863,0.732,8.3,-21.18,
00:00:03:250,0.133,-0.503,0.867,8.361,3.356,-22.339,
00:00:03:266,0.134,-0.508,0.865,15.441,5.127,-21.973,
00:00:03:283,0.131,-0.516,0.867,10.009,4.028,-23.804,
00:00:03:300,0.131,-0.513,0.866,8.728,5.065,-22.339,
00:00:03:316,0.126,-0.515,0.866,5.737,7.812,-22.278,
00:00:03:333,0.123,-0.511,0.865,2.929,8.972,-20.02,
00:00:03:350,0.129,-0.52,0.863,-1.648,12.146,-21.485,
00:00:03:366,0.128,-0.507,0.861,-5.738,11.352,-18.982,
00:00:03:383,0.128,-0.499,0.869,0.244,11.596,-21.424,
00:00:03:400,0.135,-0.499,0.865,9.643,10.559,-20.386,
