TIMECODE,ACC_X,ACC_Y,ACC_Z,GYR_X,GYR_Y,GYR_Z,TAG
00:00:00:0,-0.195,-0.835,0.693,-387.635,134.704,13.305,
00:00:00:16,-0.221,-0.731,0.755,-476.319,150.085,-9.278,
00:00:00:33,-0.206,-0.623,0.732,-460.083,163.574,-38.147,
00:00:00:50,-0.188,-0.604,0.749,-386.841,149.78,-53.04,
00:00:00:66,-0.182,-0.67,0.765,-299.5,133.361,-67.505,
00:00:00:83,-0.171,-0.654,0.814,-304.871,111.328,7.446,
00:00:00:100,-0.178,-0.57,0.754,-184.144,116.516,17.578,
00:00:00:116,-0.167,-0.579,0.837,-111.817,105.407,15.869,
00:00:00:133,-0.161,-0.588,0.769,41.87,105.041,-10.132,
00:00:00:150,-0.133,-0.638,0.801,77.758,57.739,-72.51,
00:00:00:166,-0.158,-0.636,0.765,129.882,15.686,-33.631,
00:00:00:183,-0.162,-0.644,0.782,175.354,-14.161,-41.504,
00:00:00:200,-0.167,-0.661,0.77,216.003,-11.109,-36.316,
00:00:00:216,-0.163,-0.68,0.747,258.972,-24.598,-25.879,
00:00:00:233,-0.159,-0.707,0.732,255.249,-52.918,-20.508,
00:00:00:250,-0.163,-0.738,0.702,245.117,-70.191,-9.461,
00:00:00:266,-0.175,-0.751,0.693,215.881,-89.478,-5.494,
00:00:00:283,-0.195,-0.76,0.693,166.259,-88.135,-2.808,
00:00:00:300,-0.207,-0.773,0.695,86.669,-65.125,-14.039,
00:00:00:316,-0.206,-0.76,0.699,7.263,-44.312,-4.761,
00:00:00:333,-0.196,-0.741,0.716,-61.829,-20.874,-7.996,
00:00:00:350,-0.188,-0.709,0.72,-85.511,2.929,-7.447,
00:00:00:366,-0.181,-0.682,0.714,-68.909,10.192,-11.658,
00:00:00:383,-0.185,-0.68,0.72,-30.152,5.249,-25.208,
00:00:00:400,-0.193,-0.694,0.715,4.333,11.657,-38.269,
00:00:00:416,-0.198,-0.718,0.717,16.54,19.104,-40.223,
00:00:00:433,-0.193,-0.728,0.708,10.742,26.611,-38.88,
00:00:00:450,-0.191,-0.726,0.707,-2.564,34.179,-38.269,
00:00:00:466,-0.193,-0.721,0.708,-11.902,34.301,-39.795,
00:00:00:483,-0.19,-0.716,0.713,-16.297,39.306,-39.002,
00:00:00:500,-0.184,-0.716,0.715,-11.963,38.574,-37.537,
00:00:00:516,-0.178,-0.719,0.688,-6.653,37.475,-40.223,
00:00:00:533,-0.177,-0.721,0.715,-1.404,26.916,-41.199,
00:00:00:550,-0.192,-0.719,0.708,0.549,17.639,-30.03,
00:00:00:566,-0.184,-0.722,0.714,2.99,17.7,-20.142,
00:00:00:583,-0.177,-0.727,0.708,6.042,14.709,-22.522,
00:00:00:600,-0.179,-0.732,0.707,-4.09,8.239,-26.123,
00:00:00:616,-0.186,-0.733,0.709,-18.738,7.385,-29.725,
00:00:00:633,-0.189,-0.722,0.708,-30.152,5.31,-31.8,
00:00:00:650,-0.186,-0.709,0.715,-20.508,4.882,-27.588,
00:00:00:666,-0.187,-0.705,0.71,0.366,4.394,-33.997,
00:00:00:683,-0.189,-0.715,0.708,17.7,-0.611,-37.293,
00:00:00:700,-0.189,-0.725,0.714,23.254,0.183,-39.185,
00:00:00:716,-0.198,-0.718,0.692,23.559,4.333,-36.316,
00:00:00:733,-0.19,-0.735,0.698,-20.935,23.803,-30.945,
