TIMECODE,ACC_X,ACC_Y,ACC_Z,GYR_X,GYR_Y,GYR_Z,TAG
00:00:00:0,-0.037,-0.965,0.349,26.306,-1.099,-29.664,
00:00:00:16,-0.042,-0.965,0.351,27.648,-0.733,-25.696,
00:00:00:33,-0.039,-0.963,0.349,34.912,-1.038,-25.208,
00:00:00:50,-0.041,-0.973,0.343,30.7,-2.869,-23.255,
00:00:00:66,-0.041,-0.976,0.339,22.827,-1.709,-19.776,
00:00:00:83,-0.037,-0.973,0.339,12.512,4.455,-17.762,
00:00:00:100,-0.036,-0.972,0.341,8.667,3.479,-20.02,
00:00:00:116,-0.037,-0.973,0.345,1.831,2.136,-24.353,
00:00:00:133,-0.04,-0.969,0.349,1.22,4.028,-27.771,
00:00:00:150,-0.042,-0.965,0.348,1.648,3.051,-26.49,
00:00:00:166,-0.038,-0.964,0.347,10.62,2.502,-26.368,
00:00:00:183,-0.041,-0.968,0.344,16.906,0.976,-26.062,
00:00:00:200,-0.043,-0.97,0.341,0.854,-0.306,-23.682,
00:00:00:216,-0.043,-0.972,0.343,15.38,0.671,-18.799,
00:00:00:233,-0.04,-0.97,0.342,13.732,1.403,-16.602,
00:00:00:250,-0.038,-0.974,0.341,13.244,3.051,-16.297,
00:00:00:266,-0.041,-0.972,0.337,10.864,3.54,-19.715,
00:00:00:283,-0.043,-0.975,0.34,0.183,4.394,-18.982,
00:00:00:300,-0.041,-0.999,0.348,3.051,5.493,-20.569,
00:00:00:316,-0.041,-0.964,0.341,7.263,3.601,-22.156,
00:00:00:333,-0.042,-0.971,0.344,8.422,5.249,-20.813,
00:00:00:350,-0.041,-0.969,0.343,7.324,4.821,-19.288,
00:00:00:366,-0.039,-0.97,0.313,11.291,11.413,-19.471,
00:00:00:383,-0.04,-0.973,0.341,5.554,9.765,-19.043,
00:00:00:400,-0.038,-0.972,0.34,5.493,10.315,-17.762,
00:00:00:416,-0.041,-0.973,0.343,-0.977,8.483,-16.358,
00:00:00:433,-0.04,-0.972,0.342,-3.785,8.85,-14.405,
00:00:00:450,-0.037,-0.966,0.344,-0.428,8.972,-14.283,
00:00:00:466,-0.036,-0.969,0.344,3.418,9.216,-14.649,
00:00:00:483,-0.038,-0.972,0.342,7.873,11.718,-18.067,
00:00:00:500,-0.037,-0.968,0.343,10.986,12.146,-15.259,
00:00:00:516,-0.037,-0.978,0.341,10.62,13,-15.076,
00:00:00:533,-0.035,-0.971,0.344,10.62,14.404,-15.137,
00:00:00:550,-0.036,-0.965,0.349,14.77,13.427,-15.198,
00:00:00:566,-0.036,-0.967,0.343,20.507,13.61,-13.489,
00:00:00:583,-0.037,-0.975,0.343,21.484,12.085,-12.757,
00:00:00:600,-0.035,-0.969,0.337,21.545,10.498,-13.611,
00:00:00:616,-0.034,-0.969,0.339,25.39,10.498,-11.963,
00:00:00:633,-0.033,-0.974,0.34,28.808,13.549,-11.597,
00:00:00:650,-0.029,-0.977,0.333,22.338,13.916,-14.405,
00:00:00:666,-0.032,-0.981,0.334,13.305,8.911,-17.762,
00:00:00:683,-0.036,-0.972,0.336,6.53,9.277,-21.058,
00:00:00:700,-0.001,-0.967,0.345,6.652,8.972,-20.02,
00:00:00:716,-0.031,-0.972,0.339,8.728,5.615,-20.752,
00:00:00:733,-0.036,-0.969,0.338,15.319,8.3,-18.006,
00:00:00:750,-0.032,-0.968,0.34,19.165,9.399,-30.64,
00:00:00:766,-0.03,-0.973,0.334,17.334,6.164,-17.701,
00:00:00:783,-0.031,-0.981,0.335,15.38,6.53,-22.644,
00:00:00:800,-0.032,-0.973,0.333,6.591,6.103,-25.818,
00:00:00:816,-0.034,-0.978,0.335,2.441,4.455,-27.466,
00:00:00:833,-0.033,-0.97,0.339,4.394,5.065,-23.255,
00:00:00:850,-0.031,-0.973,0.338,0.854,5.493,-21.668,
00:00:00:866,-0.033,-0.97,0.334,3.173,2.624,-20.508,
00:00:00:883,-0.037,-0.973,0.329,-5.188,2.075,-15.809,
00:00:00:900,-0.032,-0.981,0.332,-14.649,5.859,-15.625,
00:00:00:916,-0.03,-0.975,0.336,-20.752,6.774,-19.654,
00:00:00:933,-0.033,-0.974,0.337,-27.039,3.723,-24.292,
00:00:00:950,-0.036,-0.973,0.342,-31.189,2.624,-24.414,
00:00:00:966,-0.033,-0.965,0.346,-29.053,5.615,-21.485,
00:00:00:983,-0.03,-0.967,0.345,-19.898,1.77,-19.776,
00:00:01:0,-0.031,-0.969,0.347,-14.405,3.662,-21.058,
00:00:01:16,-0.034,-0.968,0.348,-5.188,0.244,-20.02,
00:00:01:33,-0.036,-0.97,0.346,-4.578,-0.977,-19.165,
00:00:01:50,-0.037,-0.967,0.342,-2.137,0,-17.518,
00:00:01:66,-0.033,-0.971,0.35,-2.442,0.854,-16.053,
00:00:01:83,-0.033,-0.97,0.34,-3.907,0.183,-14.832,
00:00:01:100,-0.033,-0.969,0.344,-4.273,0.915,-11.17,
00:00:01:116,-0.027,-0.968,0.348,-10.865,-1.465,-12.818,
00:00:01:133,-0.029,-0.968,0.348,-8.484,-2.869,-17.518,
00:00:01:150,-0.03,-0.969,0.349,-7.813,-5.494,-22.156,
00:00:01:166,-0.032,-0.965,0.349,-0.245,-5.249,-24.964,
00:00:01:183,-0.032,-0.961,0.351,8.422,-7.142,-27.527,
00:00:01:200,-0.034,-0.968,0.35,16.54,-5.799,-28.321,
00:00:01:216,-0.035,-0.971,0.343,16.479,-6.958,-25.757,
00:00:01:233,-0.036,-0.967,0.348,9.521,-8.545,-22.034,
00:00:01:250,-0.035,-0.968,0.348,6.225,-5.494,-21.302,
00:00:01:266,-0.032,-0.974,0.35,5.859,-5.433,-22.095,
00:00:01:283,-0.034,-0.965,0.352,17.517,-3.052,-26.001,
00:00:01:300,-0.035,-0.967,0.348,18.737,-3.052,-26.49,
00:00:01:316,-0.037,-0.973,0.344,27.221,-3.724,-26.49,
00:00:01:333,-0.038,-0.974,0.349,24.047,-4.273,-25.574,
00:00:01:350,-0.04,-0.968,0.342,20.385,-3.846,-22.522,
00:00:01:366,-0.039,-0.98,0.332,3.112,-4.456,-18.189,
