TIMECODE,ACC_X,ACC_Y,ACC_Z,GYR_X,GYR_Y,GYR_Z,TAG
00:00:00:0,0.02,-0.32,0.998,-1.954,8.789,-35.889,
00:00:00:16,0.002,-0.363,0.97,8.3,26.733,-26.978,
00:00:00:33,0.001,-0.39,0.949,-13.977,34.668,-19.959,
00:00:00:50,0.02,-0.355,0.94,-44.8,46.875,-14.039,
00:00:00:66,0.03,-0.328,0.972,-57.435,48.889,-14.344,
00:00:00:83,0.026,-0.335,0.975,-54.932,47.18,-14.161,
00:00:00:100,0.019,-0.314,0.948,-42.542,41.87,-0.733,
00:00:00:116,0.017,-0.327,0.928,-25.147,19.104,9.338,
00:00:00:133,0.011,-0.327,0.987,-23.804,4.882,7.507,
00:00:00:150,-0.009,-0.342,1.018,-61.402,59.448,2.136,
00:00:00:166,0.019,-0.32,0.987,-59.693,84.35,9.948,
00:00:00:183,0.059,-0.301,0.94,-39.307,86.059,18.92,
00:00:00:200,0.07,-0.316,0.939,-18.25,63.659,22.399,
00:00:00:216,0.061,-0.335,0.941,-13.306,36.377,31.066,
00:00:00:233,0.05,-0.324,0.954,-17.334,25.085,39.856,
00:00:00:250,0.046,-0.309,0.956,-15.625,9.094,40.283,
00:00:00:266,0.032,-0.305,0.998,-22.706,12.939,33.813,
00:00:00:283,0.019,-0.31,0.994,-35.706,37.17,26.184,
00:00:00:300,0.041,-0.297,0.964,-22.156,48.645,27.954,
00:00:00:316,0.058,-0.3,0.943,-3.418,33.996,28.869,
00:00:00:333,0.06,-0.329,0.94,7.141,17.944,24.108,
00:00:00:350,0.052,-0.334,0.969,-12.635,13.855,16.357,
00:00:00:366,0.045,-0.321,0.984,-32.837,25.329,8.911,
00:00:00:383,0.047,-0.29,0.963,-36.377,31.25,8.3,
00:00:00:400,0.061,-0.276,0.967,-23.682,30.029,7.629,
00:00:00:416,0.065,-0.293,0.99,-13.733,38.818,-1.282,
00:00:00:433,0.059,-0.331,0.977,-8.789,51.757,-6.165,
00:00:00:450,0.073,-0.341,0.942,-11.658,52.246,-7.203,
00:00:00:466,0.072,-0.332,0.932,-23.438,31.433,-12.696,
