TIMECODE,ACC_X,ACC_Y,ACC_Z,GYR_X,GYR_Y,GYR_Z,TAG
00:00:00:0,-0.066,0.4,0.909,-20.203,-48.157,4.089,
00:00:00:16,-0.079,0.391,0.914,-30.579,-56.58,4.577,
00:00:00:33,-0.084,0.404,0.923,-45.289,-54.383,-0.367,
00:00:00:50,-0.086,0.42,0.923,-45.96,-52.796,-7.447,
00:00:00:66,-0.093,0.42,0.919,-46.326,-43.885,-15.748,
00:00:00:83,-0.09,0.422,0.921,-42.908,-32.898,-26.185,
00:00:00:100,-0.082,0.417,0.913,-46.998,-30.579,-32.837,
00:00:00:116,-0.077,0.416,0.907,-50.232,-36.805,-40.772,
00:00:00:133,-0.082,0.415,0.911,-48.829,-38.575,-44.007,
00:00:00:150,-0.086,0.409,0.916,-37.476,-39.185,-45.777,
00:00:00:166,-0.097,0.408,0.915,-44.19,-37.659,-30.091,
00:00:00:183,-0.101,0.409,0.954,-23.987,-18.25,-38.636,
00:00:00:200,-0.104,0.413,0.924,-15.015,14.831,-22.461,
00:00:00:216,-0.091,0.4,0.895,-14.161,23.62,-25.33,
00:00:00:233,-0.078,0.399,0.908,-19.41,11.169,-26.062,
00:00:00:250,-0.085,0.416,0.925,-24.414,1.77,-21.302,
00:00:00:266,-0.095,0.422,0.924,-13.611,15.075,-21.973,
00:00:00:283,-0.096,0.422,0.903,-8.301,29.174,-24.231,
00:00:00:300,-0.085,0.407,0.906,-6.653,25.756,-27.527,
00:00:00:316,-0.09,0.415,0.927,-4.639,10.742,-21.424,
00:00:00:333,-0.1,0.422,0.915,-0.672,21.484,-26.49,
00:00:00:350,-0.092,0.41,0.901,-5.066,29.663,-37.11,
00:00:00:366,-0.079,0.415,0.9,-18.372,17.334,-42.176,
00:00:00:383,-0.079,0.424,0.924,-9.766,1.464,-48.584,
00:00:00:400,-0.091,0.423,0.915,-6.165,8.178,-48.768,
00:00:00:416,-0.093,0.415,0.908,-4.517,9.887,-58.411,
00:00:00:433,-0.087,0.406,0.922,-3.907,13.183,-60.608,
00:00:00:450,-0.09,0.403,0.916,-7.325,10.986,-55.115,
00:00:00:466,-0.091,0.406,0.915,-6.714,14.282,-55.787,
00:00:00:483,-0.086,0.402,0.914,-9.4,17.334,-56.214,
