TIMECODE,ACC_X,ACC_Y,ACC_Z,GYR_X,GYR_Y,GYR_Z,TAG
00:00:00:0,-0.024,-0.464,0.901,-13.611,-5.921,-30.335,
00:00:00:16,-0.022,-0.465,0.903,-9.156,-7.752,-26.551,
00:00:00:33,-0.028,-0.468,0.907,-8.362,-16.114,-26.001,
00:00:00:50,-0.061,-0.471,0.911,-10.01,-12.879,-26.062,
00:00:00:66,-0.029,-0.473,0.913,-10.498,-4.7,-27.1,
00:00:00:83,-0.03,-0.469,0.906,-12.574,3.54,-22.217,
00:00:00:100,-0.028,-0.465,0.911,-10.132,-2.32,-24.659,
00:00:00:116,-0.028,-0.469,0.904,-11.719,1.22,-24.903,
00:00:00:133,-0.025,-0.466,0.907,-11.048,3.479,-25.818,
00:00:00:150,-0.024,-0.468,0.908,-8.545,-3.846,-30.396,
00:00:00:166,-0.036,-0.475,0.907,-9.461,-2.198,-31.128,
00:00:00:183,-0.036,-0.473,0.905,-9.644,-1.831,-24.659,
00:00:00:200,-0.027,-0.475,0.906,-11.78,2.807,-24.842,
00:00:00:216,-0.031,-0.466,0.909,-12.879,-1.893,-26.673,
00:00:00:233,-0.036,-0.461,0.908,-9.339,-1.893,-27.344,
00:00:00:250,-0.029,-0.467,0.907,0.427,3.234,-23.377,
00:00:00:266,-0.031,-0.474,0.911,1.281,-3.968,-27.039,
00:00:00:283,-0.039,-0.475,0.912,0.671,6.591,-26.49,
00:00:00:300,-0.036,-0.467,0.904,4.821,8.239,-22.889,
00:00:00:316,-0.03,-0.477,0.908,8.178,9.094,-21.973,
00:00:00:333,-0.033,-0.478,0.9,6.958,9.521,-20.691,
00:00:00:350,-0.034,-0.479,0.909,1.22,14.099,-24.537,
00:00:00:366,-0.039,-0.48,0.907,4.272,12.146,-24.17,
00:00:00:383,-0.039,-0.469,0.911,7.08,12.695,-18.189,
00:00:00:400,-0.038,-0.468,0.909,15.38,21.362,-17.151,
00:00:00:416,-0.034,-0.479,0.909,21.667,36.56,-12.513,
00:00:00:433,-0.032,-0.485,0.908,18.371,45.837,-13.916,
00:00:00:450,-0.031,-0.479,0.906,15.075,55.542,-11.78,
00:00:00:466,-0.032,-0.483,0.914,14.587,69.946,-9.4,
00:00:00:483,-0.03,-0.485,0.915,9.582,91.064,-10.804,
00:00:00:500,-0.021,-0.485,0.906,2.746,110.107,-13.855,
00:00:00:516,-0.019,-0.489,0.912,-0.611,126.953,-16.907,
00:00:00:533,-0.027,-0.486,0.911,-11.292,141.357,-20.935,
00:00:00:550,-0.021,-0.48,0.909,-14.527,165.466,-20.569,
00:00:00:566,-0.01,-0.482,0.9,-18.616,179.382,-24.537,
00:00:00:583,-0.004,-0.476,0.904,-33.143,190.734,-33.02,
00:00:00:600,0.003,-0.464,0.918,-49.805,213.379,-46.875,
00:00:00:616,0.011,-0.463,0.912,-57.557,240.722,-60.547,
00:00:00:633,0.03,-0.465,0.899,-49.927,249.511,-65.064,
00:00:00:650,0.061,-0.475,0.868,-33.692,233.703,-65.796,
00:00:00:666,0.089,-0.486,0.847,-25.879,167.663,-66.102,
00:00:00:683,0.098,-0.496,0.854,-30.091,93.2,-70.435,
00:00:00:700,0.053,-0.515,0.875,-44.678,37.109,-67.566,
00:00:00:716,-0.007,-0.527,0.913,-71.473,21.728,-64.576,
00:00:00:733,-0.033,-0.513,0.923,-85.694,51.818,-36.622,
00:00:00:750,0.005,-0.496,0.905,-87.159,96.557,-10.804,
00:00:00:766,0.132,-0.437,0.872,-40.772,-23.926,21.911,
00:00:00:783,0.145,-0.419,0.868,-7.508,-82.703,21.972,
00:00:00:800,0.134,-0.434,0.87,46.752,-162.415,8.483,
00:00:00:816,0.077,-0.5,0.89,46.203,-229.187,-2.93,
00:00:00:833,0,-0.48,0.902,26.55,-250.061,-0.061,
00:00:00:850,-0.037,-0.464,0.914,22.949,-219.178,-0.061,
00:00:00:866,-0.044,-0.467,0.935,32.287,-185.242,0,
00:00:00:883,0.01,-0.462,0.909,39.489,-115.845,-3.174,
