TIMECODE,ACC_X,ACC_Y,ACC_Z,GYR_X,GYR_Y,GYR_Z,ECG_I,ECG_II,ECG_III,TAG
,0.119,0.297,0.925,-55.481,-5.921,-42.603,0,0,0,
,0.122,0.301,0.929,-58.96,-16.419,-41.748,0,0,0,
,0.114,0.316,0.963,-31.128,-18.25,-39.246,0,0,0,
,0.106,0.306,0.963,-24.903,-9.766,-33.631,0,0,0,
,0.105,0.295,0.944,-30.64,-13.428,-32.471,0,0,0,
,0.107,0.297,0.932,-43.702,-12.513,-34.729,0,0,0,
,0.112,0.307,0.94,-56.946,-13.794,-38.086,0,0,0,
,0.111,0.316,0.943,-52.613,-20.325,-38.331,0,0,0,
,0.107,0.317,0.956,-41.321,-17.518,-40.711,0,0,0,
,0.103,0.312,0.936,-47.486,-20.874,-42.115,0,0,0,
,0.104,0.307,0.915,-61.28,-28.809,-41.687,0,0,0,
,0.104,0.315,0.954,-55.237,-36.438,-40.345,0,0,0,
,0.096,0.325,0.995,-24.72,-13.001,-32.593,0,0,0,
,0.087,0.304,0.971,-14.222,4.15,-29.786,0,0,0,
,0.091,0.289,0.949,-26.123,17.578,-34.729,0,0,0,
,0.101,0.342,0.931,-53.589,18.615,-34.974,0,0,0,
,0.109,0.331,0.936,-49.378,10.253,-33.081,0,0,0,
,0.109,0.333,0.937,-33.143,2.197,-29.908,0,0,0,
,0.105,0.317,0.942,-14.771,-0.367,-27.283,0,0,0,
,0.101,0.31,0.956,-11.109,6.408,-30.152,0,0,0,
,0.098,0.311,0.943,-26.734,7.934,-30.518,0,0,0,
,0.094,0.315,0.945,-35.462,15.38,-34.302,0,0,0,
,0.093,0.33,0.938,-41.321,17.456,-32.776,0,0,0,
,0.105,0.329,0.946,-22.034,20.629,-29.847,0,0,0,
,0.104,0.317,0.955,-4.822,20.813,-27.1,0,0,0,
,0.107,0.305,0.947,-4.578,28.259,-27.71,0,0,0,
,0.105,0.311,0.935,-20.874,21.118,-31.434,0,0,0,
,0.108,0.33,0.933,-28.077,14.282,-16.053,0,0,0,
,0.108,0.331,0.94,-16.053,3.784,-28.992,0,0,0,
,0.101,0.323,0.943,-5.494,9.643,-30.213,0,0,0,
,0.104,0.314,0.953,-10.437,11.047,-31.556,0,0,0,
,0.101,0.319,0.951,-18.433,23.254,-38.453,0,0,0,
,0.107,0.325,0.94,-28.443,24.047,-42.054,0,0,0,
,0.107,0.323,0.932,-19.593,16.174,-38.819,0,0,0,
,0.104,0.319,0.948,-10.132,11.474,-34.546,0,0,0,
,0.109,0.309,0.937,-15.32,8.178,-31.373,0,0,0,
,0.108,0.307,0.955,-13.672,7.568,-27.527,0,0,0,
,0.102,0.318,0.938,-23.743,7.141,-24.537,0,0,0,
,0.105,0.319,0.927,-29.48,4.15,-25.696,0,0,0,
,0.11,0.331,0.94,-23.865,-1.648,-25.635,0,0,0,
,0.107,0.327,0.943,-18.006,-4.09,-23.865,0,0,0,
,0.104,0.317,0.947,-14.344,-5.799,-23.499,0,0,0,
,0.1,0.312,0.951,-19.043,-2.991,-24.598,0,0,0,
,0.101,0.318,0.938,-25.94,-2.32,-25.757,0,0,0,
,0.104,0.322,0.949,-27.771,-2.076,-28.016,0,0,0,
,0.102,0.328,0.946,-21.79,1.098,-25.818,0,0,0,
,0.102,0.321,0.947,-16.846,2.563,-26.734,0,0,0,
,0.101,0.319,0.936,-23.804,-0.245,-27.71,0,0,0,
,0.105,0.323,0.933,-29.419,-4.944,-27.955,0,0,0,
,0.105,0.322,0.934,-34.119,-15.931,-28.443,0,0,0,
,0.102,0.326,0.933,-32.471,-19.532,-29.297,0,0,0,
,0.102,0.326,0.938,-29.847,-20.264,-27.955,0,0,0,
,0.097,0.324,0.962,-21.546,-19.532,-26.49,0,0,0,
,0.09,0.322,0.96,-19.471,-4.029,-25.452,0,0,0,
,0.099,0.324,0.936,-28.931,-0.733,-29.236,0,0,0,
,0.1,0.335,0.906,-33.692,-4.395,-26.856,0,0,0,
,0.098,0.329,0.93,-32.227,-12.146,-28.687,0,0,0,
,0.093,0.338,0.96,-22.095,-6.348,-28.016,0,0,0,
,0.087,0.336,0.954,-11.17,9.765,-25.086,0,0,0,
,0.089,0.316,0.937,-10.987,8.85,-29.358,0,0,0,
,0.098,0.313,0.933,-28.626,3.784,-27.955,0,0,0,
,0.1,0.33,0.936,-29.358,-2.015,-26.368,0,0,0,
,0.1,0.329,0.937,-25.269,-7.264,-26.978,0,0,0,
,0.092,0.335,0.948,-21.424,-6.043,-27.222,0,0,0,
,0.089,0.33,0.951,-14.649,0.183,-26.49,0,0,0,
,0.085,0.328,0.944,-20.508,9.216,-29.175,0,0,0,
,0.091,0.33,0.938,-20.569,11.291,-30.518,0,0,0,
,0.096,0.328,0.933,-24.048,2.624,-29.358,0,0,0,
,0.095,0.334,0.943,-23.865,-2.076,-29.847,0,0,0,
,0.094,0.329,0.94,-25.696,-1.954,-32.227,0,0,0,
,0.088,0.331,0.95,-21.851,-2.076,-34.485,0,0,0,
,0.091,0.33,0.938,-26.429,0.061,-33.753,0,0,0,
,0.092,0.333,0.936,-30.518,-3.907,-37.659,0,0,0,
,0.094,0.337,0.935,-30.579,-8.24,-36.683,0,0,0,
,0.091,0.331,0.936,-29.786,-18.738,-34.974,0,0,0,
,0.09,0.331,0.952,-22.034,-17.701,-33.509,0,0,0,
,0.083,0.328,0.945,-23.499,-11.658,-34.363,0,0,0,
,0.085,0.327,0.931,-30.701,-12.818,-34.913,0,0,0,
,0.087,0.332,0.931,-35.828,-20.02,-32.654,0,0,0,
,0.088,0.334,0.934,-33.997,-25.513,-33.753,0,0,0,
,0.09,0.334,0.943,-30.762,-27.344,-31.861,0,0,0,
,0.081,0.338,0.965,-23.804,-19.043,-32.532,0,0,0,
,0.072,0.337,0.956,-21.607,-0.977,-33.387,0,0,0,
,0.072,0.335,0.936,-23.377,6.53,-35.218,0,0,0,
,0.075,0.332,0.938,-23.011,7.69,-34.241,0,0,0,
,0.082,0.333,0.948,-20.935,13.305,-32.776,0,0,0,
,0.079,0.332,0.942,-22.889,18.249,-29.847,0,0,0,
,0.087,0.333,0.929,-24.048,12.329,-28.199,0,0,0,
,0.088,0.335,0.938,-27.955,10.009,-27.71,0,0,0,
,0.082,0.34,0.945,-25.757,7.446,-27.771,0,0,0,
,0.078,0.341,0.957,-16.236,19.653,-27.649,0,0,0,
,0.076,0.341,0.937,-19.715,25.085,-29.114,0,0,0,
,0.089,0.334,0.929,-18.982,23.925,-29.847,0,0,0,
,0.093,0.338,0.931,-23.011,10.009,-27.771,0,0,0,
,0.092,0.334,0.932,-19.288,-3.235,-25.025,0,0,0,
,0.089,0.325,0.935,-18.433,-6.287,-21.607,0,0,0,
,0.079,0.344,0.937,-17.029,-8.912,-18.555,0,0,0,
,0.068,0.339,0.944,-19.227,-9.705,-22.767,0,0,0,
