TIMECODE,ACC_X,ACC_Y,ACC_Z,GYR_X,GYR_Y,GYR_Z,TAG
00:00:00:0,-0.098,0.966,0.168,-35.34,-4.639,-25.269,
00:00:00:16,-0.098,0.967,0.164,-29.725,-2.32,-26.612,
00:00:00:33,-0.098,0.965,0.167,-16.907,-1.465,-26.856,
00:00:00:50,-0.102,0.962,0.166,-13.001,-4.517,-25.94,
00:00:00:66,-0.1,0.963,0.17,-11.78,-2.869,-25.086,
00:00:00:83,-0.098,0.961,0.172,-12.146,-6.226,-20.63,
00:00:00:100,-0.098,0.965,0.172,-15.076,-6.897,-24.292,
00:00:00:116,-0.094,0.959,0.174,-20.386,-4.151,-31.8,
00:00:00:133,-0.107,0.956,0.174,-23.987,-5.494,-33.936,
00:00:00:150,-0.103,0.962,0.175,-22.706,-0.672,-28.565,
00:00:00:166,-0.1,0.966,0.17,-21.851,0.061,-31.678,
00:00:00:183,-0.107,0.964,0.169,-18.738,-14.588,-28.626,
00:00:00:200,-0.106,0.968,0.171,-22.217,-0.306,-21.119,
00:00:00:216,-0.107,0.964,0.169,-25.33,7.873,-28.321,
00:00:00:233,-0.115,0.97,0.168,-21.119,10.986,-25.94,
00:00:00:250,-0.11,0.975,0.167,-15.32,16.479,-29.664,
00:00:00:266,-0.105,0.963,0.169,6.286,27.893,-43.091,
00:00:00:283,-0.104,0.968,0.172,4.882,25.634,-42.603,
00:00:00:300,-0.102,0.966,0.17,0.854,23.681,-40.467,
00:00:00:316,-0.097,0.961,0.174,-2.564,24.353,-40.65,
00:00:00:333,-0.098,0.963,0.17,-14.893,18.371,-33.997,
00:00:00:350,-0.094,0.967,0.173,-16.236,9.216,-24.598,
00:00:00:366,-0.099,0.966,0.18,-18.677,2.014,-20.203,
00:00:00:383,-0.104,0.958,0.173,-28.321,1.953,-20.02,
00:00:00:400,-0.103,0.963,0.171,-31.128,3.784,-17.884,
00:00:00:416,-0.104,0.968,0.169,-29.725,4.333,-22.706,
00:00:00:433,-0.103,0.967,0.162,-25.574,4.76,-28.748,
00:00:00:450,-0.103,0.97,0.165,-17.395,6.652,-29.969,
00:00:00:466,-0.1,0.967,0.167,-12.452,8.483,-31.434,
00:00:00:483,-0.105,0.937,0.17,-5.982,8.606,-27.71,
00:00:00:500,-0.105,0.962,0.173,-4.273,8.606,-28.26,
00:00:00:516,-0.108,0.96,0.169,-10.743,10.62,-29.847,
00:00:00:533,-0.104,0.963,0.172,-23.255,5.31,-33.326,
00:00:00:550,-0.098,0.97,0.171,-24.231,6.347,-31.373,
00:00:00:566,-0.102,0.968,0.165,-19.043,8.056,-28.931,
00:00:00:583,-0.101,0.968,0.171,-14.344,6.53,-29.48,
00:00:00:600,-0.102,0.966,0.168,-12.207,5.127,-26.551,
00:00:00:616,-0.104,0.964,0.169,-10.437,0.122,-23.133,
00:00:00:633,-0.102,0.964,0.171,-11.536,-0.916,-20.997,
00:00:00:650,-0.103,0.962,0.169,-15.809,0.915,-21.363,
00:00:00:666,-0.103,0.963,0.171,-18.799,-0.245,-20.935,
00:00:00:683,-0.109,0.961,0.173,-17.334,6.774,-31.495,
00:00:00:700,-0.106,0.964,0.167,-17.212,1.586,-35.645,
00:00:00:716,-0.103,0.967,0.171,-22.034,-2.076,-33.143,
00:00:00:733,-0.105,0.967,0.169,-16.785,2.868,-26.673,
00:00:00:750,-0.107,0.961,0.172,-14.283,4.699,-29.48,
00:00:00:766,-0.109,0.959,0.167,-18.799,6.469,-31.434,
00:00:00:783,-0.103,0.962,0.167,-20.264,7.751,-34.79,
00:00:00:800,-0.104,0.973,0.166,-16.663,11.23,-32.837,
00:00:00:816,-0.105,0.967,0.165,-8.362,10.803,-30.152,
00:00:00:833,-0.103,0.967,0.17,-8.667,12.39,-28.565,
00:00:00:850,-0.107,0.962,0.172,-12.757,7.934,-27.039,
00:00:00:866,-0.104,0.965,0.167,-15.931,11.474,-29.419,
00:00:00:883,-0.104,0.966,0.168,-19.593,9.094,-28.26,
00:00:00:900,-0.103,0.965,0.169,-14.1,12.451,-30.518,
00:00:00:916,-0.106,0.97,0.169,-14.283,12.268,-24.842,
00:00:00:933,-0.11,0.961,0.168,-13.733,10.559,-23.987,
00:00:00:950,-0.108,0.968,0.169,-15.259,11.901,-24.353,
00:00:00:966,-0.106,0.963,0.169,-10.376,11.84,-26.978,
00:00:00:983,-0.102,0.966,0.163,-4.09,18.127,-28.016,
00:00:01:0,-0.103,0.968,0.171,-0.489,16.723,-29.541,
00:00:01:16,-0.105,0.961,0.172,5.31,15.625,-29.358,
00:00:01:33,-0.103,0.958,0.177,3.906,17.211,-29.664,
00:00:01:50,-0.103,0.961,0.175,-5.738,14.587,-32.349,
00:00:01:66,-0.105,0.966,0.179,-10.804,8.178,-31.922,
00:00:01:83,-0.102,0.967,0.178,-14.283,7.629,-32.288,
00:00:01:100,-0.101,0.957,0.178,-20.081,2.563,-32.349,
00:00:01:116,-0.105,0.962,0.177,-23.194,6.408,-27.71,
00:00:01:133,-0.106,0.966,0.172,-23.682,1.77,-27.771,
00:00:01:150,-0.107,0.967,0.175,-20.447,3.662,-24.903,
00:00:01:166,-0.108,0.966,0.173,-20.386,5.127,-29.664,
00:00:01:183,-0.11,0.961,0.177,-17.518,7.873,-33.02,
00:00:01:200,-0.107,0.967,0.169,-16.968,8.728,-33.692,
00:00:01:216,-0.107,0.964,0.171,-13.306,11.657,-35.584,
00:00:01:233,-0.107,0.966,0.169,-14.466,10.986,-37.598,
00:00:01:250,-0.106,0.964,0.174,-15.625,10.681,-39.551,
00:00:01:266,-0.108,0.963,0.172,-16.724,13.183,-41.077,
00:00:01:283,-0.103,0.967,0.174,-13.123,14.221,-40.467,
