TIMECODE,ACC_X,ACC_Y,ACC_Z,GYR_X,GYR_Y,GYR_Z,TAG
00:00:00:0,-0.037,-0.97,0.278,-22.828,18.737,-24.292,
00:00:00:16,-0.045,-0.966,0.282,-19.532,23.193,-31.434,
00:00:00:33,-0.048,-0.957,0.29,-19.776,33.447,-32.898,
00:00:00:50,-0.047,-0.966,0.286,-7.386,41.687,-40.406,
00:00:00:66,-0.041,-0.994,0.285,13.916,41.687,-55.848,
00:00:00:83,-0.025,-1.003,0.303,7.324,28.32,-61.036,
00:00:00:100,-0.081,-0.963,0.269,-35.828,30.09,-51.758,
00:00:00:116,-0.027,-0.985,0.263,18.798,5.127,-88.257,
00:00:00:133,-0.035,-1.002,0.264,32.043,-10.743,-74.891,
00:00:00:150,-0.056,-0.991,0.269,4.455,-18.433,-82.642,
00:00:00:166,-0.057,-0.985,0.262,-20.813,-27.955,-80.262,
00:00:00:183,-0.041,-0.995,0.219,-64.026,-38.453,-72.327,
00:00:00:200,-0.045,-0.981,0.254,-122.193,-37.72,-41.81,
00:00:00:216,-0.039,-0.962,0.276,-129.639,-38.086,-19.715,
00:00:00:233,-0.03,-0.965,0.293,-115.235,-40.467,-11.109,
00:00:00:250,-0.02,-0.977,0.293,-123.841,-46.082,-1.099,
00:00:00:266,-0.022,-0.971,0.294,-147.278,-56.641,9.887,
00:00:00:283,-0.019,-0.952,0.313,-142.09,-69.947,24.231,
00:00:00:300,-0.016,-0.951,0.351,-83.985,-57.129,20.935,
00:00:00:316,-0.008,-0.955,0.306,53.283,-30.884,-20.997,
00:00:00:333,-0.032,-1.014,0.29,-21.18,-26.856,-31.861,
00:00:00:350,-0.04,-0.986,0.304,-101.624,-21.973,-22.278,
00:00:00:366,-0.03,-0.941,0.338,-70.984,-21.912,-21.912,
00:00:00:383,-0.039,-0.943,0.352,-19.959,-15.87,-36.622,
00:00:00:400,-0.053,-0.944,0.328,35.339,-6.348,-36.194,
00:00:00:416,-0.039,-0.956,0.316,68.969,-7.081,-37.781,
00:00:00:433,-0.041,-0.972,0.297,85.144,-5.127,-33.448,
00:00:00:450,-0.035,-0.981,0.284,84.533,-1.831,-31.861,
