TIMECODE,ACC_X,ACC_Y,ACC_Z,GYR_X,GYR_Y,GYR_Z,TAG
00:00:00:0,-0.299,0.541,0.805,-85.267,55.297,12.512,
00:00:00:16,-0.311,0.547,0.786,-75.074,47.546,5.127,
00:00:00:33,-0.322,0.565,0.77,-54.566,33.813,-7.019,
00:00:00:50,-0.332,0.557,0.775,-35.584,10.62,-25.147,
00:00:00:66,-0.329,0.555,0.775,-33.814,5.981,-44.434,
00:00:00:83,-0.306,0.567,0.781,-36.255,6.53,-59.754,
00:00:00:100,-0.297,0.577,0.777,-25.757,9.582,-60.73,
00:00:00:116,-0.304,0.577,0.765,-3.907,11.962,-46.326,
00:00:00:133,-0.323,0.564,0.77,18.188,11.779,-35.035,
00:00:00:150,-0.325,0.566,0.775,35.461,12.39,-35.767,
00:00:00:166,-0.316,0.565,0.785,55.603,13.427,-50.477,
00:00:00:183,-0.308,0.551,0.794,64.758,10.437,-67.261,
00:00:00:200,-0.303,0.548,0.777,75.744,4.455,-79.163,
00:00:00:216,-0.298,0.532,0.784,58.044,-5.249,-76.661,
00:00:00:233,-0.299,0.519,0.8,31.372,-9.4,-74.646,
00:00:00:250,-0.295,0.528,0.804,12.146,-9.522,-67.872,
00:00:00:266,-0.293,0.527,0.799,-7.508,-11.353,-68.055,
00:00:00:283,-0.301,0.524,0.794,-17.701,-21.546,-56.641,
00:00:00:300,-0.31,0.531,0.791,-27.222,-27.894,-47.364,
00:00:00:316,-0.309,0.538,0.794,-38.392,-26.123,-50.965,
00:00:00:333,-0.311,0.54,0.796,-40.223,-22.767,-61.524,
00:00:00:350,-0.305,0.548,0.799,-19.288,-7.508,-52.369,
00:00:00:366,-0.302,0.544,0.789,-28.077,-4.517,-53.406,
00:00:00:383,-0.308,0.548,0.781,-29.358,-2.808,-45.105,
00:00:00:400,-0.315,0.546,0.783,-26.307,1.464,-37.964,
00:00:00:416,-0.318,0.554,0.786,-21.18,2.38,-37.781,
00:00:00:433,-0.31,0.549,0.792,-7.142,6.774,-42.786,
00:00:00:450,-0.307,0.541,0.79,-4.212,7.446,-41.382,
00:00:00:466,-0.308,0.54,0.787,-11.719,6.897,-41.871,
00:00:00:483,-0.308,0.542,0.795,-20.02,4.272,-43.519,
00:00:00:500,-0.304,0.542,0.794,-28.199,6.774,-47.73,
00:00:00:516,-0.295,0.547,0.791,-39.49,0.61,-53.894,
00:00:00:533,-0.297,0.545,0.786,-38.392,0.915,-49.256,
00:00:00:550,-0.305,0.545,0.775,-43.824,-6.897,-40.345,
00:00:00:566,-0.313,0.55,0.778,-43.58,-14.649,-32.41,
00:00:00:583,-0.314,0.553,0.783,-34.363,-13.855,-31.373,
00:00:00:600,-0.313,0.562,0.787,-18.677,-9.034,-33.081,
00:00:00:616,-0.304,0.557,0.784,-10.621,0.122,-35.462,
00:00:00:633,-0.307,0.554,0.784,-4.456,4.089,-31.739,
00:00:00:650,-0.31,0.54,0.792,-3.54,4.943,-24.231,
00:00:00:666,-0.313,0.536,0.791,-17.579,6.286,-20.264,
00:00:00:683,-0.311,0.543,0.795,-30.64,9.765,-19.715,
00:00:00:700,-0.31,0.543,0.792,-32.166,14.343,-17.273,
