TIMECODE,ACC_X,ACC_Y,ACC_Z,GYR_X,GYR_Y,GYR_Z,TAG
00:00:00:0,0.191,0.12,0.98,-17.273,10.864,-27.771,
00:00:00:16,0.187,0.119,0.979,-16.785,13.122,-26.001,
00:00:00:33,0.192,0.124,0.984,-14.161,15.014,-28.016,
00:00:00:50,0.188,0.125,0.98,-10.193,17.15,-25.879,
00:00:00:66,0.192,0.116,0.974,-8.789,13.855,-29.114,
00:00:00:83,0.194,0.118,0.977,-15.198,14.099,-28.443,
00:00:00:100,0.192,0.126,0.973,-15.625,15.38,-28.199,
00:00:00:116,0.191,0.119,0.973,-13.428,14.038,-27.466,
00:00:00:133,0.196,0.122,0.982,-14.1,14.16,-27.283,
00:00:00:150,0.197,0.125,0.977,-11.475,14.648,-25.33,
00:00:00:166,0.19,0.119,0.976,-8.423,14.404,-26.246,
00:00:00:183,0.194,0.115,0.969,-18.067,10.803,-27.832,
00:00:00:200,0.189,0.119,0.979,-19.593,9.887,-28.87,
00:00:00:216,0.193,0.129,0.98,-17.518,13.427,-30.152,
00:00:00:233,0.193,0.122,0.98,-11.902,14.953,-32.288,
00:00:00:250,0.199,0.125,0.978,-14.222,13.977,-29.847,
00:00:00:266,0.193,0.119,0.971,-9.522,18.676,-27.771,
00:00:00:283,0.2,0.129,0.99,-11.719,11.779,-29.236,
00:00:00:300,0.188,0.113,0.974,-11.78,8.606,-23.743,
00:00:00:316,0.192,0.124,0.982,-18.067,11.779,-27.344,
00:00:00:333,0.192,0.131,0.981,-11.78,9.704,-28.992,
00:00:00:350,0.197,0.121,0.979,-13.428,12.023,-30.396,
00:00:00:366,0.197,0.116,0.981,-10.376,13.244,-30.884,
00:00:00:383,0.193,0.12,0.979,-17.334,12.39,-30.274,
00:00:00:400,0.188,0.13,0.98,-14.893,14.831,-31.617,
00:00:00:416,0.19,0.117,0.975,-8.789,16.113,-27.649,
00:00:00:433,0.192,0.115,0.975,-12.085,12.451,-29.175,
00:00:00:450,0.2,0.109,0.974,-14.161,11.047,-27.832,
00:00:00:466,0.194,0.116,0.983,-19.349,10.315,-27.039,
00:00:00:483,0.194,0.12,0.979,-20.386,14.221,-27.894,
00:00:00:500,0.19,0.119,0.977,-9.278,15.502,-31.006,
00:00:00:516,0.198,0.117,0.98,-10.498,16.174,-30.091,
00:00:00:533,0.192,0.116,0.978,-8.912,17.761,-28.87,
00:00:00:550,0.19,0.115,0.974,-11.231,15.991,-30.03,
00:00:00:566,0.193,0.121,0.982,-11.719,16.235,-30.091,
00:00:00:583,0.196,0.12,0.97,-15.381,11.962,-29.175,
00:00:00:600,0.194,0.123,0.979,-16.297,13.305,-28.077,
00:00:00:616,0.197,0.122,0.98,-14.893,15.197,-29.358,
00:00:00:633,0.193,0.12,0.977,-10.621,15.197,-29.847,
00:00:00:650,0.197,0.117,0.975,-15.198,16.113,-29.725,
00:00:00:666,0.192,0.121,0.975,-10.621,18.493,-26.246,
00:00:00:683,0.195,0.115,0.979,-10.437,13.794,-30.823,
00:00:00:700,0.198,0.121,0.975,-16.053,12.695,-29.358,
00:00:00:716,0.193,0.124,0.977,-12.94,11.901,-29.725,
00:00:00:733,0.197,0.116,0.972,-12.635,15.075,-29.908,
00:00:00:750,0.195,0.114,0.975,-17.212,12.39,-26.917,
00:00:00:766,0.2,0.119,0.979,-14.527,10.803,-27.1,
00:00:00:783,0.191,0.114,0.979,-14.1,9.765,-27.161,
00:00:00:800,0.194,0.123,0.976,-17.395,9.704,-29.114,
00:00:00:816,0.189,0.117,0.976,-16.724,13.61,-30.701,
00:00:00:833,0.195,0.119,0.975,-17.884,11.413,-33.02,
00:00:00:850,0.198,0.114,0.979,-12.94,12.878,-27.466,
00:00:00:866,0.194,0.114,0.974,-16.297,11.779,-27.527,
00:00:00:883,0.195,0.118,0.979,-15.87,10.253,-30.335,
00:00:00:900,0.194,0.118,0.975,-14.283,9.948,-29.053,
00:00:00:916,0.196,0.116,0.98,-16.236,9.887,-29.664,
00:00:00:933,0.196,0.116,0.98,-18.982,11.23,-29.48,
00:00:00:950,0.194,0.119,0.979,-18.616,10.925,-30.213,
00:00:00:966,0.197,0.123,0.979,-19.104,9.46,-29.114,
00:00:00:983,0.203,0.123,0.976,-14.527,9.826,-28.626,
00:00:01:0,0.195,0.113,0.972,-20.386,10.803,-27.588,
00:00:01:16,0.195,0.127,0.98,-22.522,5.127,-29.664,
00:00:01:33,0.194,0.123,0.981,-15.564,12.085,-27.588,
00:00:01:50,0.191,0.115,0.987,-15.259,11.84,-30.64,
00:00:01:66,0.194,0.126,0.98,-18.738,12.268,-30.945,
00:00:01:83,0.192,0.123,0.974,-8.728,16.723,-30.945,
00:00:01:100,0.198,0.111,0.976,-9.644,14.343,-28.992,
00:00:01:116,0.192,0.119,0.973,-15.137,11.962,-28.138,
00:00:01:133,0.193,0.117,0.982,-14.71,9.582,-29.297,
00:00:01:150,0.196,0.119,0.973,-20.935,8.606,-28.87,
00:00:01:166,0.192,0.121,0.979,-23.194,7.995,-31.25,
00:00:01:183,0.199,0.116,0.979,-14.771,13.366,-29.48,
00:00:01:200,0.193,0.12,0.976,-17.64,12.634,-26.673,
00:00:01:216,0.195,0.123,0.982,-16.602,12.023,-29.053,
00:00:01:233,0.195,0.12,0.978,-10.254,15.258,-29.602,
00:00:01:250,0.192,0.112,0.98,-13.916,11.169,-31.373,
00:00:01:266,0.194,0.12,0.978,-18.677,10.803,-30.213,
00:00:01:283,0.194,0.124,0.976,-17.212,10.315,-28.992,
00:00:01:300,0.194,0.122,0.976,-17.884,9.887,-29.969,
00:00:01:316,0.194,0.12,0.977,-17.212,14.221,-29.725,
00:00:01:333,0.195,0.119,0.975,-17.029,13.427,-29.236,
00:00:01:350,0.192,0.121,0.984,-16.541,11.84,-30.457,
00:00:01:366,0.193,0.123,0.98,-16.053,13.549,-31.434,
00:00:01:383,0.191,0.12,0.979,-13.977,10.803,-34.18,
00:00:01:400,0.194,0.116,0.979,-17.64,15.686,-31.006,
00:00:01:416,0.195,0.123,0.968,-15.625,11.962,-29.725,
00:00:01:433,0.191,0.118,0.977,-13.916,14.526,-28.626,
00:00:01:450,0.192,0.121,0.972,-17.334,11.352,-28.809,
00:00:01:466,0.196,0.128,0.98,-15.809,14.465,-29.969,
00:00:01:483,0.194,0.116,0.978,-12.146,12.329,-31.861,
00:00:01:500,0.194,0.116,0.978,-14.161,11.108,-29.725,
00:00:01:516,0.188,0.122,0.973,-17.823,8.422,-27.344,
00:00:01:533,0.191,0.121,0.983,-18.311,11.596,-30.335,
00:00:01:550,0.195,0.126,0.979,-12.94,14.038,-25.818,
00:00:01:566,0.189,0.119,0.983,-12.024,11.474,-25.452,
00:00:01:583,0.191,0.115,0.972,-16.785,12.023,-27.588,
00:00:01:600,0.195,0.124,0.973,-23.56,13.183,-27.832,
00:00:01:616,0.193,0.125,0.978,-18.006,13.366,-29.786,
00:00:01:633,0.193,0.125,0.988,-14.1,11.291,-31.556,
00:00:01:650,0.192,0.12,0.984,-11.719,13.916,-31.067,
00:00:01:666,0.19,0.115,0.978,-9.888,16.235,-29.847,
00:00:01:683,0.195,0.12,0.977,-12.207,12.695,-29.48,
00:00:01:700,0.194,0.118,0.981,-15.931,12.695,-29.419,
00:00:01:716,0.193,0.121,0.979,-18.128,7.873,-29.847,
00:00:01:733,0.191,0.116,0.971,-19.349,12.329,-30.396,
00:00:01:750,0.192,0.12,0.98,-20.081,12.329,-31.617,
00:00:01:766,0.194,0.121,0.979,-13.672,14.404,-30.823,
00:00:01:783,0.191,0.12,0.974,-15.381,10.742,-27.955,
00:00:01:800,0.194,0.123,0.98,-13.916,13.671,-28.87,
00:00:01:816,0.192,0.114,0.972,-14.344,13.305,-27.405,
00:00:01:833,0.197,0.121,0.978,-20.874,11.535,-29.969,
00:00:01:850,0.195,0.118,0.977,-8.423,14.099,-32.776,
00:00:01:866,0.191,0.11,0.969,-15.931,14.221,-28.199,
00:00:01:883,0.191,0.116,0.975,-20.203,8.85,-28.504,
00:00:01:900,0.192,0.124,0.971,-20.691,7.995,-27.039,
00:00:01:916,0.197,0.122,0.979,-15.259,16.906,-30.701,
00:00:01:933,0.197,0.118,0.972,-12.33,18.005,-24.964,
00:00:01:950,0.189,0.119,0.977,-13.916,11.23,-27.344,
00:00:01:966,0.188,0.13,0.986,-11.841,7.446,-29.297,
00:00:01:983,0.195,0.115,0.973,-11.902,18.127,-29.725,
00:00:02:0,0.197,0.127,0.985,-9.949,14.526,-31.495,
00:00:02:16,0.195,0.114,0.964,-10.132,17.395,-30.274,
00:00:02:33,0.189,0.123,0.982,-17.456,15.93,-32.41,
00:00:02:50,0.19,0.115,0.955,-15.076,17.7,-28.443,
00:00:02:66,0.191,0.125,0.985,-9.949,17.7,-31.495,
00:00:02:83,0.191,0.122,0.969,-13.611,17.028,-30.152,
00:00:02:100,0.191,0.126,0.982,-11.292,20.08,-35.218,
00:00:02:116,0.191,0.116,0.979,-6.592,22.461,-33.936,
00:00:02:133,0.199,0.121,0.984,-11.902,22.461,-34.729,
00:00:02:150,0.194,0.115,0.974,-6.531,20.385,-32.41,
00:00:02:166,0.194,0.112,0.974,-6.531,23.864,-30.457,
00:00:02:183,0.196,0.114,0.963,-8.057,18.31,-27.894,
00:00:02:200,0.197,0.11,0.978,-12.879,17.822,-27.466,
00:00:02:216,0.193,0.12,0.977,-18.006,10.376,-28.565,
00:00:02:233,0.194,0.126,0.98,-15.015,15.686,-29.847,
00:00:02:250,0.196,0.116,0.977,-10.498,15.197,-32.837,
00:00:02:266,0.199,0.119,0.974,-17.151,15.258,-32.471,
00:00:02:283,0.193,0.12,0.975,-14.954,12.512,-27.71,
00:00:02:300,0.196,0.117,0.98,-11.536,13.794,-30.152,
00:00:02:316,0.196,0.111,0.975,-12.696,17.334,-30.152,
00:00:02:333,0.194,0.121,0.982,-14.344,15.502,-29.358,
00:00:02:350,0.194,0.118,0.973,-12.452,18.432,-28.687,
00:00:02:366,0.195,0.114,0.979,-10.193,20.141,-31.25,
00:00:02:383,0.199,0.117,0.975,-10.926,17.089,-28.138,
00:00:02:400,0.199,0.111,0.975,-10.621,16.357,-28.687,
