TIMECODE,ACC_X,ACC_Y,ACC_Z,GYR_X,GYR_Y,GYR_Z,TAG
00:00:00:0,0.04,0.183,0.938,-22.217,-30.335,-29.114,
00:00:00:16,0.016,0.223,0.979,27.343,-37.11,-38.147,
00:00:00:33,0.023,0.193,0.994,38.513,-7.752,-31.067,
00:00:00:50,0.043,0.177,0.997,24.108,-9.644,-16.907,
00:00:00:66,0.044,0.16,0.992,-2.076,-10.071,-8.362,
00:00:00:83,0.03,0.175,0.987,-36.133,-7.142,-12.269,
00:00:00:100,0.024,0.215,0.988,-44.068,-1.648,-7.447,
00:00:00:116,0.014,0.224,0.987,-23.621,-0.428,-8.484,
00:00:00:133,0.024,0.197,0.983,-11.353,5.859,-12.818,
00:00:00:150,0.037,0.191,0.995,-8.362,4.272,-20.691,
00:00:00:166,0.03,0.192,0.979,-16.236,2.197,-29.236,
00:00:00:183,0.033,0.203,0.996,-22.034,2.441,-42.054,
00:00:00:200,0.032,0.213,0.985,-25.025,-0.916,-47.486,
00:00:00:216,0.024,0.23,0.977,16.845,1.403,-36.744,
00:00:00:233,0.02,0.205,0.992,40.832,5.615,-24.659,
00:00:00:250,0.028,0.17,0.984,43.396,8.911,-20.752,
00:00:00:266,0.03,0.169,0.989,28.259,10.681,-17.151,
00:00:00:283,0.035,0.171,0.989,8.728,11.962,-24.537,
00:00:00:300,0.028,0.188,0.992,-6.043,17.15,-26.185,
00:00:00:316,0.029,0.204,0.992,-7.935,18.432,-31.311,
00:00:00:333,0.028,0.212,0.997,16.235,18.31,-40.467,
00:00:00:350,0.012,0.197,0.978,-5.249,4.638,-32.898,
00:00:00:366,0.034,0.207,1.001,-36.194,22.949,-53.406,
00:00:00:383,0.038,0.194,0.977,-87.464,-3.54,-39.063,
00:00:00:400,0.007,0.302,1.002,-193.116,-11.17,-12.085,
00:00:00:416,0.045,0.197,0.986,-83.497,20.629,-58.533,
00:00:00:433,0.03,0.203,0.978,-99.366,-26.612,-34.424,
00:00:00:450,0.001,0.231,0.977,-67.505,-8.362,-52.308,
00:00:00:466,0.03,0.225,0.975,-51.636,5.371,-47.852,
00:00:00:483,0.028,0.208,0.982,-39.063,-6.409,-59.998,
00:00:00:500,0.02,0.219,0.977,-45.533,0.061,-62.439,
00:00:00:516,0.041,0.234,0.978,-20.63,3.112,-62.623,
00:00:00:533,0.018,0.222,1.006,-4.029,-7.996,-57.129,
00:00:00:550,0.02,0.2,0.983,-10.132,6.164,-51.087,
00:00:00:566,0.029,0.209,0.972,-22.522,6.164,-51.026,
00:00:00:583,0.02,0.222,0.99,-22.461,2.807,-49.317,
00:00:00:600,0.02,0.214,0.991,-22.461,8.239,-47.913,
00:00:00:616,0.025,0.208,0.987,-30.274,9.46,-49.988,
00:00:00:633,0.029,0.206,0.984,-63.782,-7.447,-60.059,
00:00:00:650,0.032,0.196,0.999,-102.112,-21.607,-63.172,
00:00:00:666,0.034,0.194,0.989,-150.391,-33.204,-61.89,
00:00:00:683,0.031,0.223,0.997,-200.989,-51.514,-50.171,
00:00:00:700,0.026,0.23,0.992,-216.675,-60.791,-49.622,
00:00:00:716,0.009,0.283,0.985,-178.956,-66.834,-79.834,
00:00:00:733,0.003,0.291,0.972,-136.109,-66.712,-73.426,
00:00:00:750,0.001,0.295,0.959,-101.624,-58.106,-74.097,
00:00:00:766,-0.007,0.281,0.951,-50.11,-43.824,-68.97,
00:00:00:783,-0.006,0.256,0.969,-17.273,-27.771,-66.712,
00:00:00:800,0.01,0.238,0.962,-20.691,-7.691,-61.463,
00:00:00:816,0.01,0.234,0.956,-32.959,-0.306,-53.406,
00:00:00:833,0.006,0.244,0.964,-41.138,10.742,-44.19,
00:00:00:850,0.004,0.258,0.972,-46.936,19.226,-36.683,
00:00:00:866,0.002,0.269,0.97,-46.509,21.667,-27.71,
00:00:00:883,0,0.264,0.972,4.15,21.972,-18.128,
00:00:00:900,0.01,0.239,0.978,-12.024,23.254,-18.921,
00:00:00:916,0.02,0.183,0.978,-112.915,16.662,-19.288,
00:00:00:933,0.015,0.229,0.959,-221.985,5.004,-17.334,
00:00:00:950,0.011,0.268,0.939,-265.625,9.46,-20.935,
00:00:00:966,-0.007,0.335,0.946,-159.241,42.297,-61.829,
00:00:00:983,0.01,0.349,0.957,-115.113,61.523,-50.232,
00:00:01:0,0.012,0.324,0.957,-77.576,51.635,-55.054,
00:00:01:16,0.013,0.31,0.969,-66.712,45.471,-58.411,
00:00:01:33,0.026,0.315,0.967,-65.674,45.715,-50.782,
00:00:01:50,0.035,0.319,0.969,-70.069,30.212,-40.772,
00:00:01:66,0.031,0.325,0.954,-64.637,17.028,-30.396,
00:00:01:83,0.022,0.338,0.962,-51.392,2.868,-35.645,
00:00:01:100,0.016,0.331,0.961,-38.697,-2.503,-30.884,
00:00:01:116,0.013,0.324,0.951,-29.114,-1.893,-32.166,
00:00:01:133,0.013,0.334,0.947,-35.157,4.76,-25.818,
00:00:01:150,0.009,0.34,0.947,-17.823,15.319,-19.715,
00:00:01:166,0.015,0.323,0.947,-9.095,21.179,-24.476,
00:00:01:183,0.017,0.303,0.954,-18.616,18.432,-27.649,
00:00:01:200,0.019,0.311,0.96,-38.331,19.714,-28.382,
00:00:01:216,0.022,0.322,0.955,-47.974,20.752,-28.382,
00:00:01:233,0.022,0.332,0.949,-45.044,10.62,-29.969,
00:00:01:250,0.024,0.339,0.952,-12.574,11.047,-34.79,
00:00:01:266,0.025,0.319,0.948,-9.4,2.746,-39.002,
00:00:01:283,0.019,0.315,0.953,-22.644,-1.343,-39.917,
00:00:01:300,0.018,0.326,0.946,-34.119,7.08,-40.406,
00:00:01:316,0.017,0.333,0.947,-27.894,6.469,-41.81,
00:00:01:333,0.017,0.338,0.953,-21.668,9.704,-40.528,
00:00:01:350,0.022,0.331,0.949,-19.349,12.817,-32.593,
00:00:01:366,0.021,0.337,0.95,-16.541,7.934,-33.997,
00:00:01:383,0.022,0.343,0.951,-6.592,12.817,-34.18,
00:00:01:400,0.019,0.327,0.952,-3.602,11.596,-36.927,
00:00:01:416,0.024,0.328,0.956,-5.249,9.033,-35.096,
00:00:01:433,0.018,0.327,0.949,-6.897,5.676,-33.692,
00:00:01:450,0.016,0.336,0.952,-4.395,5.859,-33.204,
00:00:01:466,0.019,0.331,0.947,2.99,9.826,-27.955,
00:00:01:483,0.024,0.32,0.952,3.418,6.164,-30.762,
00:00:01:500,0.023,0.322,0.953,1.464,6.774,-26.673,
00:00:01:516,0.016,0.318,0.951,-6.592,4.394,-28.87,
00:00:01:533,0.015,0.326,0.952,-12.33,7.934,-28.382,
00:00:01:550,0.017,0.324,0.952,-17.884,7.69,-33.265,
00:00:01:566,0.015,0.331,0.956,-16.541,8.911,-30.823,
00:00:01:583,0.016,0.326,0.946,-11.597,7.446,-32.593,
00:00:01:600,0.017,0.331,0.949,-7.325,8.606,-32.471,
00:00:01:616,0.022,0.321,0.952,-5.738,9.399,-34.058,
00:00:01:633,0.023,0.318,0.954,-12.574,10.192,-30.274,
00:00:01:650,0.026,0.323,0.944,-14.832,5.981,-30.274,
00:00:01:666,0.02,0.32,0.952,-19.593,4.394,-29.725,
00:00:01:683,0.012,0.323,0.948,-25.269,6.652,-27.832,
00:00:01:700,0.014,0.332,0.95,-27.039,13.855,-28.321,
00:00:01:716,0.018,0.328,0.956,-22.4,11.901,-29.908,
00:00:01:733,0.022,0.32,0.957,-17.884,15.197,-29.969,
00:00:01:750,0.027,0.321,0.956,-20.203,13.732,-26.185,
00:00:01:766,0.027,0.325,0.954,-20.874,7.568,-24.414,
00:00:01:783,0.021,0.332,0.955,-19.471,4.882,-23.011,
00:00:01:800,0.021,0.333,0.952,-13.733,7.873,-24.231,
00:00:01:816,0.02,0.328,0.952,-8.728,7.446,-26.795,
00:00:01:833,0.021,0.323,0.954,-11.841,8.117,-28.87,
00:00:01:850,0.021,0.327,0.952,-14.222,3.54,-28.626,
00:00:01:866,0.02,0.325,0.95,-14.649,4.333,-29.969,
00:00:01:883,0.018,0.327,0.951,-15.87,6.225,-33.448,
00:00:01:900,0.02,0.324,0.957,-12.391,6.836,-31.8,
00:00:01:916,0.022,0.325,0.955,-11.292,5.493,-30.03,
00:00:01:933,0.019,0.319,0.952,-13.733,2.99,-27.588,
00:00:01:950,0.015,0.328,0.944,-14.649,6.408,-28.626,
00:00:01:966,0.016,0.326,0.953,-18.982,9.704,-30.396,
00:00:01:983,0.022,0.323,0.95,-22.583,6.103,-28.931,
00:00:02:0,0.017,0.324,0.952,-22.767,6.713,-25.391,
00:00:02:16,0.016,0.329,0.954,-24.842,8.483,-26.978,
00:00:02:33,0.016,0.331,0.948,-22.706,7.629,-27.466,
00:00:02:50,0.02,0.334,0.946,-17.212,8.667,-30.579,
00:00:02:66,0.018,0.325,0.948,-9.766,5.92,-35.523,
00:00:02:83,0.02,0.319,0.951,-16.724,7.202,-32.898,
00:00:02:100,0.021,0.322,0.95,-20.691,7.263,-36.927,
00:00:02:116,0.017,0.327,0.952,-21.058,8.728,-34.974,
00:00:02:133,0.015,0.325,0.954,-21.546,11.779,-39.307,
00:00:02:150,0.021,0.33,0.949,-20.997,10.864,-35.157,
00:00:02:166,0.018,0.333,0.953,-17.273,8.483,-35.889,
00:00:02:183,0.016,0.328,0.947,-16.297,8.483,-35.706,
00:00:02:200,0.017,0.329,0.953,-11.353,12.023,-39.063,
00:00:02:216,0.02,0.326,0.951,-13.123,10.07,-36.927,
00:00:02:233,0.022,0.325,0.955,-16.114,5.737,-36.927,
00:00:02:250,0.02,0.328,0.954,-16.053,8.972,-34.852,
00:00:02:266,0.021,0.327,0.95,-13.977,9.277,-34.974,
00:00:02:283,0.021,0.328,0.949,-13.489,8.239,-36.499,
00:00:02:300,0.019,0.324,0.95,-12.391,7.812,-39.124,
00:00:02:316,0.019,0.33,0.953,-10.743,9.399,-38.086,
00:00:02:333,0.018,0.33,0.959,-8.484,6.347,-35.767,
00:00:02:350,0.018,0.332,0.947,-1.16,9.216,-26.856,
00:00:02:366,0.023,0.327,0.952,5.249,8.178,-27.588,
00:00:02:383,0.019,0.319,0.951,1.525,6.408,-28.931,
00:00:02:400,0.016,0.321,0.951,-2.93,7.324,-30.64,
00:00:02:416,0.019,0.321,0.958,-6.531,8.483,-31.8,
00:00:02:433,0.02,0.32,0.961,-11.902,6.103,-30.762,
00:00:02:450,0.02,0.327,0.955,-10.437,6.286,-27.894,
00:00:02:466,0.018,0.328,0.958,-10.865,6.164,-26.917,
00:00:02:483,0.029,0.315,0.994,-40.467,12.878,-19.41,
00:00:02:500,0.059,0.242,1.05,-147.095,2.38,4.943,
00:00:02:516,0.145,-0.001,1.362,-877.442,-73.548,207.031,
00:00:02:533,0.3,0.31,1.68,-1002.991,-109.131,325.5,
00:00:02:550,0.45,1.134,1.876,-1020.936,-370.057,565.429,
00:00:02:566,0.507,2.117,1.852,-571.473,-731.202,737.609,
00:00:02:583,0.569,1.564,2.153,459.35,-1186.341,527.16,
00:00:02:600,0.507,0.831,2.255,643.066,-1676.88,621.154,
00:00:02:616,0.433,1.021,2.055,153.198,-1999.085,774.597,
00:00:02:633,0.367,1.181,1.787,1.281,-2000,906.86,
00:00:02:650,0.288,0.99,1.375,194.946,-2000,1088.623,
00:00:02:666,0.196,0.765,1.037,631.286,-2000,1173.339,
00:00:02:683,0.328,0.513,0.677,1060.18,-2000,1174.926,
00:00:02:700,0.551,0.296,0.17,1502.441,-2000,1097.351,
00:00:02:716,0.704,0.088,-0.474,1813.476,-2000,1011.963,
00:00:02:733,0.606,-0.023,-1.11,1811.218,-2000,875.915,
00:00:02:750,0.284,0.014,-1.648,1594.97,-2000,788.513,
00:00:02:766,-0.099,0.092,-2.09,1185.424,-2000,775.39,
00:00:02:783,-0.569,-0.201,-2.167,553.711,-1720.337,734.924,
00:00:02:800,-0.85,-0.74,-2.369,10.803,-531.373,554.138,
00:00:02:816,-0.786,-0.813,-1.886,-363.526,550.476,269.897,
00:00:02:833,-0.505,-0.434,-1.352,-793.091,1490.539,-87.464,
00:00:02:850,-0.376,-0.423,-1.173,-1097.413,1991.882,-484.681,
00:00:02:866,-0.217,-0.314,-1.012,-1318.787,1999.694,-757.569,
00:00:02:883,-0.089,-0.128,-0.702,-1250.855,1999.694,-929.444,
00:00:02:900,-0.072,-0.005,-0.306,-1073.914,1999.694,-980.103,
00:00:02:916,-0.072,0.14,0.164,-1002.015,1999.694,-972.229,
00:00:02:933,-0.046,0.358,0.558,-1089.783,1999.694,-891.785,
00:00:02:950,-0.058,0.402,0.794,-1148.865,1999.694,-826.539,
00:00:02:966,0.035,0.646,1.007,-1086.426,1999.694,-706.91,
00:00:02:983,0.161,1.017,1.333,-525.757,1999.694,-599.61,
00:00:03:0,0.229,0.964,1.848,205.566,1999.694,-561.951,
00:00:03:16,0.251,0.666,2.134,551.147,1983.215,-564.637,
00:00:03:33,0.292,0.339,2.085,319.58,1658.996,-520.752,
00:00:03:50,0.306,0.421,1.922,-61.463,1226.806,-391.48,
00:00:03:66,0.177,0.755,1.735,-114.93,799.377,-251.831,
00:00:03:83,-0.017,0.797,1.624,228.942,535.827,-193.665,
00:00:03:100,-0.087,0.567,1.546,573.425,411.621,-203.37,
00:00:03:116,-0.093,0.208,1.368,567.199,309.814,-210.938,
00:00:03:133,-0.128,0.026,1.177,341.064,225.158,-190.674,
00:00:03:150,-0.091,-0.005,1.059,104.004,207.336,-169.312,
00:00:03:166,0.002,0.165,1.054,-0.733,156.433,-128.174,
00:00:03:183,0.007,0.294,1.068,82.58,57.495,-127.198,
00:00:03:200,-0.028,0.284,1.092,112.243,8.117,-126.831,
00:00:03:216,-0.008,0.262,1.078,63.354,-4.09,-124.329,
00:00:03:233,0.014,0.213,1.002,-32.837,-45.777,-106.812,
00:00:03:250,-0.001,0.176,0.966,-128.846,-87.647,-76.966,
00:00:03:266,-0.039,0.241,0.942,-194.458,-119.568,-37.598,
00:00:03:283,-0.097,0.268,0.925,-167.115,-112.183,-19.165,
00:00:03:300,-0.107,0.247,0.929,-119.263,-62.012,-26.062,
00:00:03:316,-0.075,0.231,0.934,-108.277,-18.433,-38.086,
00:00:03:333,-0.051,0.247,0.926,-88.074,5.188,-51.514,
00:00:03:350,-0.039,0.241,0.941,-83.252,16.601,-57.679,
00:00:03:366,-0.041,0.265,0.985,-68.726,20.324,-53.772,
00:00:03:383,-0.032,0.28,1.01,-17.762,23.315,-47.608,
00:00:03:400,-0.033,0.252,1.027,15.319,0.915,-49.439,
00:00:03:416,-0.031,0.223,1.031,5.554,0.122,-46.875,
00:00:03:433,-0.05,0.208,1.002,-16.114,-17.212,-48.951,
00:00:03:450,-0.07,0.198,0.976,-46.509,-20.142,-52.796,
00:00:03:466,-0.075,0.214,0.966,-85.816,-22.156,-62.928,
00:00:03:483,-0.068,0.251,0.971,-106.69,-18.555,-75.501,
00:00:03:500,-0.061,0.29,0.985,-95.826,-23.743,-78.858,
00:00:03:516,-0.056,0.316,0.996,-72.205,-24.964,-71.228,
00:00:03:533,-0.062,0.315,0.989,-48.401,-29.664,-62.867,
00:00:03:550,-0.07,0.289,0.976,-50.354,-25.513,-60.486,
00:00:03:566,-0.07,0.278,0.985,-72.632,-22.767,-54.871,
00:00:03:583,-0.063,0.268,0.997,-66.468,-25.147,-54.505,
00:00:03:600,-0.062,0.237,0.99,-70.252,-32.776,-60.425,
00:00:03:616,-0.069,0.225,0.966,-96.863,-32.166,-63.904,
00:00:03:633,-0.06,0.264,0.983,-94.91,-19.104,-65.491,
00:00:03:650,-0.052,0.28,0.994,-51.026,-15.87,-60.242,
00:00:03:666,-0.064,0.266,1,-28.809,-18.982,-42.786,
00:00:03:683,-0.077,0.262,0.994,-13.611,-8.24,-22.583,
00:00:03:700,-0.073,0.256,0.99,-9.034,5.188,-4.822,
00:00:03:716,-0.072,0.249,0.963,-25.757,10.437,-0.061,
00:00:03:733,-0.078,0.252,0.956,-56.763,12.146,-7.752,
00:00:03:750,-0.066,0.257,0.988,-103.089,-2.808,-18.372,
00:00:03:766,-0.083,0.312,0.944,-109.07,-13.977,-19.593,
00:00:03:783,-0.074,0.308,0.955,-43.946,-4.639,-38.331,
00:00:03:800,-0.066,0.302,0.942,-28.565,0.427,-41.26,
00:00:03:816,-0.069,0.317,0.943,-18.555,-2.198,-45.289,
00:00:03:833,-0.079,0.306,0.968,-2.564,2.38,-50.904,
00:00:03:850,-0.078,0.29,0.971,4.638,8.606,-42.786,
00:00:03:866,-0.074,0.264,0.967,-5.127,12.878,-52.979,
00:00:03:883,-0.069,0.26,0.976,-29.602,12.146,-60.547,
00:00:03:900,-0.062,0.259,0.973,-56.58,6.591,-74.769,
00:00:03:916,-0.067,0.26,0.961,-112.305,-2.747,-77.332,
00:00:03:933,-0.085,0.318,0.967,-145.081,-5.494,-72.266,
00:00:03:950,-0.084,0.334,0.961,-108.704,-0.061,-67.505,
00:00:03:966,-0.08,0.324,0.951,-64.942,8.789,-58.472,
00:00:03:983,-0.071,0.318,0.953,-36.133,18.493,-53.894,
00:00:04:0,-0.068,0.308,0.967,-15.87,8.728,-43.763,
00:00:04:16,-0.071,0.297,0.973,-92.347,-19.715,-31.922,
00:00:04:33,-0.099,0.358,0.945,-184.937,-34.302,-5.249,
00:00:04:50,-0.097,0.418,0.877,-92.164,-0.611,-11.353,
00:00:04:66,-0.089,0.373,0.885,65.002,36.377,-27.405,
00:00:04:83,-0.062,0.331,0.96,172.546,63.11,-26.551,
00:00:04:100,-0.051,0.234,0.983,131.286,57.434,-21.851,
00:00:04:116,-0.049,0.228,0.943,89.721,51.757,-24.537,
00:00:04:133,-0.046,0.202,1.036,226.867,4.028,-102.417,
00:00:04:150,-0.061,-0.007,1.093,227.05,-33.936,-153.321,
00:00:04:166,-0.038,0.033,1.063,-11.841,-69.336,-136.414,
00:00:04:183,-0.037,0.189,1.085,-157.532,-124.756,-130.005,
00:00:04:200,-0.064,0.279,1.064,-113.221,-146.302,-99.122,
00:00:04:216,-0.092,0.303,0.985,-27.283,-151.734,-133.301,
00:00:04:233,-0.102,0.333,0.91,6.958,-142.518,-162.232,
00:00:04:250,-0.098,0.325,0.917,40.466,-141.602,-186.158,
00:00:04:266,-0.098,0.311,0.971,53.344,-145.691,-206.238,
00:00:04:283,-0.101,0.305,1.014,13.366,-162.903,-217.957,
00:00:04:300,-0.126,0.315,1.038,-5.616,-173.768,-214.234,
00:00:04:316,-0.141,0.301,1.016,2.197,-176.697,-213.623,
00:00:04:333,-0.142,0.306,0.991,4.943,-168.396,-207.154,
00:00:04:350,-0.123,0.318,0.96,25.329,-172.242,-189.087,
00:00:04:366,-0.137,0.33,0.962,73.974,-179.322,-151.917,
00:00:04:383,-0.154,0.33,0.989,153.625,-181.031,-131.653,
00:00:04:400,-0.169,0.296,1.025,227.05,-173.951,-110.535,
00:00:04:416,-0.182,0.265,1.03,290.954,-169.129,-108.399,
00:00:04:433,-0.197,0.223,1.009,342.956,-161.866,-112.732,
00:00:04:450,-0.22,0.174,1.01,369.873,-163.392,-104.92,
00:00:04:466,-0.222,0.173,0.997,375.183,-156.739,-102.662,
00:00:04:483,-0.215,0.191,1.022,406.433,-152.71,-94.788,
00:00:04:500,-0.209,0.151,1.023,450.622,-135.071,-102.601,
00:00:04:516,-0.218,0.134,0.996,436.828,-118.042,-100.159,
