TIMECODE,ACC_X,ACC_Y,ACC_Z,GYR_X,GYR_Y,GYR_Z,TAG
00:00:00:0,0.044,0.357,0.939,-13.123,13.794,-28.809,
00:00:00:16,0.046,0.356,0.939,-12.391,10.986,-29.725,
00:00:00:33,0.046,0.36,0.941,-12.757,14.709,-27.649,
00:00:00:50,0.047,0.355,0.938,-13.306,10.253,-29.48,
00:00:00:66,0.048,0.359,0.942,-7.569,11.657,-28.138,
00:00:00:83,0.044,0.353,0.932,-8.667,10.498,-28.26,
00:00:00:100,0.043,0.354,0.936,-10.926,9.338,-28.87,
00:00:00:116,0.042,0.35,0.936,-15.076,13.366,-30.152,
00:00:00:133,0.043,0.352,0.941,-17.518,15.441,-31.922,
00:00:00:150,0.044,0.356,0.94,-22.278,14.16,-30.884,
00:00:00:166,0.046,0.353,0.943,-21.363,12.023,-33.509,
00:00:00:183,0.046,0.36,0.943,-21.668,14.221,-33.387,
00:00:00:200,0.045,0.359,0.936,-19.532,11.108,-32.288,
00:00:00:216,0.046,0.355,0.942,-17.884,11.718,-32.166,
00:00:00:233,0.044,0.351,0.906,-17.029,12.329,-31.25,
00:00:00:250,0.044,0.357,0.937,-22.522,11.169,-30.274,
00:00:00:266,0.046,0.365,0.934,-23.316,12.146,-31.311,
00:00:00:283,0.047,0.365,0.934,-15.748,11.84,-31.983,
00:00:00:300,0.048,0.36,0.932,-11.414,12.634,-28.321,
00:00:00:316,0.044,0.354,0.936,-10.193,10.986,-28.199,
00:00:00:333,0.044,0.357,0.943,-12.146,11.108,-29.847,
00:00:00:350,0.043,0.359,0.932,-18.067,9.765,-27.161,
00:00:00:366,0.046,0.36,0.939,-13.428,9.765,-28.931,
00:00:00:383,0.046,0.36,0.937,-12.207,11.413,-27.71,
00:00:00:400,0.044,0.353,0.937,-13.916,10.131,-28.992,
00:00:00:416,0.045,0.36,0.935,-14.649,11.596,-29.847,
00:00:00:433,0.046,0.356,0.935,-13.245,14.77,-30.335,
00:00:00:450,0.044,0.354,0.937,-10.987,11.779,-30.518,
00:00:00:466,0.042,0.352,0.935,-15.015,10.009,-31.067,
00:00:00:483,0.042,0.356,0.944,-16.358,14.953,-33.143,
00:00:00:500,0.045,0.361,0.939,-18.921,13.549,-30.579,
00:00:00:516,0.045,0.359,0.943,-11.048,5.92,-31.373,
00:00:00:533,0.044,0.356,0.939,-7.996,5.493,-29.847,
00:00:00:550,0.042,0.35,0.945,-14.649,5.798,-33.631,
00:00:00:566,0.047,0.35,0.944,-17.395,10.498,-32.898,
00:00:00:583,0.047,0.351,0.926,-28.016,7.629,-35.584,
00:00:00:600,0.041,0.359,0.935,-21.241,5.371,-37.781,
00:00:00:616,0.043,0.353,0.93,-21.424,0.671,-43.58,
00:00:00:633,0.045,0.353,0.93,-22.889,10.437,-34.485,
00:00:00:650,0.036,0.365,0.925,-29.48,10.131,-36.988,
00:00:00:666,0.038,0.374,0.934,-23.072,16.113,-35.035,
00:00:00:683,0.045,0.364,0.931,-9.095,16.967,-37.659,
00:00:00:700,0.045,0.358,0.941,-18.921,18.31,-28.565,
00:00:00:716,0.045,0.354,0.942,-19.165,12.756,-36.255,
00:00:00:733,0.047,0.352,0.939,-20.63,16.235,-31.983,
00:00:00:750,0.045,0.36,0.939,-28.626,14.77,-32.471,
00:00:00:766,0.047,0.361,0.932,-21.058,15.869,-33.997,
00:00:00:783,0.044,0.358,0.928,-29.602,14.831,-32.898,
00:00:00:800,0.043,0.358,0.937,-34.729,18.31,-37.171,
00:00:00:816,0.045,0.36,0.933,-40.406,19.714,-37.598,
00:00:00:833,0.045,0.358,0.936,-42.908,17.578,-40.65,
00:00:00:850,0.05,0.359,0.93,-50.599,22.277,-40.589,
00:00:00:866,0.051,0.36,0.926,-52.43,22.888,-42.786,
00:00:00:883,0.049,0.362,0.927,-58.472,20.629,-44.556,
00:00:00:900,0.045,0.361,0.923,-63.843,23.62,-44.007,
00:00:00:916,0.042,0.364,0.925,-75.501,26.855,-52.308,
00:00:00:933,0.047,0.371,0.922,-84.534,31.311,-51.941,
00:00:00:950,0.05,0.38,0.916,-84.473,32.409,-57.068,
00:00:00:966,0.055,0.387,0.92,-78.553,30.822,-55.726,
00:00:00:983,0.053,0.386,0.92,-69.092,25.94,-53.833,
00:00:01:0,0.054,0.381,0.921,-65.43,27.221,-58.533,
00:00:01:16,0.055,0.383,0.925,-70.618,29.174,-56.153,
00:00:01:33,0.059,0.387,0.926,-70.923,24.658,-55.603,
00:00:01:50,0.053,0.392,0.91,-71.228,26.184,-51.392,
00:00:01:66,0.056,0.396,0.934,-61.219,18.127,-57.068,
00:00:01:83,0.059,0.392,0.928,-63.599,27.404,-55.237,
00:00:01:100,0.065,0.397,0.91,-74.036,15.808,-51.819,
00:00:01:116,0.07,0.413,0.919,-74.707,24.475,-54.383,
00:00:01:133,0.07,0.398,0.911,-93.689,23.559,-39.063,
00:00:01:150,0.069,0.404,0.923,-88.196,11.169,-42.786,
00:00:01:166,0.049,0.416,0.92,-79.529,14.221,-37.659,
00:00:01:183,0.044,0.401,0.927,-90.638,20.019,-43.213,
00:00:01:200,0.063,0.416,0.913,-73.792,29.357,-46.57,
00:00:01:216,0.067,0.415,0.92,-64.942,18.493,-39.551,
00:00:01:233,0.057,0.396,0.91,-92.53,12.085,-26.062,
00:00:01:250,0.061,0.426,0.906,-74.463,17.15,-26.307,
00:00:01:266,0.071,0.416,0.919,-55.603,14.831,-24.048,
00:00:01:283,0.074,0.429,0.89,-58.472,3.112,-17.212,
00:00:01:300,0.075,0.434,0.915,-43.335,5.371,-22.889,
00:00:01:316,0.072,0.438,0.89,-20.63,17.578,-13.489,
00:00:01:333,0.064,0.435,0.905,-3.663,6.774,-12.269,
00:00:01:350,0.049,0.433,0.916,5.92,9.46,-9.583,
00:00:01:366,0.048,0.426,0.91,7.019,9.338,-23.499,
00:00:01:383,0.058,0.414,0.91,2.807,8.117,-30.945,
00:00:01:400,0.062,0.414,0.902,-1.831,12.085,-23.743,
00:00:01:416,0.069,0.424,0.907,-1.526,9.948,-26.246,
00:00:01:433,0.071,0.432,0.907,8.911,12.207,-20.63,
00:00:01:450,0.072,0.424,0.901,20.69,10.131,-20.569,
00:00:01:466,0.067,0.407,0.903,19.348,6.836,-16.48,
00:00:01:483,0.057,0.426,0.911,3.906,11.291,-23.621,
00:00:01:500,0.059,0.425,0.919,13.794,9.643,-23.682,
00:00:01:516,0.062,0.43,0.909,34.606,11.718,-19.104,
00:00:01:533,0.061,0.407,0.914,51.818,7.751,-26.917,
00:00:01:550,0.067,0.381,0.902,38.513,14.953,-24.537,
00:00:01:566,0.067,0.381,0.905,3.479,14.343,-24.842,
00:00:01:583,0.062,0.4,0.908,-23.682,13.671,-24.414,
00:00:01:600,0.062,0.408,0.915,-30.945,15.564,-26.917,
00:00:01:616,0.05,0.407,0.915,-32.898,10.803,-27.527,
00:00:01:633,0.057,0.39,0.919,-46.814,20.324,-45.411,
00:00:01:650,0.047,0.41,0.897,-60.669,24.902,-27.527,
00:00:01:666,0.053,0.438,0.917,-47.181,19.409,-43.58,
00:00:01:683,0.077,0.419,0.909,-25.025,24.902,-44.251,
00:00:01:700,0.069,0.405,0.912,-16.846,10.437,-34.668,
00:00:01:716,0.061,0.399,0.911,-24.842,11.779,-28.565,
00:00:01:733,0.056,0.404,0.92,-37.415,14.892,-35.401,
00:00:01:750,0.062,0.428,0.908,-36.683,12.268,-32.898,
00:00:01:766,0.064,0.431,0.915,-25.635,7.141,-32.776,
00:00:01:783,0.058,0.424,0.898,-15.137,11.291,-27.894,
00:00:01:800,0.062,0.424,0.907,-8.179,16.235,-34.241,
00:00:01:816,0.07,0.416,0.908,-3.846,19.226,-34.18,
00:00:01:833,0.065,0.397,0.913,-11.902,15.991,-38.086,
00:00:01:850,0.064,0.397,0.915,-27.588,17.517,-36.683,
00:00:01:866,0.072,0.402,0.909,-41.138,15.869,-38.88,
00:00:01:883,0.071,0.422,0.908,-43.885,10.253,-26.246,
00:00:01:900,0.08,0.437,0.916,-50.599,22.338,-47.303,
00:00:01:916,0.087,0.452,0.9,-31.922,28.381,-31.189,
00:00:01:933,0.078,0.444,0.903,12.329,15.869,-35.096,
00:00:01:950,0.058,0.423,0.895,31.494,29.235,-16.48,
00:00:01:966,0.043,0.38,0.903,-2.32,10.131,-14.649,
00:00:01:983,0.028,0.392,0.898,-25.452,11.23,-21.79,
00:00:02:0,0.032,0.41,0.906,-34.79,28.198,-20.081,
00:00:02:16,0.052,0.426,0.916,-37.049,38.452,-31.495,
00:00:02:33,0.081,0.438,0.897,-32.105,36.377,-34.913,
00:00:02:50,0.076,0.458,0.888,-7.691,26.306,-18.555,
00:00:02:66,0.056,0.362,0.883,-154.236,42.48,-4.029,
00:00:02:83,0.083,0.501,0.922,60.73,37.597,-5.677,
00:00:02:100,0.101,0.415,0.888,52.124,4.272,24.597,
00:00:02:116,0.056,0.443,0.902,89.843,9.521,-41.26,
00:00:02:133,0.079,0.426,0.911,63.72,46.386,17.028,
00:00:02:150,0.088,0.388,0.905,102.661,65.063,22.216,
00:00:02:166,0.032,0.425,0.835,124.084,92.895,15.014,
00:00:02:183,0.07,0.541,0.926,260.681,97.534,11.047,
00:00:02:200,0.065,0.417,0.862,362.365,95.703,5.676,
00:00:02:216,0.064,0.419,0.942,373.352,53.466,-23.133,
00:00:02:233,0.015,0.33,0.909,371.948,84.899,-60.12,
00:00:02:250,0.116,0.328,0.986,324.218,153.381,-93.262,
00:00:02:266,0.16,0.25,0.947,267.151,81.359,-54.444,
00:00:02:283,0.096,0.288,0.958,285.766,19.531,-35.645,
00:00:02:300,-0.004,0.226,0.902,212.646,68.969,-66.407,
00:00:02:316,0.073,0.276,0.993,221.435,45.288,-76.294,
00:00:02:333,0.112,0.257,0.945,165.466,98.388,-52.124,
00:00:02:350,0.112,0.25,0.927,147.766,-40.711,-66.04,
00:00:02:366,0.094,0.26,0.971,134.887,0.854,-69.703,
00:00:02:383,0.096,0.233,0.973,119.262,14.892,-71.9,
00:00:02:400,0.104,0.225,0.978,87.219,20.446,-66.102,
00:00:02:416,0.111,0.229,0.972,53.283,24.963,-52.552,
00:00:02:433,0.113,0.215,0.969,20.874,23.315,-45.166,
00:00:02:450,0.113,0.215,0.975,-18.372,21.484,-38.269,
00:00:02:466,0.112,0.251,0.976,-41.077,29.113,-34.18,
00:00:02:483,0.118,0.275,0.955,-19.227,18.005,-36.255,
00:00:02:500,0.107,0.263,0.962,-0.184,8.361,-38.208,
00:00:02:516,0.099,0.247,0.977,9.887,13.427,-41.932,
00:00:02:533,0.109,0.242,0.969,6.713,19.348,-44.129,
00:00:02:550,0.109,0.248,0.959,3.967,16.601,-41.26,
00:00:02:566,0.11,0.259,0.971,10.131,18.371,-43.519,
00:00:02:583,0.109,0.255,0.959,14.465,14.099,-46.387,
00:00:02:600,0.114,0.25,0.973,21.911,15.38,-43.335,
00:00:02:616,0.113,0.247,0.968,18.188,18.859,-42.847,
00:00:02:633,0.117,0.242,0.969,23.742,16.479,-41.504,
00:00:02:650,0.116,0.234,0.968,20.08,13.427,-42.237,
00:00:02:666,0.108,0.226,0.972,14.77,13.183,-45.96,
00:00:02:683,0.111,0.227,0.975,6.408,18.493,-47.974,
00:00:02:700,0.113,0.233,0.973,-5.005,22.155,-42.786,
00:00:02:716,0.116,0.244,0.968,-7.264,21.85,-37.842,
00:00:02:733,0.119,0.248,0.966,-2.625,17.517,-33.326,
00:00:02:750,0.122,0.248,0.968,9.033,13.244,-32.776,
00:00:02:766,0.122,0.236,0.972,19.104,5.92,-30.274,
00:00:02:783,0.114,0.224,0.973,21.24,3.845,-35.95,
00:00:02:800,0.109,0.22,0.982,12.451,7.141,-31.678,
00:00:02:816,0.112,0.22,0.971,4.638,7.751,-30.335,
00:00:02:833,0.114,0.223,0.973,0.793,8.117,-26.001,
00:00:02:850,0.113,0.237,0.975,-1.77,8.911,-24.842,
00:00:02:866,0.118,0.231,0.968,-0.977,8.483,-23.499,
00:00:02:883,0.112,0.237,0.972,-2.442,10.07,-26.001,
00:00:02:900,0.113,0.237,0.968,8.606,12.023,-29.664,
00:00:02:916,0.119,0.226,0.975,11.23,9.948,-29.847,
00:00:02:933,0.113,0.216,0.979,7.812,11.535,-28.687,
00:00:02:950,0.112,0.213,0.987,-2.442,11.962,-23.377,
00:00:02:966,0.109,0.206,0.977,-23.56,16.54,-11.353,
00:00:02:983,0.121,0.196,0.997,-40.528,20.019,-0.428,
00:00:03:0,0.134,0.101,1.017,-105.896,27.71,24.963,
00:00:03:16,0.156,-0.001,1.058,-317.566,-5.677,53.772,
00:00:03:33,0.195,-0.026,1.161,-602.112,-74.585,88.562,
00:00:03:50,0.127,0.155,1.16,-742.493,-314.209,11.352,
00:00:03:66,0.378,0.584,1.492,-374.512,-473.938,-4.944,
00:00:03:83,0.492,0.535,1.714,-389.405,-570.984,284.729,
00:00:03:100,0.492,0.729,1.996,-172.547,-886.475,106.628,
00:00:03:116,0.543,0.658,2.028,-21.729,-1067.688,78.002,
00:00:03:133,0.598,0.584,1.931,-7.935,-1390.015,83.007,
00:00:03:150,0.558,0.583,1.923,-140.809,-1744.324,155.578,
00:00:03:166,0.492,0.732,2.013,-326.661,-1974.549,365.783,
00:00:03:183,0.478,0.88,1.962,-397.95,-2000,568.298,
00:00:03:200,0.517,0.888,1.735,-166.748,-2000,789.123,
00:00:03:216,0.463,0.745,1.437,304.565,-2000,882.995,
00:00:03:233,0.333,0.551,0.826,633.85,-2000,894.714,
00:00:03:250,0.252,0.375,0.291,942.016,-2000,764.038,
00:00:03:266,0.302,0.245,-0.244,1161.255,-2000,573.242,
00:00:03:283,0.253,0.213,-0.689,1210.571,-2000,432.739,
00:00:03:300,0.091,0.194,-0.939,1016.784,-2000,388.672,
00:00:03:316,-0.084,0.286,-1.344,854.431,-2000,503.051,
00:00:03:333,-0.221,0.226,-1.722,640.93,-2000,595.886,
00:00:03:350,-0.521,0.053,-1.936,360.229,-1599.183,638.916,
00:00:03:366,-0.703,-0.233,-1.938,76.599,-904.114,670.105,
00:00:03:383,-0.717,-0.388,-1.748,-126.16,-163.758,537.353,
00:00:03:400,-0.619,-0.325,-1.384,-294.129,536.987,291.87,
00:00:03:416,-0.541,-0.249,-1.051,-477.112,1292.297,-4.761,
00:00:03:433,-0.441,-0.292,-0.853,-725.464,1866.638,-318.116,
00:00:03:450,-0.359,-0.31,-0.716,-979.92,1999.694,-610.291,
00:00:03:466,-0.251,-0.25,-0.575,-983.46,1999.694,-768.128,
00:00:03:483,-0.18,-0.153,-0.266,-792.542,1999.694,-798.096,
00:00:03:500,-0.239,-0.017,-0.001,-595.215,1999.694,-743.836,
00:00:03:516,-0.352,0.065,0.367,-458.924,1999.694,-709.839,
00:00:03:533,-0.303,0.178,0.743,-422.73,1999.694,-678.101,
00:00:03:550,-0.203,0.333,1.147,-457.459,1999.694,-615.174,
00:00:03:566,-0.058,0.425,1.323,-600.708,1999.694,-553.101,
00:00:03:583,0.132,0.597,1.27,-453.125,1999.694,-481.202,
00:00:03:600,0.17,0.815,1.281,-57.74,1990.6,-320.252,
00:00:03:616,0.16,0.892,1.594,441.65,1821.777,-209.412,
00:00:03:633,0.167,0.786,1.985,622.192,1767.883,-168.885,
00:00:03:650,0.133,0.516,2.032,544.433,1701.66,-270.142,
00:00:03:666,0.186,0.183,1.69,269.104,1520.019,-285.096,
00:00:03:683,0.36,0.036,1.446,9.338,1139.831,-253.296,
00:00:03:700,0.456,0.308,1.797,-250.733,678.405,-170.777,
00:00:03:716,0.305,0.606,2.018,3.906,439.331,-66.895,
00:00:03:733,0.213,0.332,1.616,554.443,220.52,64.575,
00:00:03:750,0.105,-0.037,1.198,681.64,-57.862,125.854,
00:00:03:766,-0.037,-0.212,1.038,451.721,-187.073,72.265,
