TIMECODE,ACC_X,ACC_Y,ACC_Z,GYR_X,GYR_Y,GYR_Z,TAG
00:00:00:0,-0.042,-0.518,0.846,94.604,85.205,19.714,
00:00:00:16,-0.019,-0.545,0.865,80.2,93.627,-12.879,
00:00:00:33,-0.022,-0.541,0.845,62.683,38.757,-11.17,
00:00:00:50,-0.057,-0.563,0.856,4.15,-0.428,-47.73,
00:00:00:66,-0.069,-0.508,0.866,-2.015,-0.672,-17.945,
00:00:00:83,-0.067,-0.505,0.891,-2.015,-14.466,-26.185,
00:00:00:100,-0.108,-0.471,0.869,3.479,-28.992,-19.959,
00:00:00:116,-0.122,-0.458,0.878,37.414,-47.242,2.014,
00:00:00:133,-0.133,-0.473,0.901,44.372,-72.571,-6.287,
00:00:00:150,-0.129,-0.526,0.924,27.16,-29.114,-1.831,
00:00:00:166,-0.098,-0.56,0.852,29.846,79.65,-20.447,
00:00:00:183,-0.041,-0.53,0.851,-0.55,75.988,-1.648,
00:00:00:200,-0.022,-0.516,0.851,-1.16,27.587,-33.509,
00:00:00:216,-0.032,-0.506,0.869,10.009,-42.481,-39.124,
00:00:00:233,-0.056,-0.494,0.87,30.517,-59.571,-42.908,
00:00:00:250,-0.04,-0.245,1.003,157.165,-45.96,-71.351,
00:00:00:266,-0.098,-0.594,0.729,131.286,-11.109,-111.695,
00:00:00:283,-0.065,-0.722,1,143.493,-10.682,-56.275,
00:00:00:300,-0.083,-0.641,0.822,104.004,24.169,-23.987,
00:00:00:316,-0.076,-0.534,0.852,52.795,29.296,-6.897,
00:00:00:333,-0.076,-0.542,0.83,8.239,38.696,-22.889,
00:00:00:350,-0.069,-0.57,0.869,-5.005,42.297,-20.081,
00:00:00:366,-0.064,-0.567,0.861,16.967,52.49,-17.029,
00:00:00:383,-0.063,-0.513,0.854,54.992,52.368,-14.71,
00:00:00:400,-0.055,-0.511,0.829,64.514,58.044,-22.95,
00:00:00:416,-0.043,-0.55,0.847,90.576,43.945,-27.344,
00:00:00:433,-0.041,-0.602,0.842,81.848,14.038,-36.622,
00:00:00:450,-0.06,-0.623,0.826,1.342,-44.312,-44.312,
00:00:00:466,-0.07,-0.597,0.841,-33.448,-44.495,-40.833,
00:00:00:483,-0.076,-0.561,0.846,-38.269,-27.1,-36.56,
00:00:00:500,-0.075,-0.554,0.849,-29.969,0.244,-35.096,
00:00:00:516,-0.068,-0.569,0.846,-21.241,21.972,-34.729,
00:00:00:533,-0.06,-0.589,0.846,-21.18,26.245,-31.739,
00:00:00:550,-0.054,-0.593,0.836,-32.776,10.864,-37.415,
00:00:00:566,-0.058,-0.581,0.836,-48.523,-14.71,-38.086,
00:00:00:583,-0.064,-0.573,0.846,-66.59,-26.307,-42.359,
00:00:00:600,-0.073,-0.577,0.85,-77.759,-26.429,-40.955,
00:00:00:616,-0.08,-0.573,0.852,-82.459,-9.705,-37.598,
