TIMECODE,ACC_X,ACC_Y,ACC_Z,GYR_X,GYR_Y,GYR_Z,TAG
00:00:00:0,-0.178,-0.649,0.77,0.427,0.366,-36.56,
00:00:00:16,-0.175,-0.651,0.769,0.427,0.427,-36.499,
00:00:00:33,-0.178,-0.653,0.775,-3.174,-4.395,-36.683,
00:00:00:50,-0.179,-0.652,0.77,-0.184,-3.663,-31.739,
00:00:00:66,-0.173,-0.655,0.769,2.258,2.258,-29.786,
00:00:00:83,-0.17,-0.626,0.762,2.868,5.188,-29.969,
00:00:00:100,-0.173,-0.654,0.764,3.356,-0.916,-28.992,
00:00:00:116,-0.184,-0.65,0.768,7.507,-6.836,-24.414,
00:00:00:133,-0.19,-0.653,0.772,18.615,2.136,-17.212,
00:00:00:150,-0.188,-0.656,0.766,25.207,18.127,-10.437,
00:00:00:166,-0.179,-0.655,0.772,24.414,28.076,-8.423,
00:00:00:183,-0.169,-0.66,0.763,17.883,22.766,-12.024,
00:00:00:200,-0.172,-0.662,0.761,13.183,16.052,-16.968,
00:00:00:216,-0.169,-0.662,0.76,-1.343,12.268,-25.818,
00:00:00:233,-0.169,-0.66,0.757,-6.043,17.273,-34.668,
00:00:00:250,-0.17,-0.66,0.755,-6.958,10.803,-39.185,
00:00:00:266,-0.174,-0.663,0.757,-9.095,1.22,-41.871,
00:00:00:283,-0.179,-0.664,0.76,-14.161,4.211,-41.687,
00:00:00:300,-0.179,-0.664,0.764,-14.466,5.065,-37.171,
00:00:00:316,-0.178,-0.662,0.756,-11.902,12.085,-31.678,
00:00:00:333,-0.176,-0.655,0.757,-2.32,12.573,-27.222,
00:00:00:350,-0.18,-0.648,0.768,18.127,16.235,-24.292,
00:00:00:366,-0.178,-0.653,0.764,40.344,13.366,-23.194,
00:00:00:383,-3.259,1.553,1.866,14723.024,9726.808,2344.211,
00:00:00:400,-0.178,-0.684,0.767,-19.837,5.493,-33.692,
00:00:00:416,-0.174,-0.659,0.756,-32.227,23.254,-36.744,
00:00:00:433,-0.156,-0.647,0.759,-16.602,21.972,-39.124,
00:00:00:450,-0.156,-0.657,0.754,6.164,-2.93,-41.748,
00:00:00:466,-0.172,-0.672,0.755,15.564,-18.982,-39.917,
