TIMECODE,ACC_X,ACC_Y,ACC_Z,GYR_X,GYR_Y,GYR_Z,TAG
00:00:00:0,1.237,-0.063,0.252,683.96,418.823,328.735,
00:00:00:16,1.144,-0.216,0.283,1164.672,265.258,155.09,
00:00:00:33,1.13,-0.348,0.286,1314.392,155.822,39.123,
00:00:00:50,1.123,-0.407,0.291,1254.638,50.964,-33.448,
00:00:00:66,1.066,-0.379,0.266,1177.734,-49.073,-79.773,
00:00:00:83,0.997,-0.353,0.247,1143.371,-93.262,-123.536,
00:00:00:100,0.961,-0.379,0.236,1099.792,-106.568,-153.931,
00:00:00:116,0.94,-0.41,0.25,1013,-111.756,-157.41,
00:00:00:133,0.917,-0.384,0.246,705.932,-102.295,-99.915,
00:00:00:150,0.894,-0.384,0.221,598.816,-94.178,-79.163,
00:00:00:166,0.874,-0.388,0.217,502.502,-72.022,-48.706,
00:00:00:183,0.877,-0.394,0.229,378.723,-38.697,-25.513,
00:00:00:200,0.904,-0.403,0.224,255.554,-13.733,-2.869,
00:00:00:216,0.932,-0.355,0.2,58.166,-12.024,-3.602,
00:00:00:233,0.946,-0.347,0.184,48.034,-22.095,-28.87,
00:00:00:250,0.955,-0.337,0.179,53.222,-40.711,-60.425,
00:00:00:266,0.956,-0.33,0.17,68.298,-53.772,-89.478,
00:00:00:283,0.961,-0.321,0.156,84.533,-68.726,-118.714,
00:00:00:300,0.959,-0.326,0.14,101.318,-79.041,-145.813,
00:00:00:316,0.95,-0.331,0.118,89.843,-78.797,-163.331,
00:00:00:333,0.946,-0.33,0.111,67.321,-70.496,-175.049,
00:00:00:350,0.954,-0.322,0.11,35.705,-51.331,-179.017,
00:00:00:366,0.968,-0.305,0.098,7.69,-50.965,-181.458,
00:00:00:383,0.948,-0.288,0.083,5.554,-59.632,-187.073,
00:00:00:400,0.916,-0.28,0.077,19.226,-57.312,-192.078,
00:00:00:416,0.897,-0.284,0.075,29.419,-29.358,-188.355,
00:00:00:433,0.895,-0.292,0.071,26.55,3.967,-175.538,
00:00:00:450,0.898,-0.29,0.052,2.99,28.869,-156.067,
00:00:00:466,0.888,-0.287,0.041,-29.541,51.086,-136.902,
00:00:00:483,0.896,-0.27,0.059,-74.341,84.533,-108.338,
00:00:00:500,0.928,-0.243,0.041,-78.125,87.402,-82.886,
00:00:00:516,0.936,-0.218,0.016,-42.969,58.288,-72.205,
00:00:00:533,0.903,-0.265,0.056,46.814,27.16,-41.687,
00:00:00:550,0.92,-0.284,0.081,35.217,43.823,-21.729,
00:00:00:566,0.929,-0.29,0.103,12.756,60.852,-0.245,
00:00:00:583,0.941,-0.288,0.112,-8.851,79.711,18.981,
00:00:00:600,0.947,-0.283,0.114,-23.011,96.252,30.517,
00:00:00:616,0.957,-0.271,0.11,-18.25,100.891,43.579,
00:00:00:633,0.961,-0.266,0.103,-5.249,96.923,47.912,
00:00:00:650,0.955,-0.272,0.101,5.371,89.782,31.433,
00:00:00:666,0.959,-0.278,0.103,10.864,82.092,44.982,
00:00:00:683,0.962,-0.288,0.114,9.826,73.486,43.212,
00:00:00:700,0.965,-0.296,0.118,-1.099,69.58,42.297,
