TIMECODE,ACC_X,ACC_Y,ACC_Z,GYR_X,GYR_Y,GYR_Z,TAG
00:00:00:0,0.928,-0.376,0.178,-23.865,13.488,-21.912,
00:00:00:16,0.93,-0.373,0.174,-48.645,6.652,-26.307,
00:00:00:33,0.92,-0.368,0.184,-64.27,11.169,-26.917,
00:00:00:50,0.911,-0.354,0.192,-63.172,20.813,-27.039,
00:00:00:66,0.906,-0.367,0.198,-58.472,29.48,-28.87,
00:00:00:83,0.92,-0.488,0.169,-163.575,25.329,-50.538,
00:00:00:100,1.005,-0.524,0.114,-111.145,-62.989,-54.261,
00:00:00:116,1.022,-0.521,0.17,-42.542,-193.36,-98.45,
00:00:00:133,0.963,-0.535,0.248,-132.935,-253.968,-181.702,
00:00:00:150,0.907,-0.634,0.283,-263.062,-244.141,-268.006,
00:00:00:166,0.983,-0.346,0.214,-402.527,-256.165,-387.207,
00:00:00:183,0.875,-0.486,0.174,-144.532,-275.269,-417.176,
00:00:00:200,0.857,-0.474,0.142,-7.264,-249.329,-445.13,
00:00:00:216,0.849,-0.449,0.136,16.601,-208.68,-525.391,
00:00:00:233,0.796,-0.42,0.11,172.973,-136.292,-626.954,
00:00:00:250,0.76,-0.578,0.075,336.303,-70.923,-683.533,
00:00:00:266,0.759,-0.762,0.069,137.146,-25.574,-616.883,
00:00:00:283,0.827,-1.002,0.286,-1019.166,12.634,-477.784,
00:00:00:300,1.016,-0.179,0.527,-1989.258,-152.161,-412.842,
00:00:00:316,0.837,0.857,0.667,-1610.474,-353.943,-275.269,
00:00:00:333,0.822,-0.323,0.256,480.468,-58.045,-157.776,
00:00:00:350,0.642,-0.196,0.385,499.023,-27.405,-146.607,
00:00:00:366,0.752,-0.278,0.432,708.984,45.654,-74.707,
00:00:00:383,0.738,-0.391,0.408,895.08,25.512,-58.777,
00:00:00:400,0.748,-0.444,0.376,1067.077,8.911,-5.249,
00:00:00:416,0.806,-0.763,0.336,1365.905,-61.89,108.581,
