TIMECODE,ACC_X,ACC_Y,ACC_Z,GYR_X,GYR_Y,GYR_Z,TAG
00:00:00:0,0.947,0.139,0.183,5.31,13.855,-25.452,
00:00:00:16,0.953,0.144,0.184,0.183,11.779,-24.842,
00:00:00:33,0.952,0.146,0.188,2.624,11.169,-24.231,
00:00:00:50,0.941,0.149,0.189,1.281,7.019,-22.95,
00:00:00:66,0.936,0.148,0.185,4.455,9.643,-23.133,
00:00:00:83,0.939,0.146,0.185,7.141,10.925,-23.499,
00:00:00:100,0.937,0.141,0.182,5.798,12.878,-21.912,
00:00:00:116,0.936,0.143,0.179,5.737,11.535,-23.987,
00:00:00:133,0.933,0.142,0.174,3.845,13.794,-25.025,
00:00:00:150,0.931,0.141,0.172,4.272,13.794,-27.222,
00:00:00:166,0.936,0.144,0.174,4.455,14.404,-28.443,
00:00:00:183,0.943,0.148,0.18,7.873,15.991,-28.443,
00:00:00:200,0.941,0.153,0.189,8.056,10.192,-29.541,
00:00:00:216,0.941,0.155,0.196,12.695,12.023,-28.138,
00:00:00:233,0.942,0.159,0.195,17.089,15.075,-27.527,
00:00:00:250,0.947,0.154,0.194,23.864,16.235,-25.147,
00:00:00:266,0.944,0.148,0.193,27.404,16.601,-22.4,
00:00:00:283,0.94,0.146,0.191,25.451,14.526,-21.546,
00:00:00:300,0.94,0.144,0.195,22.766,15.075,-21.546,
00:00:00:316,0.944,0.145,0.19,23.681,13.305,-23.499,
00:00:00:333,0.947,0.145,0.187,20.385,12.512,-22.461,
00:00:00:350,0.943,0.145,0.182,20.813,14.404,-25.452,
00:00:00:366,0.944,0.148,0.177,21.484,13.488,-23.743,
00:00:00:383,0.939,0.147,0.173,22.522,14.343,-21.302,
00:00:00:400,0.94,0.143,0.169,25.634,12.939,-19.654,
00:00:00:416,0.938,0.137,0.168,26.184,12.146,-21.058,
00:00:00:433,0.937,0.134,0.176,24.78,12.695,-21.851,
00:00:00:450,0.944,0.135,0.175,19.958,12.085,-22.95,
00:00:00:466,0.946,0.138,0.181,19.348,11.352,-23.987,
00:00:00:483,0.943,0.141,0.188,18.859,12.573,-25.025,
