TIMECODE,ACC_X,ACC_Y,ACC_Z,GYR_X,GYR_Y,GYR_Z,TAG
00:00:00:0,0.94,0.218,0.072,6.103,7.202,-23.072,
00:00:00:16,0.942,0.217,0.07,7.324,8.178,-22.828,
00:00:00:33,0.95,0.214,0.069,5.371,10.803,-26.185,
00:00:00:50,0.959,0.217,0.074,7.324,8.117,-27.71,
00:00:00:66,0.958,0.222,0.073,10.315,9.948,-28.504,
00:00:00:83,0.956,0.225,0.078,14.892,7.629,-28.321,
00:00:00:100,0.952,0.223,0.078,9.216,9.155,-27.894,
00:00:00:116,0.946,0.225,0.079,5.249,7.873,-24.109,
00:00:00:133,0.943,0.227,0.079,8.483,7.507,-21.18,
00:00:00:150,0.946,0.224,0.076,14.831,10.864,-23.438,
00:00:00:166,0.953,0.22,0.076,18.127,12.512,-24.537,
00:00:00:183,0.952,0.217,0.073,6.836,10.131,-24.72,
00:00:00:200,0.951,0.22,0.071,5.127,7.934,-23.56,
00:00:00:216,0.942,0.222,0.072,9.094,7.629,-20.935,
00:00:00:233,0.944,0.219,0.07,14.831,10.437,-21.607,
00:00:00:250,0.949,0.214,0.072,16.174,10.742,-22.644,
00:00:00:266,0.951,0.213,0.076,13.61,9.277,-23.682,
00:00:00:283,0.954,0.212,0.072,8.544,7.69,-22.889,
00:00:00:300,0.95,0.216,0.077,3.418,9.704,-22.889,
00:00:00:316,0.951,0.221,0.074,4.577,8.117,-23.011,
00:00:00:333,0.954,0.22,0.078,10.62,10.253,-23.438,
00:00:00:350,0.953,0.215,0.078,6.408,7.568,-21.912,
00:00:00:366,0.952,0.216,0.077,4.516,5.004,-20.264,
00:00:00:383,0.948,0.215,0.072,2.868,6.103,-21.241,
00:00:00:400,0.951,0.215,0.072,1.22,7.446,-21.18,
00:00:00:416,0.956,0.214,0.074,0.488,6.469,-22.461,
00:00:00:433,0.955,0.214,0.068,0.305,2.868,-21.18,
00:00:00:450,0.952,0.214,0.07,2.136,5.92,-21.668,
00:00:00:466,0.954,0.212,0.072,2.746,4.272,-21.729,
