TIMECODE,ACC_X,ACC_Y,ACC_Z,GYR_X,GYR_Y,GYR_Z,TAG
00:00:00:0,0.916,-0.363,0.03,21.179,-13.306,-8.301,
00:00:00:16,0.917,-0.363,0.026,27.038,-13.916,-4.212,
00:00:00:33,0.916,-0.366,0.026,33.447,-15.503,-3.54,
00:00:00:50,0.92,-0.372,0.025,33.386,-12.818,-4.517,
00:00:00:66,0.92,-0.372,0.024,27.038,-6.409,-8.057,
00:00:00:83,0.925,-0.369,0.027,18.615,-3.602,-13.306,
00:00:00:100,0.92,-0.369,0.023,15.075,0.915,-20.813,
00:00:00:116,0.919,-0.368,0.025,9.155,6.774,-26.429,
00:00:00:133,0.909,-0.365,0.024,4.394,9.643,-30.396,
00:00:00:150,0.934,-0.364,0.033,-0.55,13.488,-31.434,
00:00:00:166,0.936,-0.362,0.027,-2.808,20.08,-28.931,
00:00:00:183,0.912,-0.359,0.029,-1.282,19.165,-24.964,
00:00:00:200,0.916,-0.357,0.032,5.676,16.296,-17.884,
00:00:00:216,0.917,-0.361,0.036,16.54,12.817,-9.461,
00:00:00:233,0.916,-0.367,0.038,21.362,7.202,-2.015,
00:00:00:250,0.914,-0.376,0.039,19.104,4.577,18.005,
00:00:00:266,0.915,-0.377,0.042,16.662,4.76,17.822,
00:00:00:283,0.912,-0.38,0.049,5.798,6.897,11.901,
00:00:00:300,0.909,-0.381,0.049,-3.846,10.864,6.836,
00:00:00:316,0.915,-0.38,0.049,-11.963,12.023,-2.015,
00:00:00:333,0.917,-0.377,0.043,-12.879,10.376,-10.865,
00:00:00:350,0.92,-0.377,0.043,-9.034,7.873,-19.532,
00:00:00:366,0.918,-0.372,0.046,-6.409,6.53,-29.664,
00:00:00:383,0.915,-0.372,0.048,-5.616,7.141,-36.56,
00:00:00:400,0.915,-0.372,0.049,-2.93,8.667,-45.96,
00:00:00:416,0.913,-0.37,0.046,-2.808,11.169,-49.622,
00:00:00:433,0.917,-0.367,0.043,-4.456,10.315,-53.589,
00:00:00:450,0.914,-0.368,0.047,-2.991,6.53,-53.772,
00:00:00:466,0.92,-0.367,0.045,-1.831,7.568,-53.65,
00:00:00:483,0.922,-0.366,0.045,-3.235,5.493,-52.063,
00:00:00:500,0.924,-0.365,0.044,-0.733,2.502,-49.439,
00:00:00:516,0.92,-0.365,0.044,3.601,1.831,-47.242,
00:00:00:533,0.919,-0.367,0.044,3.845,-0.306,-47.852,
