TIMECODE,ACC_X,ACC_Y,ACC_Z,GYR_X,GYR_Y,GYR_Z,TAG
00:00:00:0,-0.367,0.868,-0.373,-215.943,146.789,-132.203,
00:00:00:16,-0.375,0.866,-0.391,-178.894,132.324,-130.738,
00:00:00:33,-0.361,0.905,-0.385,-132.691,125.061,-128.663,
00:00:00:50,-0.35,0.891,-0.369,-110.962,108.337,-125.916,
00:00:00:66,-0.342,0.892,-0.367,-105.347,85.632,-125.916,
00:00:00:83,-0.354,0.862,-0.387,-117.676,58.044,-119.69,
00:00:00:100,-0.359,0.87,-0.368,-121.888,32.653,-119.873,
00:00:00:116,-0.362,0.855,-0.385,-125.061,22.277,-124.512,
00:00:00:133,-0.362,0.822,-0.387,-167.847,1.709,-127.93,
00:00:00:150,-0.355,0.837,-0.352,-165.65,-7.691,-131.897,
00:00:00:166,-0.375,0.817,-0.347,-119.873,-16.785,-131.165,
00:00:00:183,-0.388,0.832,-0.345,-20.935,-24.842,-130.127,
00:00:00:200,-0.4,0.827,-0.343,80.444,-1.831,-124.146,
00:00:00:216,-0.392,0.796,-0.355,120.971,9.46,-114.014,
00:00:00:233,-0.398,0.807,-0.355,138.366,-1.954,-114.808,
00:00:00:250,-0.402,0.778,-0.349,132.385,7.751,-116.7,
00:00:00:266,-0.399,0.789,-0.346,98.755,3.662,-116.7,
00:00:00:283,-0.393,0.812,-0.321,97.656,14.953,-120.667,
00:00:00:300,-0.393,0.818,-0.351,99.975,0.427,-115.357,
00:00:00:316,-0.403,0.832,-0.361,105.713,5.127,-99.427,
00:00:00:333,-0.388,0.844,-0.359,102.783,10.803,-80.384,
00:00:00:350,-0.379,0.839,-0.34,70.495,1.953,-59.571,
00:00:00:366,-0.383,0.849,-0.332,27.71,-4.639,-43.946,
00:00:00:383,-0.363,0.891,-0.304,10.07,-0.428,-21.912,
00:00:00:400,-0.358,0.889,-0.304,55.725,1.892,4.638,
00:00:00:416,-0.351,0.845,-0.353,109.497,7.69,27.832,
00:00:00:433,-0.355,0.872,-0.361,162.719,-13.977,48.645,
00:00:00:450,-0.368,0.839,-0.348,175.048,-8.912,71.289,
00:00:00:466,-0.374,0.786,-0.337,136.718,2.197,64.27,
00:00:00:483,-0.38,0.787,-0.353,83.984,6.347,56.823,
00:00:00:500,-0.389,0.784,-0.365,40.1,16.967,56.152,
00:00:00:516,-0.399,0.789,-0.361,36.01,21.423,53.772,
00:00:00:533,-0.408,0.8,-0.35,51.696,57.434,50.842,
00:00:00:550,-0.401,0.807,-0.318,75.5,85.693,49.56,
00:00:00:566,-0.408,0.816,-0.308,79.773,111.389,46.814,
00:00:00:583,-0.408,0.797,-0.322,59.204,123.962,44.616,
00:00:00:600,-0.408,0.789,-0.316,32.043,126.098,32.775,
00:00:00:616,-0.422,0.806,-0.32,22.827,131.836,32.165,
00:00:00:633,-0.436,0.809,-0.309,28.076,148.62,36.438,
00:00:00:650,-0.431,0.83,-0.276,38.269,172.973,45.715,
00:00:00:666,-0.416,0.864,-0.251,52.307,186.706,52.734,
00:00:00:683,-0.397,0.888,-0.267,26.489,185.485,64.514,
00:00:00:700,-0.377,0.928,-0.279,-4.822,166.687,67.077,
00:00:00:716,-0.375,0.966,-0.269,-0.061,142.578,71.655,
00:00:00:733,-0.378,0.965,-0.24,24.292,135.437,86.731,
00:00:00:750,-0.367,0.958,-0.203,69.091,130.066,98.693,
00:00:00:766,-0.367,0.958,-0.156,121.032,106.079,112.182,
00:00:00:783,-0.386,0.935,-0.143,153.869,76.049,129.882,
00:00:00:800,-0.416,0.896,-0.152,178.283,31.066,132.568,
00:00:00:816,-0.449,0.909,-0.177,157.959,-5.677,134.521,
00:00:00:833,-0.472,0.89,-0.177,136.84,-6.47,133.056,
00:00:00:850,-0.465,0.862,-0.195,117.004,-2.686,129.699,
00:00:00:866,-0.451,0.873,-0.171,124.45,-17.518,123.169,
00:00:00:883,-0.463,0.914,-0.159,142.151,-81.482,125.732,
00:00:00:900,-0.527,0.896,-0.18,159.301,-130.494,123.108,
00:00:00:916,-0.551,0.848,-0.179,149.353,-165.223,122.924,
00:00:00:933,-0.602,0.806,-0.156,111.145,-166.443,124.389,
00:00:00:950,-0.637,0.803,-0.193,99.06,-132.264,137.268,
00:00:00:966,-0.634,0.84,-0.212,71.472,-97.474,183.227,
00:00:00:983,-0.599,0.85,-0.207,59.204,-81.421,228.698,
00:00:01:0,-0.574,0.882,-0.201,75.561,-123.902,259.277,
00:00:01:16,-0.561,0.877,-0.246,49.987,-168.091,298.767,
00:00:01:33,-0.556,0.823,-0.279,-2.32,-214.844,339.233,
00:00:01:50,-0.558,0.825,-0.247,-48.951,-273.011,365.417,
00:00:01:66,-0.565,0.884,-0.217,-64.881,-322.632,405.09,
00:00:01:83,-0.561,0.892,-0.173,-29.175,-340.394,462.768,
00:00:01:100,-0.541,0.828,-0.151,56.091,-359.62,499.328,
00:00:01:116,-0.519,0.789,-0.196,118.774,-378.785,532.653,
00:00:01:133,-0.491,0.722,-0.263,153.503,-375.855,543.762,
00:00:01:150,-0.469,0.622,-0.294,192.443,-382.874,515.93,
00:00:01:166,-0.477,0.543,-0.329,207.824,-428.711,473.449,
00:00:01:183,-0.506,0.455,-0.36,170.776,-487.244,402.221,
00:00:01:200,-0.541,0.413,-0.324,109.436,-508.851,306.518,
00:00:01:216,-0.564,0.424,-0.323,47.851,-492.249,218.628,
00:00:01:233,-0.566,0.383,-0.346,-9.156,-470.52,144.348,
00:00:01:250,-0.577,0.352,-0.392,-49.866,-467.225,64.819,
00:00:01:266,-0.589,0.364,-0.425,-56.397,-471.802,-7.63,
00:00:01:283,-0.605,0.374,-0.461,-23.987,-460.511,-74.158,
00:00:01:300,-0.623,0.373,-0.474,26.428,-422.608,-144.715,
00:00:01:316,-0.613,0.368,-0.48,71.533,-404.419,-222.168,
00:00:01:333,-0.605,0.403,-0.492,95.886,-391.114,-282.593,
00:00:01:350,-0.598,0.442,-0.517,114.135,-377.137,-350.586,
00:00:01:366,-0.602,0.459,-0.591,88.745,-353.455,-400.574,
00:00:01:383,-0.606,0.481,-0.685,17.578,-309.144,-436.402,
00:00:01:400,-0.598,0.524,-0.669,-17.823,-253.724,-469.788,
00:00:01:416,-0.55,0.571,-0.631,-45.655,-174.744,-502.503,
00:00:01:433,-0.537,0.584,-0.565,-49.988,-168.641,-503.479,
00:00:01:450,-0.548,0.611,-0.538,-42.603,-163.025,-500.611,
00:00:01:466,-0.579,0.648,-0.578,-40.101,-140.809,-478.76,
00:00:01:483,-0.603,0.691,-0.64,-49.683,-99.793,-458.374,
00:00:01:500,-0.604,0.717,-0.654,-82.032,-62.195,-449.952,
00:00:01:516,-0.601,0.734,-0.677,-150.818,-26.307,-432.068,
