TIMECODE,ACC_X,ACC_Y,ACC_Z,GYR_X,GYR_Y,GYR_Z,TAG
00:00:00:0,-0.086,0.594,0.77,6.897,8.483,-20.447,
00:00:00:16,-0.089,0.595,0.768,3.295,10.498,-23.011,
00:00:00:33,-0.088,0.594,0.766,4.699,8.667,-23.56,
00:00:00:50,-0.089,0.599,0.774,4.211,10.925,-24.17,
00:00:00:66,-0.085,0.598,0.773,0.732,12.023,-25.269,
00:00:00:83,-0.082,0.599,0.769,0.793,11.901,-25.025,
00:00:00:100,-0.081,0.604,0.778,1.709,9.033,-22.828,
00:00:00:116,-0.086,0.604,0.777,3.662,10.376,-24.292,
00:00:00:133,-0.08,0.604,0.776,6.225,9.948,-22.339,
00:00:00:150,-0.084,0.606,0.775,5.371,7.446,-21.485,
00:00:00:166,-0.088,0.597,0.771,8.544,7.019,-20.386,
00:00:00:183,-0.089,0.596,0.774,10.681,8.789,-21.302,
00:00:00:200,-0.09,0.592,0.773,5.371,9.094,-21.241,
00:00:00:216,-0.087,0.594,0.773,4.272,9.521,-20.325,
00:00:00:233,-0.087,0.601,0.775,6.286,5.981,-22.706,
00:00:00:250,-0.087,0.593,0.773,4.516,7.568,-23.316,
00:00:00:266,-0.084,0.602,0.767,2.319,9.765,-23.804,
00:00:00:283,-0.085,0.6,0.775,5.371,9.277,-23.133,
00:00:00:300,-0.084,0.597,0.774,6.53,7.446,-23.072,
00:00:00:316,-0.084,0.601,0.777,5.188,8.728,-24.231,
00:00:00:333,-0.086,0.596,0.772,5.188,9.399,-20.447,
00:00:00:350,-0.082,0.601,0.776,6.469,9.704,-20.63,
00:00:00:366,-0.084,0.594,0.776,9.46,8.911,-21.79,
00:00:00:383,-0.085,0.597,0.778,7.995,9.033,-21.119,
00:00:00:400,-0.083,0.596,0.771,6.652,9.216,-22.644,
00:00:00:416,-0.088,0.591,0.773,4.455,6.836,-22.034,
00:00:00:433,-0.089,0.601,0.777,5.859,8.544,-22.522,
00:00:00:450,-0.086,0.591,0.777,6.103,10.864,-19.837,
00:00:00:466,-0.084,0.603,0.776,7.751,7.873,-20.569,
00:00:00:483,-0.085,0.6,0.772,12.268,6.591,-18.738,
00:00:00:500,-0.085,0.595,0.769,12.817,7.324,-18.494,
00:00:00:516,-0.086,0.596,0.773,14.404,7.324,-20.63,
00:00:00:533,-0.088,0.593,0.777,9.338,7.812,-21.851,
00:00:00:550,-0.086,0.599,0.776,10.07,9.033,-21.912,
00:00:00:566,-0.088,0.593,0.78,10.009,6.53,-20.142,
00:00:00:583,-0.087,0.596,0.778,6.591,7.507,-20.569,
00:00:00:600,-0.088,0.593,0.771,4.699,7.446,-21.912,
00:00:00:616,-0.087,0.599,0.772,5.249,5.065,-23.194,
00:00:00:633,-0.088,0.596,0.774,7.934,10.437,-23.194,
00:00:00:650,-0.087,0.6,0.776,9.094,8.972,-20.63,
00:00:00:666,-0.086,0.598,0.779,9.277,5.31,-22.706,
00:00:00:683,-0.087,0.594,0.779,9.155,7.629,-21.302,
00:00:00:700,-0.089,0.596,0.779,6.469,5.737,-20.386,
00:00:00:716,-0.089,0.592,0.774,10.376,7.812,-21.424,
00:00:00:733,-0.085,0.595,0.773,11.84,9.46,-21.668,
00:00:00:750,-0.087,0.593,0.777,9.277,7.385,-21.363,
00:00:00:766,-0.085,0.598,0.779,12.39,7.019,-21.912,
00:00:00:783,-0.086,0.596,0.775,9.582,6.347,-22.095,
00:00:00:800,-0.09,0.591,0.776,7.08,4.821,-22.644,
00:00:00:816,-0.092,0.598,0.769,7.507,5.92,-23.072,
00:00:00:833,-0.089,0.589,0.778,7.202,8.972,-22.706,
00:00:00:850,-0.089,0.6,0.779,7.995,7.446,-22.644,
00:00:00:866,-0.089,0.59,0.781,5.676,8.789,-22.644,
00:00:00:883,-0.088,0.592,0.78,5.798,8.972,-21.973,
00:00:00:900,-0.088,0.594,0.775,6.164,4.516,-21.79,
00:00:00:916,-0.089,0.593,0.774,7.507,10.253,-22.4,
00:00:00:933,-0.086,0.595,0.775,6.225,9.155,-22.461,
00:00:00:950,-0.085,0.595,0.777,9.704,8.85,-23.499,
00:00:00:966,-0.085,0.595,0.779,9.216,7.446,-23.865,
00:00:00:983,-0.085,0.59,0.779,6.53,8.789,-23.133,
00:00:01:0,-0.086,0.592,0.78,7.324,7.446,-23.621,
00:00:01:16,-0.084,0.594,0.778,9.582,5.188,-22.767,
00:00:01:33,-0.087,0.588,0.783,9.338,5.798,-22.583,
00:00:01:50,-0.086,0.591,0.782,4.333,7.812,-23.316,
00:00:01:66,-0.089,0.595,0.78,7.629,7.202,-22.461,
00:00:01:83,-0.089,0.594,0.772,9.704,5.432,-21.79,
00:00:01:100,-0.089,0.593,0.772,12.634,7.995,-20.508,
00:00:01:116,-0.09,0.593,0.779,13.855,8.361,-21.668,
00:00:01:133,-0.088,0.59,0.777,10.62,10.376,-21.058,
00:00:01:150,-0.088,0.589,0.784,7.751,10.803,-21.546,
00:00:01:166,-0.086,0.592,0.781,7.141,10.559,-22.706,
00:00:01:183,-0.087,0.589,0.78,7.934,8.178,-22.156,
00:00:01:200,-0.087,0.588,0.781,6.225,7.995,-21.973,
00:00:01:216,-0.089,0.594,0.781,7.568,10.192,-22.278,
00:00:01:233,-0.086,0.595,0.78,8.789,9.277,-21.363,
00:00:01:250,-0.087,0.594,0.776,11.23,9.094,-19.776,
00:00:01:266,-0.088,0.589,0.78,10.253,7.385,-20.081,
00:00:01:283,-0.087,0.588,0.777,7.812,5.981,-21.607,
00:00:01:300,-0.088,0.586,0.778,7.385,7.69,-21.973,
00:00:01:316,-0.086,0.588,0.78,4.638,9.582,-23.072,
00:00:01:333,-0.087,0.59,0.78,2.807,10.315,-25.696,
00:00:01:350,-0.092,0.593,0.779,2.929,8.789,-23.865,
00:00:01:366,-0.088,0.589,0.783,7.08,11.474,-24.048,
00:00:01:383,-0.09,0.593,0.784,5.065,10.07,-24.292,
