TIMECODE,ACC_X,ACC_Y,ACC_Z,GYR_X,GYR_Y,GYR_Z,TAG
00:00:00:0,0.012,-0.801,0.625,1.831,13.671,-17.212,
00:00:00:16,0.02,-0.808,0.626,-0.061,10.009,-13.733,
00:00:00:33,0.023,-0.818,0.613,-4.09,16.967,-0.977,
00:00:00:50,0.02,-0.818,0.618,-11.109,0.549,-4.09,
00:00:00:66,0.015,-0.818,0.617,-0.611,-1.587,-10.926,
00:00:00:83,0.012,-0.817,0.62,-7.203,-3.174,-22.706,
00:00:00:100,0.003,-0.815,0.615,-12.146,12.085,-13.489,
00:00:00:116,0.004,-0.815,0.616,-20.874,19.653,-12.085,
00:00:00:133,0.004,-0.815,0.622,-31.006,29.296,-11.17,
00:00:00:150,0.008,-0.808,0.62,-32.41,37.963,-1.648,
00:00:00:166,0.018,-0.804,0.624,-38.208,27.465,3.967,
00:00:00:183,0.019,-0.805,0.629,-33.387,26.428,0.671,
00:00:00:200,0.02,-0.801,0.632,-28.138,25.085,-2.808,
00:00:00:216,0.021,-0.798,0.633,-17.456,22.705,-6.897,
00:00:00:233,0.025,-0.797,0.634,-13.733,19.348,-9.461,
00:00:00:250,0.027,-0.803,0.632,-5.86,14.953,-12.085,
00:00:00:266,0.027,-0.806,0.63,-6.897,10.315,-13.794,
00:00:00:283,0.024,-0.807,0.634,-12.635,9.521,-17.151,
00:00:00:300,0.023,-0.802,0.632,-14.222,9.948,-16.297,
00:00:00:316,0.026,-0.798,0.638,-12.269,11.413,-17.64,
00:00:00:333,0.026,-0.793,0.636,-5.372,11.901,-17.395,
00:00:00:350,0.024,-0.799,0.631,-4.944,12.512,-17.945,
00:00:00:366,0.02,-0.804,0.633,-7.386,-1.648,-37.293,
00:00:00:383,0.019,-0.802,0.634,-5.433,22.338,-26.612,
00:00:00:400,0.027,-0.8,0.638,-8.728,21.057,-20.935,
00:00:00:416,0.027,-0.8,0.637,-12.696,20.935,-13.611,
00:00:00:433,0.026,-0.802,0.638,-14.161,15.197,-12.33,
00:00:00:450,0.024,-0.8,0.631,-15.015,11.474,-14.344,
00:00:00:466,0.025,-0.798,0.635,-18.128,16.784,-13.245,
00:00:00:483,0.026,-0.794,0.638,-12.146,18.31,-10.437,
00:00:00:500,0.029,-0.795,0.635,-11.597,18.676,-9.217,
00:00:00:516,0.028,-0.797,0.638,-7.752,18.92,-8.912,
00:00:00:533,0.031,-0.797,0.64,-11.719,12.756,-10.865,
00:00:00:550,0.034,-0.799,0.643,-12.207,12.939,-15.442,
00:00:00:566,0.03,-0.794,0.644,-13.55,11.596,-13.428,
00:00:00:583,0.032,-0.793,0.645,-11.719,11.901,-12.879,
00:00:00:600,0.031,-0.79,0.642,-8.24,13.61,-10.437,
00:00:00:616,0.036,-0.792,0.643,-5.677,16.784,-12.757,
00:00:00:633,0.038,-0.793,0.638,-2.015,11.352,-15.992,
00:00:00:650,0.035,-0.794,0.642,-6.714,5.31,-18.067,
00:00:00:666,0.032,-0.795,0.644,-4.09,1.281,-20.325,
00:00:00:683,0.03,-0.796,0.642,-10.621,2.441,-16.968,
00:00:00:700,0.028,-0.795,0.646,-12.574,9.216,-16.297,
00:00:00:716,0.034,-0.792,0.644,-13.55,15.319,-13.855,
00:00:00:733,0.036,-0.789,0.645,-13.672,16.54,-14.161,
00:00:00:750,0.038,-0.786,0.642,-11.719,12.878,-14.161,
00:00:00:766,0.039,-0.789,0.65,-4.395,8.361,-16.236,
00:00:00:783,0.04,-0.785,0.649,-1.343,5.615,-18.799,
00:00:00:800,0.036,-0.791,0.647,0.305,1.403,-22.706,
00:00:00:816,0.035,-0.793,0.645,1.525,2.014,-23.133,
00:00:00:833,0.036,-0.79,0.642,-2.564,0.854,-23.133,
00:00:00:850,0.031,-0.792,0.647,-1.038,0.122,-22.828,
00:00:00:866,0.034,-0.788,0.647,-3.296,-0.184,-23.072,
00:00:00:883,0.033,-0.788,0.653,-2.442,3.967,-22.583,
00:00:00:900,0.035,-0.782,0.652,0.549,2.38,-23.011,
00:00:00:916,0.038,-0.788,0.653,2.319,0.793,-23.194,
00:00:00:933,0.031,-0.788,0.647,7.141,-2.503,-23.743,
00:00:00:950,0.029,-0.79,0.643,4.028,-2.564,-21.607,
00:00:00:966,0.03,-0.793,0.647,4.455,-0.916,-23.377,
00:00:00:983,0.027,-0.791,0.649,-2.137,2.685,-21.241,
00:00:01:0,0.029,-0.789,0.646,-1.038,6.958,-19.349,
00:00:01:16,0.033,-0.787,0.649,-4.578,10.009,-18.189,
00:00:01:33,0.034,-0.788,0.653,-1.954,11.84,-17.334,
