TIMECODE,ACC_X,ACC_Y,ACC_Z,GYR_X,GYR_Y,GYR_Z,TAG
00:00:00:0,0.941,0.275,0.017,22.644,42.175,-75.318,
00:00:00:16,0.941,0.292,0.016,10.681,53.039,-76.966,
00:00:00:33,0.942,0.308,0.022,20.874,58.898,-78.064,
00:00:00:50,0.933,0.315,0.026,46.325,60.058,-78.553,
00:00:00:66,0.921,0.314,0.032,70.312,60.913,-76.722,
00:00:00:83,0.916,0.305,0.03,88.867,65.185,-69.153,
00:00:00:100,0.92,0.295,0.031,105.285,60.18,-61.585,
00:00:00:116,0.919,0.293,0.036,117.736,54.26,-56.519,
00:00:00:133,0.916,0.289,0.034,121.826,53.405,-52.43,
00:00:00:150,0.924,0.286,0.029,122.619,59.692,-47.852,
00:00:00:166,0.919,0.281,0.023,127.746,53.527,-44.922,
00:00:00:183,0.904,0.284,0,128.601,43.823,-37.293,
00:00:00:200,0.89,0.295,0.041,129.272,45.532,-32.166,
00:00:00:216,0.888,0.299,0.038,134.094,54.443,-28.199,
00:00:00:233,0.906,0.295,0.029,145.507,58.593,-25.025,
00:00:00:250,0.918,0.283,0.013,150.146,51.208,-22.767,
00:00:00:266,0.925,0.274,0.017,154.358,32.898,-18.189,
00:00:00:283,0.921,0.275,0.028,146.606,30.151,-13.672,
00:00:00:300,0.924,0.281,0.033,151.367,32.653,-14.283,
00:00:00:316,0.937,0.283,0.019,162.78,38.513,-15.259,
00:00:00:333,0.949,0.273,0.008,177.795,30.09,-21.302,
00:00:00:350,0.963,0.26,-0.001,190.673,15.991,-22.461,
00:00:00:366,0.966,0.244,-0.004,195.739,10.498,-21.18,
00:00:00:383,0.965,0.221,-0.011,186.95,2.807,-19.959,
00:00:00:400,0.958,0.208,-0.004,162.902,-5.127,-13.977,
00:00:00:416,0.945,0.208,-0.009,133.056,-4.761,-13.245,
00:00:00:433,0.909,0.211,-0.01,101.318,10.681,-17.945,
00:00:00:450,0.942,0.216,-0.014,79.834,23.071,-22.828,
00:00:00:466,0.952,0.225,-0.024,76.416,15.625,-31.25,
00:00:00:483,0.952,0.233,-0.015,85.998,5.554,-41.321,
00:00:00:500,0.933,0.233,-0.008,95.031,4.577,-49.805,
