TIMECODE,ACC_X,ACC_Y,ACC_Z,GYR_X,GYR_Y,GYR_Z,TAG
00:00:00:0,-0.007,0.331,0.929,-14.405,10.07,-21.119,
00:00:00:16,-0.018,0.33,0.94,-17.029,8.789,-19.104,
00:00:00:33,-0.018,0.342,0.924,-14.039,12.939,-16.297,
00:00:00:50,-0.013,0.351,0.931,-2.198,13.794,-19.776,
00:00:00:66,-0.011,0.327,0.928,2.014,11.474,-19.776,
00:00:00:83,-0.012,0.316,0.937,-7.447,11.047,-17.884,
00:00:00:100,-0.016,0.323,0.938,-20.569,16.296,-17.151,
00:00:00:116,-0.01,0.327,0.931,-29.908,15.686,-20.386,
00:00:00:133,-0.012,0.356,0.928,-26.001,17.944,-18.982,
00:00:00:150,-0.009,0.35,0.92,-15.87,11.901,-24.476,
00:00:00:166,-0.015,0.35,0.929,-5.433,16.723,-20.569,
00:00:00:183,-0.012,0.345,0.932,1.892,18.371,-21.424,
00:00:00:200,-0.009,0.313,0.928,1.586,21.24,-19.532,
00:00:00:216,-0.005,0.331,0.93,-1.709,16.723,-22.828,
00:00:00:233,-0.008,0.339,0.93,-5.127,16.784,-19.349,
00:00:00:250,-0.007,0.346,0.928,-8.057,15.747,-23.56,
00:00:00:266,-0.009,0.343,0.93,-6.409,14.587,-20.447,
00:00:00:283,-0.008,0.354,0.923,0.244,13.427,-19.165,
00:00:00:300,-0.011,0.352,0.932,5.798,10.253,-22.156,
00:00:00:316,-0.011,0.334,0.926,4.699,14.77,-21.119,
00:00:00:333,-0.009,0.337,0.932,-4.517,14.953,-21.546,
00:00:00:350,-0.007,0.336,0.926,-13.428,13.916,-19.898,
00:00:00:366,-0.007,0.338,0.933,-17.823,14.709,-19.471,
00:00:00:383,-0.005,0.352,0.925,-18.189,17.456,-20.813,
00:00:00:400,-0.005,0.358,0.921,-10.437,15.564,-22.889,
00:00:00:416,-0.011,0.366,0.926,0.549,15.38,-20.264,
00:00:00:433,-0.006,0.349,0.92,3.784,13.916,-21.424,
00:00:00:450,-0.006,0.346,0.93,5.004,14.587,-18.921,
00:00:00:466,-0.006,0.337,0.921,-2.259,15.747,-18.677,
00:00:00:483,-0.005,0.338,0.931,-6.958,14.099,-19.288,
00:00:00:500,-0.008,0.354,0.93,-12.696,16.479,-19.776,
00:00:00:516,-0.005,0.357,0.926,-11.963,14.404,-24.537,
00:00:00:533,-0.002,0.369,0.918,0,14.77,-23.316,
00:00:00:550,-0.005,0.356,0.913,11.84,12.878,-23.865,
00:00:00:566,-0.006,0.355,0.932,15.014,12.207,-21.546,
00:00:00:583,-0.009,0.315,0.922,12.878,15.808,-22.706,
00:00:00:600,-0.003,0.342,0.926,6.713,13.244,-23.865,
00:00:00:616,-0.001,0.348,0.917,2.563,18.554,-20.081,
00:00:00:633,0,0.343,0.923,2.38,13.61,-21.546,
00:00:00:650,0,0.35,0.924,-1.038,16.54,-18.067,
00:00:00:666,0.002,0.347,0.923,-2.991,11.962,-20.447,
00:00:00:683,-0.007,0.353,0.926,-5.433,14.526,-16.602,
00:00:00:700,-0.004,0.356,0.919,-2.32,14.526,-18.677,
00:00:00:716,-0.006,0.363,0.926,2.685,12.939,-18.982,
00:00:00:733,-0.005,0.356,0.92,4.821,16.479,-19.41,
00:00:00:750,-0.002,0.358,0.929,8.483,15.197,-23.804,
00:00:00:766,-0.002,0.349,0.923,5.92,16.784,-20.63,
00:00:00:783,0.002,0.346,0.928,2.197,13.305,-21.912,
00:00:00:800,0,0.358,0.924,-0.061,17.822,-17.64,
00:00:00:816,0.001,0.348,0.924,1.037,11.962,-22.156,
00:00:00:833,-0.002,0.356,0.926,1.22,14.16,-17.395,
00:00:00:850,-0.002,0.355,0.917,2.563,11.901,-19.593,
00:00:00:866,0,0.355,0.932,2.441,9.521,-18.738,
00:00:00:883,-0.005,0.352,0.912,1.525,9.46,-18.982,
00:00:00:900,-0.005,0.352,0.925,-1.648,12.634,-21.546,
00:00:00:916,0.002,0.358,0.918,-3.235,12.939,-19.654,
00:00:00:933,0,0.364,0.918,1.525,10.192,-23.499,
00:00:00:950,-0.002,0.36,0.925,7.385,10.376,-20.142,
00:00:00:966,-0.002,0.349,0.923,7.568,7.446,-22.278,
00:00:00:983,-0.003,0.347,0.934,3.356,9.643,-20.264,
00:00:01:0,-0.003,0.346,0.921,-3.968,11.962,-21.363,
00:00:01:16,0,0.353,0.929,-8.728,10.07,-22.095,
00:00:01:33,-0.003,0.36,0.919,-7.203,12.878,-20.142,
00:00:01:50,0.003,0.36,0.928,-5.982,10.192,-22.217,
00:00:01:66,0,0.366,0.925,-0.977,13.061,-19.104,
00:00:01:83,0.002,0.358,0.92,2.441,10.376,-22.583,
00:00:01:100,0.003,0.357,0.92,5.737,9.46,-17.518,
00:00:01:116,0.001,0.359,0.917,8.789,5.065,-18.799,
00:00:01:133,-0.003,0.362,0.929,7.812,4.089,-18.189,
00:00:01:150,-0.004,0.351,0.918,5.981,8.361,-21.546,
00:00:01:166,0.002,0.344,0.926,-1.831,7.141,-23.438,
00:00:01:183,0.001,0.356,0.919,-5.555,8.667,-19.104,
00:00:01:200,0.003,0.358,0.919,-5.005,6.53,-22.522,
00:00:01:216,0.001,0.365,0.921,15.197,6.774,-17.884,
00:00:01:233,0,0.35,0.92,0.366,3.479,-19.776,
00:00:01:250,-0.001,0.363,0.928,-0.733,7.69,-17.518,
00:00:01:266,-0.003,0.359,0.918,-0.245,7.324,-22.583,
00:00:01:283,0.001,0.365,0.928,1.464,8.606,-18.921,
00:00:01:300,0,0.367,0.918,7.751,8.117,-20.325,
00:00:01:316,-0.032,0.363,0.925,10.864,6.225,-20.081,
00:00:01:333,-0.001,0.356,0.92,6.774,9.582,-16.907,
00:00:01:350,0.002,0.353,0.92,3.784,7.751,-18.433,
00:00:01:366,-0.001,0.357,0.927,-2.808,8.667,-18.494,
00:00:01:383,-0.001,0.354,0.915,-6.348,7.202,-19.959,
00:00:01:400,-0.002,0.371,0.927,-6.165,7.751,-19.288,
00:00:01:416,-0.003,0.363,0.911,-0.061,7.385,-21.79,
