TIMECODE,ACC_X,ACC_Y,ACC_Z,GYR_X,GYR_Y,GYR_Z,TAG
00:00:00:0,-0.058,0.946,0.201,2.136,6.836,-21.851,
00:00:00:16,-0.058,0.95,0.2,2.014,8.361,-21.79,
00:00:00:33,-0.056,0.947,0.198,7.873,8.3,-20.813,
00:00:00:50,-0.059,0.954,0.197,11.84,9.033,-21.302,
00:00:00:66,-0.057,0.944,0.197,16.357,9.948,-21.424,
00:00:00:83,-0.057,0.943,0.209,9.948,9.033,-20.325,
00:00:00:100,-0.056,0.946,0.21,5.737,10.864,-21.424,
00:00:00:116,-0.055,0.945,0.206,3.906,8.972,-22.644,
00:00:00:133,-0.055,0.951,0.204,3.662,5.737,-21.424,
00:00:00:150,-0.056,0.944,0.199,6.286,5.981,-21.973,
00:00:00:166,-0.06,0.952,0.203,4.943,7.812,-22.095,
00:00:00:183,-0.06,0.95,0.198,13.366,7.69,-21.424,
00:00:00:200,-0.061,0.948,0.2,11.169,8.178,-20.386,
00:00:00:216,-0.057,0.951,0.204,11.84,10.925,-21.302,
00:00:00:233,-0.053,0.941,0.204,8.667,7.934,-21.668,
00:00:00:250,-0.06,0.947,0.21,5.859,10.62,-21.241,
00:00:00:266,-0.057,0.944,0.208,3.723,8.3,-22.4,
00:00:00:283,-0.06,0.947,0.208,2.868,7.69,-21.973,
00:00:00:300,-0.058,0.946,0.204,5.371,8.422,-22.644,
00:00:00:316,-0.06,0.951,0.201,1.037,8.606,-21.485,
00:00:00:333,-0.057,0.952,0.199,8.361,9.887,-21.302,
00:00:00:350,-0.057,0.95,0.201,12.146,8.667,-20.691,
00:00:00:366,-0.055,0.949,0.201,13.549,10.437,-21.058,
00:00:00:383,-0.053,0.943,0.209,12.878,8.361,-21.18,
00:00:00:400,-0.056,0.944,0.209,2.563,8.483,-20.997,
00:00:00:416,-0.057,0.943,0.207,1.037,8.239,-21.851,
00:00:00:433,-0.057,0.945,0.203,-4.09,8.056,-22.706,
00:00:00:450,-0.063,0.954,0.203,-2.32,8.544,-21.851,
00:00:00:466,-0.059,0.951,0.193,8.728,8.667,-19.593,
00:00:00:483,-0.06,0.951,0.195,9.765,9.46,-20.447,
00:00:00:500,-0.06,0.948,0.204,15.014,11.84,-20.02,
00:00:00:516,-0.056,0.951,0.205,13.061,10.559,-22.4,
00:00:00:533,-0.057,0.939,0.208,9.094,10.131,-22.461,
00:00:00:550,-0.056,0.946,0.214,-1.16,10.192,-21.607,
00:00:00:566,-0.057,0.944,0.204,-0.916,7.751,-22.156,
00:00:00:583,-0.059,0.947,0.202,-3.846,6.53,-20.264,
00:00:00:600,-0.056,0.949,0.2,1.037,8.544,-21.485,
00:00:00:616,-0.056,0.95,0.195,5.676,7.141,-21.668,
00:00:00:633,-0.058,0.954,0.196,9.704,7.385,-20.508,
00:00:00:650,-0.058,0.943,0.204,8.606,8.606,-21.79,
00:00:00:666,-0.056,0.948,0.206,5.798,8.911,-23.011,
00:00:00:683,-0.055,0.938,0.205,5.554,6.225,-20.508,
00:00:00:700,-0.057,0.944,0.207,-1.526,7.019,-21.485,
00:00:00:716,-0.06,0.944,0.204,-2.93,6.164,-21.18,
00:00:00:733,-0.063,0.956,0.199,-2.564,7.812,-21.79,
00:00:00:750,-0.062,0.955,0.197,4.028,10.192,-21.546,
00:00:00:766,-0.058,0.945,0.195,10.742,6.836,-21.729,
00:00:00:783,-0.062,0.951,0.199,8.178,9.582,-21.851,
00:00:00:800,-0.056,0.946,0.198,10.986,8.178,-22.4,
00:00:00:816,-0.059,0.952,0.205,6.286,10.864,-20.813,
00:00:00:833,-0.058,0.946,0.208,7.263,10.925,-21.119,
00:00:00:850,-0.054,0.944,0.203,5.859,9.155,-21.973,
00:00:00:866,-0.057,0.946,0.199,2.807,8.85,-21.973,
