TIMECODE,ACC_X,ACC_Y,ACC_Z,GYR_X,GYR_Y,GYR_Z,TAG
00:00:00:0,0.853,0.429,0.198,3.418,5.676,-19.349,
00:00:00:16,0.85,0.434,0.206,-0.977,7.629,-20.386,
00:00:00:33,0.846,0.429,0.213,6.897,7.08,-20.752,
00:00:00:50,0.843,0.425,0.213,8.483,6.713,-19.471,
00:00:00:66,0.836,0.424,0.214,7.324,7.263,-19.837,
00:00:00:83,0.84,0.43,0.213,5.31,9.704,-21.79,
00:00:00:100,0.842,0.437,0.208,5.127,7.751,-21.424,
00:00:00:116,0.844,0.436,0.205,5.004,7.141,-19.837,
00:00:00:133,0.852,0.436,0.197,7.385,8.056,-19.959,
00:00:00:150,0.852,0.43,0.201,5.432,6.713,-18.616,
00:00:00:166,0.85,0.428,0.205,5.371,6.286,-19.043,
00:00:00:183,0.846,0.427,0.211,2.746,6.286,-17.579,
00:00:00:200,0.848,0.427,0.21,0,6.53,-18.006,
00:00:00:216,0.847,0.431,0.21,-3.907,4.455,-19.898,
00:00:00:233,0.845,0.435,0.21,-5.555,1.831,-18.86,
00:00:00:250,0.846,0.44,0.205,-7.081,2.685,-17.64,
00:00:00:266,0.846,0.444,0.207,-6.165,2.807,-18.86,
00:00:00:283,0.847,0.443,0.202,-3.54,2.624,-16.663,
00:00:00:300,0.845,0.442,0.206,-0.306,2.99,-15.686,
00:00:00:316,0.842,0.44,0.212,2.197,4.516,-15.931,
00:00:00:333,0.844,0.435,0.209,5.798,4.577,-15.992,
00:00:00:350,0.874,0.427,0.215,5.981,4.577,-16.358,
00:00:00:366,0.847,0.43,0.203,6.042,5.371,-16.541,
00:00:00:383,0.848,0.432,0.207,3.173,5.859,-19.471,
00:00:00:400,0.842,0.433,0.211,2.38,5.127,-20.142,
00:00:00:416,0.841,0.436,0.216,2.99,5.065,-16.907,
00:00:00:433,0.849,0.435,0.204,2.197,4.943,-17.273,
00:00:00:450,0.854,0.438,0.207,-3.296,3.845,-20.203,
00:00:00:466,0.849,0.447,0.206,-8.851,3.845,-22.706,
00:00:00:483,0.843,0.458,0.212,-7.63,5.554,-22.644,
00:00:00:500,0.836,0.456,0.214,2.563,7.019,-20.142,
00:00:00:516,0.829,0.448,0.216,12.634,9.155,-19.349,
00:00:00:533,0.828,0.443,0.219,16.54,10.315,-19.715,
00:00:00:550,0.833,0.444,0.213,22.644,11.84,-19.959,
00:00:00:566,0.841,0.443,0.213,26.001,13.244,-20.691,
00:00:00:583,0.841,0.439,0.206,30.212,12.817,-20.691,
00:00:00:600,0.849,0.435,0.205,34.057,14.343,-18.555,
00:00:00:616,0.854,0.43,0.205,36.254,14.282,-19.532,
00:00:00:633,0.858,0.426,0.207,30.456,14.526,-20.569,
00:00:00:650,0.854,0.429,0.208,24.108,14.221,-22.706,
00:00:00:666,0.851,0.432,0.214,20.019,13.427,-22.95,
00:00:00:683,0.846,0.434,0.214,0.122,12.878,-21.851,
00:00:00:700,0.838,0.437,0.215,15.441,12.329,-20.203,
00:00:00:716,0.836,0.439,0.214,15.991,9.704,-18.372,
00:00:00:733,0.836,0.441,0.213,15.197,10.07,-19.776,
00:00:00:750,0.838,0.439,0.208,17.089,10.192,-19.349,
00:00:00:766,0.839,0.444,0.202,21.545,12.939,-19.837,
00:00:00:783,0.841,0.44,0.204,26.367,14.465,-21.302,
00:00:00:800,0.846,0.435,0.214,31.311,15.258,-21.668,
00:00:00:816,0.845,0.432,0.218,32.836,14.709,-22.4,
00:00:00:833,0.846,0.425,0.219,34.484,17.517,-23.072,
00:00:00:850,0.852,0.424,0.207,32.592,14.831,-22.889,
00:00:00:866,0.853,0.422,0.212,26.489,14.709,-25.33,
00:00:00:883,0.848,0.431,0.209,19.104,9.887,-19.349,
00:00:00:900,0.854,0.431,0.209,12.634,10.131,-20.325,
00:00:00:916,0.854,0.435,0.207,2.685,6.897,-19.349,
00:00:00:933,0.846,0.441,0.209,-0.977,6.042,-20.997,
00:00:00:950,0.839,0.438,0.213,0.976,4.821,-18.616,
00:00:00:966,0.833,0.434,0.216,4.516,6.408,-16.358,
00:00:00:983,0.832,0.431,0.217,8.728,9.643,-15.259,
00:00:01:0,0.836,0.429,0.213,6.897,10.864,-17.518,
00:00:01:16,0.84,0.433,0.214,9.033,10.376,-19.654,
00:00:01:33,0.842,0.438,0.21,11.474,12.268,-21.119,
00:00:01:50,0.85,0.441,0.207,30.944,10.559,-19.104,
00:00:01:66,0.851,0.437,0.207,17.456,13.305,-19.471,
00:00:01:83,0.853,0.437,0.21,14.16,11.291,-21.302,
00:00:01:100,0.851,0.436,0.213,12.512,12.085,-22.278,
00:00:01:116,0.842,0.436,0.218,13.61,11.962,-19.41,
00:00:01:133,0.84,0.435,0.211,14.343,9.521,-19.593,
00:00:01:150,0.837,0.435,0.218,12.207,11.352,-17.395,
00:00:01:166,0.84,0.437,0.213,12.207,9.826,-18.921,
00:00:01:183,0.842,0.439,0.209,7.019,8.667,-19.349,
00:00:01:200,0.843,0.442,0.205,7.873,9.521,-20.203,
00:00:01:216,0.844,0.443,0.206,11.962,9.765,-20.081,
00:00:01:233,0.844,0.436,0.209,14.282,9.582,-19.654,
00:00:01:250,0.848,0.433,0.215,16.052,11.535,-18.982,
00:00:01:266,0.844,0.431,0.213,15.197,9.46,-22.034,
00:00:01:283,0.845,0.433,0.208,14.038,10.803,-23.133,
00:00:01:300,0.85,0.434,0.209,13.61,10.376,-23.072,
00:00:01:316,0.845,0.434,0.213,15.014,12.085,-23.438,
00:00:01:333,0.842,0.437,0.215,16.479,11.291,-21.729,
