TIMECODE,ACC_X,ACC_Y,ACC_Z,GYR_X,GYR_Y,GYR_Z,TAG
00:00:00:0,0.874,-0.572,0.034,-121.46,19.104,62.561,
00:00:00:16,0.888,-0.568,0.031,-69.458,-5.433,49.377,
00:00:00:33,0.883,-0.562,0.026,4.211,-28.199,38.391,
00:00:00:50,0.861,-0.554,0.03,77.453,-40.039,22.094,
00:00:00:66,0.849,-0.557,0.041,136.413,-38.88,0,
00:00:00:83,0.83,-0.566,0.039,161.865,-27.222,-17.945,
00:00:00:100,0.812,-0.554,0.04,177.917,-15.137,-33.204,
00:00:00:116,0.794,-0.574,0.041,164.306,5.127,-48.706,
00:00:00:133,0.784,-0.584,0.045,82.702,34.545,-52.124,
00:00:00:150,0.785,-0.581,0.049,5.127,61.096,-54.627,
00:00:00:166,0.789,-0.57,0.06,-68.909,76.904,-49.866,
00:00:00:183,0.804,-0.555,0.073,-107.483,84.228,-42.786,
00:00:00:200,0.814,-0.544,0.064,-114.258,63.049,-38.331,
00:00:00:216,0.827,-0.542,0.054,-88.501,65.124,-36.56,
00:00:00:233,0.835,-0.54,0.056,-50.965,43.884,-37.842,
00:00:00:250,0.845,-0.55,0.068,-13.367,23.681,-40.162,
00:00:00:266,0.853,-0.535,0.082,21.789,8.361,-38.941,
00:00:00:283,0.859,-0.528,0.089,60.913,-5.494,-42.664,
00:00:00:300,0.855,-0.542,0.096,76.904,-15.503,-44.678,
00:00:00:316,0.844,-0.537,0.11,54.626,-17.395,-43.03,
00:00:00:333,0.838,-0.522,0.115,34.973,-9.4,-42.786,
00:00:00:350,0.842,-0.518,0.118,22.216,-6.531,-40.894,
00:00:00:366,0.846,-0.512,0.116,14.404,-6.958,-32.471,
00:00:00:383,0.838,-0.514,0.109,26.916,-14.161,-25.818,
00:00:00:400,0.836,-0.518,0.102,46.875,-20.203,-20.691,
00:00:00:416,0.829,-0.527,0.094,62.561,-28.565,-13.55,
00:00:00:433,0.825,-0.537,0.08,69.336,-34.607,-12.146,
00:00:00:450,0.842,-0.55,0.071,75.866,-34.729,-11.719,
00:00:00:466,0.849,-0.558,0.057,82.214,-39.917,-9.888,
00:00:00:483,0.839,-0.564,0.05,81.909,-43.58,-6.348,
00:00:00:500,0.827,-0.564,0.044,68.359,-40.711,-5.127,
00:00:00:516,0.819,-0.565,0.047,56.396,-33.265,-13.001,
00:00:00:533,0.816,-0.564,0.048,46.386,-26.856,-17.945,
00:00:00:550,0.814,-0.559,0.046,35.4,-20.386,-22.583,
00:00:00:566,0.808,-0.559,0.039,38.086,-19.715,-25.391,
00:00:00:583,0.804,-0.559,0.037,44.738,-19.532,-29.297,
00:00:00:600,0.807,-0.563,0.037,48.339,-16.48,-33.448,
00:00:00:616,0.81,-0.564,0.038,48.156,-13.123,-35.462,
00:00:00:633,0.813,-0.57,0.04,49.804,-12.269,-34.974,
00:00:00:650,0.82,-0.575,0.035,45.044,-9.339,-34.241,
00:00:00:666,0.82,-0.581,0.042,37.475,-6.165,-34.852,
00:00:00:683,0.82,-0.585,0.053,23.193,-4.395,-40.467,
00:00:00:700,0.828,-0.572,0.056,16.174,-2.198,-52.247,
00:00:00:716,0.843,-0.559,0.058,13.488,-1.831,-65.369,
00:00:00:733,0.842,-0.547,0.066,14.77,-5.127,-73.182,
