TIMECODE,ACC_X,ACC_Y,ACC_Z,GYR_X,GYR_Y,GYR_Z,TAG
00:00:00:0,-0.217,0.414,0.899,-19.593,2.99,-29.725,
00:00:00:16,-0.215,0.413,0.9,-21.546,11.108,-33.509,
00:00:00:33,-0.216,0.413,0.896,-18.067,11.352,-33.692,
00:00:00:50,-0.21,0.414,0.893,-20.935,10.986,-33.204,
00:00:00:66,-0.21,0.412,0.895,-19.776,9.277,-33.081,
00:00:00:83,-0.207,0.41,0.894,-23.316,7.08,-34.241,
00:00:00:100,-0.209,0.416,0.898,-27.283,3.845,-36.927,
00:00:00:116,-0.212,0.409,0.898,-28.687,2.502,-42.298,
00:00:00:133,-0.214,0.408,0.9,-33.02,6.53,-40.894,
00:00:00:150,-0.213,0.416,0.897,-34.119,7.507,-39.856,
00:00:00:166,-0.217,0.421,0.896,-30.03,23.498,-19.532,
00:00:00:183,-0.218,0.415,0.9,-13.306,35.705,-13.916,
00:00:00:200,-0.242,0.426,0.905,17.639,74.829,-5.921,
00:00:00:216,-0.225,0.443,0.878,51.147,78.979,-6.348,
00:00:00:233,-0.207,0.424,0.884,61.889,69.397,-12.94,
00:00:00:250,-0.215,0.413,0.884,49.194,49.133,-10.437,
00:00:00:266,-0.214,0.408,0.899,52.124,46.264,-10.56,
00:00:00:283,-0.209,0.416,0.898,49.804,43.762,-8.484,
00:00:00:300,-0.228,0.497,0.878,94.116,52.185,-6.348,
00:00:00:316,-0.23,0.514,0.888,224.914,70.373,-29.114,
00:00:00:333,-0.16,0.406,0.9,367.981,101.013,-65.979,
00:00:00:350,-0.159,0.275,0.963,356.079,73.669,-101.563,
00:00:00:366,-0.164,0.221,0.97,214.965,18.859,-109.681,
00:00:00:383,-0.177,0.267,0.958,64.392,-23.682,-97.657,
00:00:00:400,-0.195,0.413,0.91,23.681,-40.955,-82.032,
00:00:00:416,-0.207,0.517,0.878,115.417,-22.583,-77.515,
