TIMECODE,ACC_X,ACC_Y,ACC_Z,GYR_X,GYR_Y,GYR_Z,TAG
00:00:00:0,0.079,-0.375,0.942,-44.19,8.667,-28.443,
00:00:00:16,0.077,-0.36,0.947,-34.852,4.028,-28.016,
00:00:00:33,0.078,-0.367,0.943,-23.133,1.831,-26.612,
00:00:00:50,0.076,-0.383,0.943,-16.846,5.065,-27.649,
00:00:00:66,0.076,-0.379,0.944,-16.785,8.3,-26.062,
00:00:00:83,0.084,-0.385,0.94,-21.363,6.958,-28.138,
00:00:00:100,0.081,-0.379,0.939,-20.203,6.958,-30.823,
00:00:00:116,0.079,-0.376,0.94,-17.884,4.394,-32.105,
00:00:00:133,0.076,-0.369,0.942,-15.625,2.441,-32.837,
00:00:00:150,0.073,-0.372,0.948,-12.757,5.371,-31.922,
00:00:00:166,0.072,-0.38,0.942,-14.222,7.019,-29.48,
00:00:00:183,0.073,-0.379,0.943,-14.954,8.056,-30.152,
00:00:00:200,0.076,-0.377,0.94,-10.132,16.601,-28.565,
00:00:00:216,0.081,-0.375,0.942,-5.555,13.183,-28.26,
00:00:00:233,0.084,-0.373,0.943,6.958,12.451,-23.743,
00:00:00:250,0.093,-0.369,0.935,33.874,7.019,-25.94,
00:00:00:266,0.075,-0.381,0.931,1.037,9.948,-32.593,
00:00:00:283,0.07,-0.384,0.938,3.234,9.094,-32.532,
00:00:00:300,0.073,-0.391,0.94,5.188,15.136,-26.429,
00:00:00:316,0.079,-0.399,0.937,1.098,17.395,-27.771,
00:00:00:333,0.079,-0.394,0.933,-9.644,15.441,-31.434,
00:00:00:350,0.077,-0.384,0.94,-15.625,12.756,-31.983,
00:00:00:366,0.08,-0.378,0.94,-12.085,11.596,-31.189,
00:00:00:383,0.079,-0.375,0.94,-4.578,11.352,-29.053,
00:00:00:400,0.083,-0.389,0.931,0.793,8.361,-29.602,
00:00:00:416,0.079,-0.391,0.932,-2.625,11.352,-28.321,
00:00:00:433,0.078,-0.395,0.938,-9.644,11.169,-29.847,
00:00:00:450,0.075,-0.392,0.939,-11.719,8.056,-28.26,
00:00:00:466,0.078,-0.399,0.931,-17.945,14.465,-27.771,
00:00:00:483,0.074,-0.394,0.936,-18.006,12.451,-27.466,
00:00:00:500,0.08,-0.385,0.94,-16.663,15.625,-24.72,
00:00:00:516,0.082,-0.391,0.937,-15.992,18.737,-25.147,
00:00:00:533,0.082,-0.385,0.94,-19.776,15.075,-26.185,
00:00:00:550,0.083,-0.379,0.943,-17.334,18.005,-26.307,
00:00:00:566,0.084,-0.387,0.936,-18.433,15.319,-25.574,
00:00:00:583,0.081,-0.393,0.933,-17.151,13.366,-25.574,
00:00:00:600,0.079,-0.389,0.933,-15.992,11.84,-28.443,
00:00:00:616,0.076,-0.387,0.938,-14.283,10.192,-27.71,
00:00:00:633,0.077,-0.389,0.939,-17.945,12.756,-25.696,
00:00:00:650,0.081,-0.392,0.937,-16.114,14.404,-26.551,
00:00:00:666,0.083,-0.391,0.936,-15.931,12.878,-27.405,
00:00:00:683,0.083,-0.383,0.937,-18.921,13.061,-27.1,
00:00:00:700,0.085,-0.383,0.943,-20.997,9.887,-26.49,
00:00:00:716,0.082,-0.387,0.938,-20.813,9.765,-25.025,
00:00:00:733,0.079,-0.388,0.936,-17.456,10.864,-27.894,
00:00:00:750,0.081,-0.391,0.936,-14.527,10.498,-26.551,
00:00:00:766,0.081,-0.392,0.935,-16.663,11.413,-26.49,
00:00:00:783,0.08,-0.386,0.938,-20.02,13,-25.94,
00:00:00:800,0.081,-0.381,0.939,-18.738,12.451,-28.626,
00:00:00:816,0.081,-0.382,0.945,-17.395,7.751,-27.1,
00:00:00:833,0.083,-0.387,0.937,-16.724,9.399,-27.222,
00:00:00:850,0.081,-0.388,0.933,-19.654,10.437,-27.1,
00:00:00:866,0.082,-0.383,0.941,-18.311,7.385,-29.48,
00:00:00:883,0.085,-0.386,0.938,-14.649,8.422,-25.513,
00:00:00:900,0.085,-0.389,0.933,-16.114,9.033,-29.297,
00:00:00:916,0.085,-0.388,0.936,-14.649,8.789,-28.626,
00:00:00:933,0.081,-0.386,0.94,-13.672,9.338,-27.955,
00:00:00:950,0.079,-0.386,0.939,-12.574,9.155,-28.565,
00:00:00:966,0.078,-0.388,0.939,-12.94,9.643,-29.48,
00:00:00:983,0.08,-0.387,0.942,-15.015,9.46,-29.602,
00:00:01:0,0.083,-0.388,0.933,-20.386,13.855,-27.527,
00:00:01:16,0.085,-0.383,0.932,-16.541,14.221,-28.321,
00:00:01:33,0.086,-0.377,0.94,-11.963,9.704,-28.199,
00:00:01:50,0.083,-0.389,0.935,-8.484,9.948,-31.067,
00:00:01:66,0.082,-0.388,0.906,-12.696,8.606,-28.626,
00:00:01:83,0.082,-0.389,0.937,-11.963,8.178,-30.823,
00:00:01:100,0.081,-0.389,0.934,-11.719,8.606,-29.664,
00:00:01:116,0.083,-0.39,0.936,-11.231,7.995,-29.053,
00:00:01:133,0.08,-0.391,0.937,-12.207,5.432,-30.274,
00:00:01:150,0.078,-0.387,0.906,-15.625,5.859,-27.71,
00:00:01:166,0.078,-0.389,0.937,-18.189,4.028,-29.602,
00:00:01:183,0.081,-0.393,0.941,-20.447,9.155,-27.71,
00:00:01:200,0.081,-0.39,0.935,-21.424,11.108,-27.039,
00:00:01:216,0.079,-0.381,0.937,-19.898,11.596,-27.832,
00:00:01:233,0.081,-0.379,0.939,-13.855,13.977,-28.626,
00:00:01:250,0.081,-0.382,0.935,-8.179,9.765,-30.03,
00:00:01:266,0.081,-0.39,0.937,-8.667,11.535,-29.969,
00:00:01:283,0.083,-0.392,0.934,-7.874,11.474,-29.664,
00:00:01:300,0.082,-0.388,0.935,-11.17,10.192,-30.152,
00:00:01:316,0.081,-0.395,0.936,-15.686,11.23,-28.26,
00:00:01:333,0.076,-0.39,0.936,-23.072,8.911,-27.1,
00:00:01:350,0.081,-0.391,0.937,-20.569,13.61,-25.94,
00:00:01:366,0.083,-0.384,0.935,-19.654,11.962,-27.283,
00:00:01:383,0.081,-0.386,0.968,-16.297,12.634,-27.283,
00:00:01:400,0.081,-0.39,0.936,-13.245,8.056,-28.87,
