TIMECODE,ACC_X,ACC_Y,ACC_Z,GYR_X,GYR_Y,GYR_Z,TAG
00:00:00:0,0.013,0.308,0.956,-16.907,8.606,-30.03,
00:00:00:16,0.014,0.308,0.958,-15.442,10.498,-31.067,
00:00:00:33,0.016,0.307,0.959,-14.71,12.085,-30.335,
00:00:00:50,0.015,0.305,0.957,-15.076,12.207,-29.725,
00:00:00:66,0.017,0.304,0.959,-18.433,14.221,-29.969,
00:00:00:83,0.014,0.304,0.956,-18.128,11.047,-30.457,
00:00:00:100,0.016,0.304,0.959,-19.532,9.765,-28.992,
00:00:00:116,0.013,0.31,0.959,-21.058,10.864,-30.579,
00:00:00:133,0.014,0.309,0.959,-19.776,13.488,-30.884,
00:00:00:150,0.015,0.311,0.953,-16.663,11.474,-29.419,
00:00:00:166,0.016,0.306,0.956,-16.968,9.155,-28.87,
00:00:00:183,0.016,0.308,0.956,-18.799,9.643,-28.931,
00:00:00:200,0.015,0.312,0.958,-16.602,10.803,-31.311,
00:00:00:216,0.018,0.309,0.955,-16.114,11.84,-31.311,
00:00:00:233,0.016,0.307,0.955,-14.1,13.794,-30.945,
00:00:00:250,0.014,0.311,0.956,-15.137,9.765,-28.931,
00:00:00:266,0.014,0.305,0.955,-13.672,11.291,-28.931,
00:00:00:283,0.016,0.307,0.959,-16.663,9.033,-30.579,
00:00:00:300,0.014,0.313,0.956,-14.832,13.366,-29.847,
00:00:00:316,0.016,0.307,0.954,-20.081,10.681,-29.236,
00:00:00:333,0.015,0.31,0.956,-16.968,10.009,-30.579,
00:00:00:350,0.013,0.308,0.96,-17.701,9.521,-28.992,
00:00:00:366,0.015,0.307,0.956,-17.884,12.329,-29.786,
00:00:00:383,0.011,0.308,0.957,-18.067,11.413,-29.664,
00:00:00:400,0.013,0.305,0.957,-19.593,11.291,-30.701,
00:00:00:416,0.014,0.307,0.958,-21.058,11.413,-30.213,
00:00:00:433,0.015,0.31,0.959,-18.311,11.047,-29.175,
00:00:00:450,0.016,0.314,0.956,-17.395,10.925,-29.602,
00:00:00:466,0.018,0.305,0.956,-13.123,10.498,-28.748,
00:00:00:483,0.013,0.31,0.958,-15.503,6.347,-29.664,
00:00:00:500,0.013,0.307,0.957,-31.25,11.23,-30.823,
00:00:00:516,0.015,0.305,0.961,-16.114,10.376,-28.626,
00:00:00:533,0.015,0.309,0.956,-15.198,13,-31.25,
00:00:00:550,0.016,0.305,0.957,-18.982,10.803,-29.541,
00:00:00:566,0.016,0.309,0.957,-17.64,10.009,-29.541,
00:00:00:583,0.012,0.309,0.955,-18.86,11.352,-29.358,
00:00:00:600,0.016,0.307,0.958,-20.386,12.451,-28.443,
00:00:00:616,0.018,0.305,0.959,-21.729,8.85,-29.664,
00:00:00:633,0.018,0.311,0.959,-22.156,7.69,-29.725,
00:00:00:650,0.014,0.315,0.956,-18.25,8.667,-31.189,
00:00:00:666,0.015,0.317,0.958,-16.724,10.315,-30.274,
00:00:00:683,0.015,0.31,0.957,-14.527,11.108,-31.556,
00:00:00:700,0.012,0.307,0.958,-15.503,13.122,-30.091,
00:00:00:716,0.016,0.312,0.957,-16.968,15.197,-30.945,
00:00:00:733,0.018,0.308,0.955,-16.602,12.146,-29.358,
00:00:00:750,0.015,0.314,0.955,-14.222,8.972,-27.283,
00:00:00:766,0.014,0.31,0.959,-17.151,7.995,-28.931,
00:00:00:783,0.017,0.309,0.959,-17.029,10.803,-28.077,
00:00:00:800,0.016,0.307,0.956,-19.349,8.239,-29.786,
00:00:00:816,0.014,0.304,0.961,-22.217,9.521,-29.541,
00:00:00:833,0.013,0.31,0.958,-22.522,6.713,-30.457,
00:00:00:850,0.012,0.311,0.955,-22.583,10.681,-29.175,
00:00:00:866,0.011,0.311,0.958,-20.508,15.319,-31.006,
00:00:00:883,0.013,0.31,0.957,-14.893,14.038,-32.105,
00:00:00:900,0.014,0.311,0.957,-18.067,10.62,-29.236,
00:00:00:916,0.017,0.309,0.955,-14.466,10.803,-28.992,
00:00:00:933,0.018,0.307,0.956,-17.151,9.765,-28.992,
00:00:00:950,0.016,0.342,0.954,-19.288,8.361,-29.541,
00:00:00:966,0.012,0.31,0.961,-20.203,10.742,-29.969,
00:00:00:983,0.013,0.313,0.954,-19.776,8.606,-29.969,
00:00:01:0,0.017,0.311,0.957,-18.616,10.07,-31.617,
00:00:01:16,0.016,0.309,0.957,-22.156,8.728,-29.969,
00:00:01:33,0.012,0.309,0.956,-19.41,14.038,-28.26,
00:00:01:50,0.016,0.31,0.958,-18.372,10.07,-29.297,
00:00:01:66,0.017,0.31,0.955,-17.64,8.544,-29.114,
00:00:01:83,0.015,0.308,0.958,-20.997,10.192,-30.335,
00:00:01:100,0.014,0.31,0.959,-21.912,11.901,-29.725,
00:00:01:116,0.015,0.313,0.955,-23.072,9.399,-30.274,
00:00:01:133,0.013,0.316,0.954,-21.119,13.366,-30.03,
00:00:01:150,0.012,0.316,0.96,-16.358,13.855,-30.152,
00:00:01:166,0.017,0.314,0.961,-12.635,14.953,-30.152,
00:00:01:183,0.016,0.309,0.957,-15.564,13.244,-28.565,
00:00:01:200,0.014,0.313,0.954,-13.672,10.62,-29.541,
00:00:01:216,0.013,0.308,0.954,-15.198,6.469,-28.321,
00:00:01:233,0.014,0.316,0.955,-12.024,11.657,-30.213,
00:00:01:250,0.012,0.311,0.953,-15.442,12.817,-28.687,
00:00:01:266,0.015,0.313,0.957,-14.832,8.728,-27.832,
00:00:01:283,0.015,0.312,0.955,-16.724,10.131,-30.03,
00:00:01:300,0.015,0.308,0.957,-19.165,10.009,-29.48,
00:00:01:316,0.015,0.312,0.955,-15.992,10.681,-28.138,
00:00:01:333,0.017,0.31,0.957,-18.006,12.512,-29.48,
00:00:01:350,0.015,0.31,0.955,-15.381,10.009,-30.091,
00:00:01:366,0.011,0.312,0.959,-17.273,10.009,-30.091,
00:00:01:383,0.015,0.314,0.954,-17.579,11.718,-30.945,
00:00:01:400,0.013,0.312,0.955,-17.823,12.329,-15.748,
00:00:01:416,0.015,0.312,0.956,-19.959,9.765,-30.091,
00:00:01:433,0.019,0.307,0.958,-18.921,10.986,-29.969,
00:00:01:450,0.014,0.311,0.955,-17.701,11.23,-29.114,
00:00:01:466,0.017,0.313,0.955,-18.799,10.131,-27.405,
00:00:01:483,0.013,0.311,0.956,-18.189,12.451,-28.992,
00:00:01:500,0.013,0.31,0.957,-16.907,14.343,-27.771,
00:00:01:516,0.013,0.311,0.957,-18.006,13,-29.297,
00:00:01:533,0.011,0.31,0.956,-17.945,13.366,-29.053,
00:00:01:550,0.017,0.312,0.957,-20.569,10.07,-30.518,
00:00:01:566,0.017,0.309,0.955,-21.302,12.878,-29.602,
00:00:01:583,0.02,0.314,0.958,-21.973,9.277,-29.358,
00:00:01:600,0.018,0.318,0.957,-20.874,9.582,-27.955,
00:00:01:616,0.017,0.318,0.955,-1.221,7.934,-28.382,
00:00:01:633,0.01,0.311,0.957,-12.757,9.338,-27.588,
00:00:01:650,0.012,0.309,0.959,-16.48,13.732,-30.335,
00:00:01:666,0.012,0.31,0.954,-16.846,15.136,-30.823,
00:00:01:683,0.016,0.312,0.957,-20.081,11.535,-30.701,
00:00:01:700,0.019,0.314,0.957,-22.583,12.085,-30.274,
00:00:01:716,0.017,0.312,0.955,-20.508,11.474,-30.518,
00:00:01:733,0.018,0.314,0.956,-18.372,11.23,-28.992,
00:00:01:750,0.015,0.311,0.959,-16.846,11.779,-27.344,
00:00:01:766,0.017,0.315,0.955,-11.902,9.399,-27.222,
00:00:01:783,0.012,0.313,0.957,-14.893,7.507,-27.405,
00:00:01:800,0.013,0.314,0.955,-16.236,9.643,-28.138,
00:00:01:816,0.01,0.314,0.955,-18.677,11.901,-30.274,
00:00:01:833,0.011,0.311,0.956,-16.602,12.451,-31.678,
00:00:01:850,0.015,0.313,0.953,-17.334,13.366,-31.556,
00:00:01:866,0.019,0.309,0.957,-20.264,12.207,-29.541,
00:00:01:883,0.02,0.314,0.953,-18.189,10.986,-28.87,
00:00:01:900,0.017,0.313,0.955,-18.494,9.704,-28.504,
00:00:01:916,0.011,0.317,0.956,-18.189,9.155,-28.26,
00:00:01:933,0.009,0.318,0.957,-16.114,11.779,-28.931,
00:00:01:950,0.014,0.314,0.956,-16.175,11.596,-31.006,
00:00:01:966,0.013,0.313,0.955,-19.349,10.315,-30.518,
00:00:01:983,0.015,0.312,0.959,-19.959,11.596,-31.189,
00:00:02:0,0.014,0.311,0.956,-21.729,8.911,-29.908,
00:00:02:16,0.014,0.313,0.957,-20.325,13.488,-31.8,
00:00:02:33,0.015,0.317,0.954,-20.325,12.451,-30.701,
00:00:02:50,0.015,0.315,0.952,-20.447,10.253,-28.26,
00:00:02:66,0.013,0.317,0.957,-17.09,10.009,-28.016,
00:00:02:83,0.012,0.314,0.953,-18.616,10.131,-29.297,
00:00:02:100,0.013,0.317,0.96,-19.471,12.268,-30.884,
00:00:02:116,0.014,0.318,0.955,-18.86,13.61,-31.861,
00:00:02:133,0.015,0.315,0.958,-16.602,13.061,-31.128,
00:00:02:150,0.017,0.315,0.952,-16.358,10.742,-31.739,
00:00:02:166,0.016,0.31,0.959,-16.541,10.253,-30.152,
00:00:02:183,0.016,0.315,0.952,-18.982,12.268,-31.739,
00:00:02:200,0.016,0.316,0.956,-17.395,11.169,-29.969,
00:00:02:216,0.013,0.316,0.954,-19.288,9.826,-29.419,
00:00:02:233,0.011,0.316,0.954,-15.931,11.291,-29.969,
00:00:02:250,0.013,0.313,0.957,-16.785,10.131,-29.602,
00:00:02:266,0.011,0.316,0.955,-18.921,12.268,-30.03,
00:00:02:283,0.017,0.311,0.956,-19.654,9.643,-32.776,
00:00:02:300,0.013,0.316,0.951,-17.151,14.892,-30.823,
00:00:02:316,0.017,0.31,0.955,-17.823,10.803,-30.335,
00:00:02:333,0.017,0.319,0.951,-13.428,12.268,-28.992,
00:00:02:350,0.017,0.317,0.952,-13.916,9.46,-29.358,
00:00:02:366,0.015,0.313,0.955,-16.175,8.239,-27.283,
00:00:02:383,0.012,0.315,0.955,-16.968,6.164,-29.602,
00:00:02:400,0.01,0.316,0.955,-18.25,9.765,-29.847,
00:00:02:416,0.014,0.318,0.955,-15.686,11.84,-30.945,
00:00:02:433,0.016,0.312,0.955,-14.405,10.253,-31.128,
00:00:02:450,0.016,0.314,0.956,-13.306,9.338,-31.067,
00:00:02:466,0.016,0.312,0.955,-13.428,7.446,-28.87,
00:00:02:483,0.015,0.317,0.956,-13.184,10.986,-28.565,
00:00:02:500,0.012,0.314,0.951,-14.222,9.948,-29.664,
00:00:02:516,0.015,0.31,0.954,-14.527,9.155,-27.222,
00:00:02:533,0.014,0.313,0.954,-17.823,9.582,-27.161,
00:00:02:550,0.014,0.315,0.958,-18.006,6.408,-27.405,
00:00:02:566,0.011,0.318,0.955,-18.372,7.507,-28.87,
00:00:02:583,0.012,0.313,0.958,-13.55,9.704,-28.748,
00:00:02:600,0.009,0.314,0.962,-15.748,10.009,-29.847,
00:00:02:616,0.013,0.316,0.952,-11.78,15.319,-29.908,
00:00:02:633,0.021,0.314,0.953,-13.855,14.282,-31.861,
00:00:02:650,0.018,0.314,0.955,-12.452,9.399,-28.26,
00:00:02:666,0.012,0.311,0.956,-15.87,4.516,-28.748,
00:00:02:683,0.01,0.314,0.955,-15.809,6.469,-27.955,
00:00:02:700,0.013,0.314,0.954,-16.724,9.582,-28.748,
00:00:02:716,0.013,0.314,0.957,-16.968,9.887,-28.443,
00:00:02:733,0.012,0.341,0.957,-15.992,7.385,-29.297,
00:00:02:750,0.011,0.316,0.955,-15.503,6.469,-27.161,
00:00:02:766,0.012,0.316,0.954,-15.259,9.582,-29.175,
00:00:02:783,0.013,0.314,0.958,-16.297,12.695,-28.87,
00:00:02:800,0.01,0.317,0.955,-12.818,13.855,-30.579,
00:00:02:816,0.013,0.312,0.955,-13.916,10.62,-29.664,
00:00:02:833,0.016,0.309,0.956,-18.982,8.606,-27.955,
00:00:02:850,0.011,0.316,0.96,-17.701,7.08,-28.931,
00:00:02:866,0.011,0.314,0.959,-16.175,8.483,-30.03,
00:00:02:883,0.013,0.316,0.956,-15.931,10.07,-30.945,
00:00:02:900,0.011,0.311,0.958,-13.733,13.61,-30.091,
00:00:02:916,0.014,0.314,0.955,-15.503,10.864,-29.786,
00:00:02:933,0.014,0.342,0.953,-13.489,13.427,-27.955,
00:00:02:950,0.013,0.314,0.956,-18.616,10.315,-27.405,
00:00:02:966,0.012,0.311,0.953,-16.907,10.986,-26.368,
00:00:02:983,0.012,0.314,0.956,-18.677,9.948,-30.091,
00:00:03:0,0.012,0.314,0.954,-16.968,10.62,-31.311,
00:00:03:16,0.012,0.312,0.958,-18.067,9.826,-31.189,
00:00:03:33,0.009,0.317,0.954,-17.029,9.704,-28.26,
00:00:03:50,0.015,0.314,0.958,-13.794,13.305,-31.006,
00:00:03:66,0.014,0.317,0.955,-13.428,12.878,-28.565,
00:00:03:83,0.013,0.315,0.957,-12.513,12.817,-29.297,
00:00:03:100,0.015,0.314,0.956,-12.085,11.23,-29.48,
00:00:03:116,0.013,0.314,0.957,-11.963,11.718,-26.612,
00:00:03:133,0.01,0.312,0.957,-13.794,10.009,-29.541,
00:00:03:150,0.011,0.314,0.958,-11.841,12.573,-27.1,
00:00:03:166,0.01,0.317,0.958,-11.353,11.352,-27.771,
00:00:03:183,0.013,0.312,0.956,-13.001,10.864,-29.786,
00:00:03:200,0.009,0.313,0.961,-9.766,14.038,-30.03,
00:00:03:216,0.012,0.311,0.962,-12.024,16.296,-28.26,
00:00:03:233,0.011,0.313,0.955,-7.752,12.695,-27.71,
00:00:03:250,0.011,0.31,0.956,-9.888,15.686,-28.931,
00:00:03:266,0.014,0.311,0.957,-9.339,14.526,-28.321,
00:00:03:283,0.012,0.311,0.96,-9.583,13.671,-29.725,
00:00:03:300,0.012,0.316,0.956,-5.921,15.441,-29.847,
00:00:03:316,0.013,0.304,0.957,-5.921,15.93,-30.579,
00:00:03:333,0.016,0.311,0.956,-5.799,20.263,-15.686,
00:00:03:350,0.016,0.309,0.958,-3.357,15.991,-30.091,
00:00:03:366,0.014,0.311,0.957,-3.907,15.014,-29.541,
00:00:03:383,0.006,0.311,0.955,-4.09,12.878,-28.992,
00:00:03:400,0.012,0.307,0.964,-0.489,21.24,-29.419,
00:00:03:416,0.01,0.302,0.964,2.136,26.794,-29.175,
00:00:03:433,0.008,0.313,0.963,4.211,32.653,-26.307,
00:00:03:450,0.009,0.307,0.963,6.469,41.503,-32.898,
00:00:03:466,0.016,0.29,0.96,-2.137,43.09,-33.509,
00:00:03:483,-0.029,0.28,0.963,-31.922,40.71,12.878,
00:00:03:500,0.004,0.34,0.967,-12.146,68.786,-20.081,
00:00:03:516,0.008,0.312,0.983,-10.804,82.397,-23.194,
00:00:03:533,-0.008,0.294,0.968,-4.7,105.529,1.77,
00:00:03:550,-0.025,0.296,1.017,-3.602,161.682,35.583,
00:00:03:566,-0.079,0.349,1.15,73.059,240.844,42.175,
00:00:03:583,-0.159,0.244,1.416,203.064,438.781,41.198,
00:00:03:600,-0.11,0.088,1.918,222.473,579.406,81.726,
00:00:03:616,0.427,0.905,3.416,212.89,27.526,280.395,
00:00:03:633,0.657,1.2,3.517,-16.236,-285.523,511.108,
00:00:03:650,0.506,0.067,1.227,-256.836,-192.749,320.984,
00:00:03:666,0.645,0.776,0.482,-340.21,-969.422,925.415,
00:00:03:683,1.467,3.111,2.118,-367.127,-2000,1740.112,
00:00:03:700,0.728,2.512,2.645,1038.391,-2000,1387.634,
00:00:03:716,0.383,1.096,2.111,1603.759,-1991.211,1522.216,
