TIMECODE,ACC_X,ACC_Y,ACC_Z,GYR_X,GYR_Y,GYR_Z,TAG
00:00:00:0,0.939,0.15,0.224,-11.719,8.178,-46.265,
00:00:00:16,0.94,0.153,0.218,-18.128,11.047,-40.894,
00:00:00:33,0.937,0.151,0.216,-18.86,8.911,-38.697,
00:00:00:50,0.928,0.148,0.207,-21.607,7.324,-36.133,
00:00:00:66,0.93,0.151,0.21,-24.964,4.699,-39.49,
00:00:00:83,0.931,0.15,0.212,-25.025,-6.531,-39.124,
00:00:00:100,0.933,0.142,0.223,-22.95,-11.536,-42.664,
00:00:00:116,0.929,0.138,0.222,-22.767,-5.982,-36.377,
00:00:00:133,0.927,0.142,0.22,-19.532,-8.728,-39.49,
00:00:00:150,0.93,0.128,0.226,-18.311,-6.165,-45.838,
00:00:00:166,0.934,0.128,0.226,-26.185,-3.602,-40.833,
00:00:00:183,0.932,0.132,0.224,-29.175,-6.104,-40.284,
00:00:00:200,0.934,0.133,0.223,-29.725,-2.747,-42.054,
00:00:00:216,0.937,0.134,0.214,-33.631,0.366,-39.795,
00:00:00:233,0.966,0.144,0.216,-28.748,0,-44.373,
00:00:00:250,0.934,0.136,0.217,-15.32,2.014,-48.218,
00:00:00:266,0.933,0.129,0.221,-10.437,5.92,-48.279,
00:00:00:283,0.931,0.125,0.22,-15.503,9.277,-48.768,
00:00:00:300,0.932,0.129,0.218,-31.8,14.16,-46.387,
00:00:00:316,0.928,0.137,0.213,-38.758,14.77,-46.326,
00:00:00:333,0.931,0.145,0.211,-41.26,18.554,-45.411,
00:00:00:350,0.93,0.147,0.205,-31.128,14.038,-43.763,
00:00:00:366,0.921,0.138,0.21,-27.771,15.258,-45.716,
00:00:00:383,0.925,0.148,0.208,-25.818,12.695,-45.105,
00:00:00:400,0.928,0.144,0.218,-21.424,14.648,-48.951,
00:00:00:416,0.935,0.146,0.227,-25.208,17.517,-49.744,
00:00:00:433,0.938,0.146,0.235,-23.011,19.287,-53.345,
00:00:00:450,0.927,0.145,0.211,-19.349,25.024,-43.763,
00:00:00:466,0.925,0.139,0.238,-24.048,20.019,-58.655,
00:00:00:483,0.932,0.145,0.243,-33.936,27.038,-45.533,
00:00:00:500,0.937,0.161,0.22,-31.495,25.268,-38.636,
00:00:00:516,0.934,0.133,0.224,-21.729,23.986,-37.903,
00:00:00:533,0.936,0.141,0.226,-40.528,15.93,-33.02,
00:00:00:550,0.931,0.155,0.225,-45.289,10.376,-31.311,
00:00:00:566,0.923,0.151,0.236,-34.119,13.061,-37.903,
00:00:00:583,0.931,0.146,0.232,-25.94,18.92,-35.645,
00:00:00:600,0.933,0.151,0.224,-29.175,20.629,-34.18,
00:00:00:616,0.937,0.149,0.239,-24.476,17.883,-35.645,
00:00:00:633,0.935,0.149,0.228,-29.297,20.385,-30.213,
00:00:00:650,0.937,0.147,0.23,-27.466,16.723,-29.969,
00:00:00:666,0.932,0.144,0.23,-29.664,19.47,-24.903,
00:00:00:683,0.933,0.154,0.235,-29.786,14.648,-24.231,
00:00:00:700,0.93,0.147,0.205,-19.471,20.263,-21.729,
00:00:00:716,0.929,0.148,0.233,-9.949,8.911,-32.288,
00:00:00:733,0.937,0.141,0.232,-10.926,14.831,-26.185,
00:00:00:750,0.936,0.135,0.224,-14.466,11.108,-29.175,
00:00:00:766,0.937,0.133,0.234,-28.138,5.554,-27.955,
00:00:00:783,0.939,0.148,0.234,-35.157,6.103,-18.738,
00:00:00:800,0.938,0.147,0.222,-27.771,8.789,-26.49,
00:00:00:816,0.936,0.137,0.221,-20.997,12.268,-24.659,
00:00:00:833,0.938,0.137,0.22,-21.302,7.812,-27.527,
00:00:00:850,0.935,0.135,0.219,-22.583,7.873,-29.664,
00:00:00:866,0.937,0.142,0.222,-19.104,7.69,-33.509,
00:00:00:883,0.938,0.137,0.228,-21.607,10.803,-33.448,
00:00:00:900,0.936,0.136,0.225,-23.682,9.521,-32.227,
00:00:00:916,0.937,0.136,0.221,-23.987,12.451,-32.654,
00:00:00:933,0.937,0.138,0.22,-15.32,8.85,-36.011,
00:00:00:950,0.934,0.132,0.22,-14.344,10.498,-39.429,
00:00:00:966,0.934,0.138,0.228,-27.588,17.883,-39.002,
00:00:00:983,0.936,0.138,0.228,-26.734,21.911,-39.063,
00:00:01:0,0.937,0.147,0.204,-29.725,28.32,-33.387,
00:00:01:16,0.937,0.142,0.203,-14.954,22.461,-44.617,
00:00:01:33,0.933,0.134,0.223,-10.621,22.094,-44.251,
00:00:01:50,0.938,0.132,0.219,-26.001,26.489,-40.65,
00:00:01:66,0.935,0.136,0.213,-27.832,18.676,-40.833,
